Q9Y6D9
Q7L590
O75419
P30307
Q14188
Q14186
Q16254
P28749
Q08999
P30291
P14635
P06493
P50613
P51948
P51946
Q99640
O95067
P27348
Q04917
P61981
P31946
P63104
P31947
P62258
Q16512
O15530
P63000
P08134
P62745
P61586
Q6P5Z2
Q16513
P49023
Q92556
Q96JJ3
P46108
Q14185
Q13882
Q15303
O14511
P56975
Q8WWG1
Q02297
Q99075
O14944
P35070
P04626
P01133
P00533
P21860
P07947
P06241
P12931
Q16543
Q96RT1
P07900
Q96JA1
O43184
P78536
O14672
Q16665
Q99814
P04150
Q8IZL8
O14818
P55036
P20618
Q16401
P40306
Q15008
P51665
P49721
P48556
P49720
O00233
Q06323
P28070
Q9UL46
P28074
P61289
Q92530
Q8TAA3
P28072
Q99436
Q14997
A5LHX3
P28062
P28065
P62191
P35998
P17980
P43686
P62195
P62333
O00487
Q99460
P25786
O75832
P60896
P25787
O00231
P25788
O00232
P25789
Q9UNM6
P28066
Q13200
P60900
O43242
Q9NYZ3
Q00987
O15151
Q8N726
Q9BVI0
Q9Y243
P31751
P31749
O00329
P27986
P15391
P62993
P15498
P43405
P01880
P01766
P01768
P01814
P01767
P06331
P23083
P01817
P01743
P01824
P01763
P01782
P01780
P01762
P01825
Q6PIL0
P01742
P01772
P01764
A2KUC3
P01602
P06310
P01614
P06315
A0A075B6S6
P04433
A0A0C4DH73
A2NXD2
P01601
P01624
A2NJV5
P04432
P01597
P01619
P01594
P04430
P01599
P06312
A0A0C4DH25
P01593
A0A075B6P5
P01834
P01615
P01611
P01704
P01706
P01709
P01718
P01701
P04211
P01705
P01717
P01703
P80748
P01714
P01715
P01699
P01700
P01721
P0CG05
P0CF74
P0CG06
P0CG04
A0M8Q6
P01871
P11912
P40259
P22681
Q8WV28
Q13191
Q07889
Q96B97
Q06187
P19174
P16885
P16333
Q6ZUJ8
P29353
Q9UN19
P29350
P20273
P51451
P07948
Q13480
P42336
P08620
P05230
O76093
Q9NP95
P55075
Q9GZV9
P09038
O60258
P31371
O43320
P12034
P22607
Q8WU20
Q06124
P21802
P10767
Q9HCT0
P11487
P21781
O15520
P42338
O00459
P16234
P09619
P04085
P01127
Q6PIZ9
Q92569
P06239
P33681
P42081
P10747
P35568
Q9Y4H2
P11362
Q9UEF7
Q9Y6W8
P14210
P08581
P10721
P21583
O95750
P22455
Q86Z14
P03372
Q92731
Q9NPH3
O95760
Q01638
Q99836
Q9NWZ3
P51617
Q9Y4K3
Q8TBX8
P78356
P48426
Q8NCE2
Q9Y217
O43426
Q13615
O15056
Q13496
Q13613
O14986
Q99755
Q01968
Q96PE3
O15327
Q9BT40
Q15735
Q92835
O15357
O60331
O00750
O00443
P48736
O75747
Q8WYR1
Q5UE93
P60484
Q9BTU6
Q8TCG2
P01138
P04629
O43561
Q08881
P43403
O75791
Q13094
P01730
P20036
P01909
P01903
P01906
P13760
Q30134
P20039
P01912
P01920
P79483
Q9TQE0
P01911
P05538
P04440
Q30167
Q30154
Q5Y7A7
P13762
Q9GIY3
Q95IE3
Q29974
P04229
P13761
P07766
P04234
P01733
P04435
P01850
P01737
P04437
A0A0A6YYK7
P01848
P09693
P20963
Q93033
Q12913
P08575
P41240
Q9NWQ8
O43559
Q14435
P48431
Q9H9S0
Q01860
P30876
P19388
P53803
P19387
P62875
P52434
P61218
O15514
P36954
P52435
P62487
P24928
O60481
P40424
Q15796
Q13485
O43474
Q9H334
Q9H9Z2
Q9GZV8
Q96SZ4
Q9UJQ4
Q13285
Q8TAT2
Q9BYJ0
Q14512
P09958
Q9GZP0
Q9NRA1
P23352
O75144
P17252
P14780
P23946
Q9H9G7
Q9HCK5
Q9UL18
Q9HCJ0
Q9UPQ9
Q8NDV7
Q9HCE1
Q9UKV8
Q9Y466
Q9UKL0
Q92769
Q13547
Q13127
O60341
P54259
O15379
Q9UQL6
Q8WUI4
Q16576
Q86YP4
Q8WXI9
O95983
Q12873
Q14839
Q09028
Q9BTC8
O94776
Q13330
P15336
Q9H063
Q03112
P35226
Q96GD3
Q99496
Q06587
P78364
Q8NDX5
Q8IXK0
Q14781
Q9HC52
O00257
O95503
O75530
Q15910
Q15022
P05412
P37231
O95863
O43623
P18146
P28482
P27361
P53779
P45984
P45983
Q16539
Q15759
O15504
Q9NRG9
Q9UKX7
Q9BVL2
P37198
Q7Z3B4
P78406
Q8NFH5
Q96HA1
A8CG34
Q8N1F7
Q8TEM1
O75694
Q92621
Q9BTX1
P35658
Q5SRE5
Q99567
P49790
P12270
O14733
P45985
O43318
Q15750
Q9NYJ8
Q8N5C8
Q9HC29
Q9Y239
O43353
Q9Y6K9
O43187
Q13404
P08571
O00206
Q9Y6Y9
Q86XR7
Q8IUC6
Q6SZW1
O15455
P58753
P16671
O60603
Q9Y2C9
Q15399
Q9Y616
Q6IA17
O15524
Q8IWL2
Q8IWL1
P35247
O95711
Q99467
P18428
P17213
Q9BXR5
O60602
Q9NR97
Q9NYK1
Q9NR96
Q15075
Q99538
P43235
P07858
P25774
P07711
Q9H1C4
P14625
Q9BT09
Q13233
Q13177
Q13153
P52735
Q9UKW4
P01854
Q5NV62
Q5NV61
Q5NV68
Q5NV65
Q5NV64
Q5NV66
Q5NV67
Q5NV80
Q5NV81
Q5NV82
Q5NV69
Q5NV75
Q5NV79
Q5NV83
Q5NV86
Q5NV89
Q5NV92
Q5NV90
Q5NV84
Q5NV91
Q5NV85
Q5NV87
Q01362
P12319
P30273
P13747
P61769
Q13241
P26717
Q9NZC2
P26718
O43914
P36507
P40189
P29597
O60674
P23458
P08887
P05231
Q02750
P10398
P15056
Q8IVT5
P04049
P01111
P01112
P01116
P27448
P49407
Q969H4
P46940
P32121
P18206
P02751
P04275
P02671
P02675
P02679
Q7Z5R6
P62834
P61224
Q9Y490
P05106
P08514
P60709
P63261
Q6VAB6
Q8WXI2
P30086
Q16584
Q7Z569
P35232
Q8N9B8
Q9Y4G8
O14827
Q8TDF6
P32927
P08700
P26951
P15509
P04141
P05113
Q01344
P52333
P31785
P01589
P14784
P60568
Q96S59
P49771
P36888
Q15389
Q02763
O95267
Q8IV61
P98077
Q92529
P18433
P13591
Q01082
O15020
P11277
Q9NRC6
Q9H254
Q13813
P02549
Q05397
Q13972
Q99996
P78352
P35609
P07196
Q05586
Q13224
Q12879
Q14957
O15399
Q13555
Q13557
Q13554
Q9UQM7
P0DP23
Q9GZZ7
P07949
O60542
O00451
P56159
P39905
Q99748
Q5T4W7
O60609
P01308
P06213
Q13322
Q15904
Q99437
P27449
Q8NHE4
O15342
Q8N8Y2
P61421
Q9HBG4
Q13488
Q93050
Q9Y487
Q9UI12
Q16864
Q9Y5K8
Q8NEY4
P21283
P36543
Q96A05
Q96LB4
O95670
O75348
P15313
P21281
P38606
Q8N307
Q04756
O43278
P05981
O43291
Q6VN20
P08254
Q01970
Q9NQ66
Q00722
P29992
P30679
P50148
O95837
O14842
P20309
Q05209
P41279
P19838
Q8NFZ5
P63208
Q13616
Q9UKB1
Q9Y297
O14920
O15111
Q13489
Q13490
Q96J02
Q15121
Q9Y6W6
Q13202
Q9BY84
Q99956
Q16829
Q16828
Q13115
P28562
Q05923
Q16690
P46734
P52564
Q16644
P49137
Q99683
P10599
Q9UKE5
O95819
Q8N4C8
P01574
Q8N122
P42345
Q9BVC4
Q8NBW4
O43504
Q6IAA8
Q9Y2Q5
Q9UHA4
Q0VGL1
Q9NQL2
Q9HB90
Q7L523
Q5VZM2
Q15382
P42356
Q9NTJ5
Q8NEB9
Q99570
Q9UBF8
P61204
P84077
P48739
Q8WUD6
Q9Y5K3
P49585
P35790
Q9Y259
O14939
Q13393
Q9Y6K0
Q9NST1
Q96AD5
Q96PD7
O75907
Q6E213
Q92539
Q9BQK8
Q14693
Q9NRZ5
Q8NF37
Q9NUQ2
Q86UL3
Q643R3
Q6UWP7
Q99943
O15120
Q53EU6
Q9NRZ7
Q9NP71
Q9UH92
P29401
Q2QD12
Q96AT9
O75191
Q00796
Q7Z4W1
Q9Y2S2
P14550
P52209
O95336
P11413
Q96G03
P36871
Q6PCE3
P35557
P19367
P52789
P52790
Q13562
P52945
Q8NHW3
P26367
Q12778
Q9Y261
O14556
P04406
P07205
P00558
P60174
P18669
P15259
Q3LXA3
P05062
P50053
P04075
P09972
P09104
P13929
P06733
Q9Y315
P17858
P08237
Q01813
P46926
Q8TDQ7
P06744
O00757
P09467
P35558
P17174
Q9BQT8
P00505
P11498
Q9Y5U8
O95563
P14618
P30613
P24298
Q6ZMR3
P07195
P00338
P07864
P48163
P40925
Q9UBX3
P40926
P07954
P31040
P21912
O14521
Q99643
Q9P2R7
P53597
P22033
Q8IVH4
Q96EY8
Q9Y4U1
Q9H3L0
Q9NUN5
P27352
Q9BXJ7
O60494
P07477
P35030
Q6GPI1
P17538
P20061
Q96PE7
P05165
P05166
Q02252
P31937
Q6NVY1
Q9UKU7
P11182
P21953
P12694
P09622
O15382
P24752
Q99714
P45954
Q02218
P36957
O43837
P50213
P51553
Q99798
O75390
P11177
P29803
P08559
P10515
O00330
Q9P0J1
Q8NCN5
Q9P2J9
Q15119
Q16654
Q15120
Q15118
P19793
Q03181
Q96I99
Q12931
P28330
P40939
P55084
P11310
P42126
Q02978
P53007
Q16822
Q9NQ88
P07902
Q14376
P51570
P06737
O15488
P46019
Q93100
P15735
P35573
P46976
P11216
P11217
P46020
Q16816
P37837
Q9H477
P49247
Q14410
Q14409
P32189
Q8N335
P21695
Q9NPB8
Q9UP65
Q6ZWT7
Q6P1A2
Q6ZNC8
Q3MJ16
P47712
Q68DD2
Q86XP0
P53816
Q6P4A8
P0C869
O60733
Q9C0D9
Q99447
Q9NVF9
Q9HBU6
Q8TCT1
Q7L5N7
P14555
Q9NP80
Q96N66
O14735
Q92903
Q6NUI2
Q9HCL2
Q9BZM2
Q8IWA5
Q53GD3
Q8N4M1
Q8NCS7
Q8WWI5
P06276
P22303
Q9H0X9
Q9BZF1
Q9BXB5
Q9H1P3
Q9BZF3
Q9H4L5
Q96SU4
Q9BZF2
Q9BXW6
P22059
Q16635
Q9UG56
P48651
Q9BVG9
Q9UJA2
O95674
Q8NCC3
Q8N2A8
Q8NAN2
Q7L4E1
Q8WUK0
Q32NB8
O00116
O15228
Q96K12
Q8WVX9
Q9NRR6
Q9Y2I7
Q08AM6
Q92562
Q9NYA4
Q13614
Q9Y216
P56180
Q6XPS3
Q9UK08
O14610
P63211
O60262
Q9P2W3
P63215
P50151
P61952
P50150
P63218
Q9UBI6
P59768
P62879
Q9HAV0
O14775
P16520
P62873
Q9H244
P08754
P63096
P04899
A8MTJ3
P19086
P18825
P18089
P08913
P23945
P01215
P01225
P30518
P01185
P18509
P41586
P22888
P01229
P48546
P09681
Q16602
O60894
P10092
P06881
P01222
Q86YW7
Q96T91
P16473
P30988
P01258
P49685
O00155
Q99678
Q8NGU9
Q9NQS5
Q9NYM4
O75388
Q9Y5Y3
Q9NS67
Q14439
P06850
P34998
Q13324
Q03431
P49190
P12272
Q96A98
P01270
O60896
O60895
Q7Z4H4
P35318
O43194
P51460
P04090
Q8WXD0
P43220
P01275
Q13258
Q9HBX9
Q8WXF3
P25021
P01286
Q02643
O14804
Q9P1P4
Q96RI9
Q969N4
Q96RI8
Q9P1P5
Q96RJ0
P29274
P29275
P47871
Q96G91
Q8TDU6
P0C0P6
Q6W5P4
O95838
P01282
P41587
P32241
P47872
P09683
P10997
P07550
P08588
P13945
P43116
P35408
Q13639
P34969
P50406
P21728
P21918
P43119
P01189
Q01718
Q01726
P41968
P33032
P32245
Q5JWF2
P63092
P55089
P21731
P35368
P35348
P25100
Q03113
Q14344
P25116
Q96RI0
O00254
P00734
P41180
Q9UHM6
P47900
Q13255
P41594
Q13304
O15552
Q9UHF0
P29371
P30559
P01178
P11229
P08912
P37288
P47901
O14843
Q5NUL3
P83859
Q96P65
Q15726
Q969F8
Q9UBY5
Q9HBW0
Q9H1C0
Q92633
Q9Y271
Q9NS75
P28335
P41595
P28223
P25105
O43193
P12872
P32238
P32239
P06307
Q92847
Q9UBU3
P46663
P30411
P01042
Q9NPC1
Q15722
P20396
P34981
Q9UKP6
O95399
Q765I0
P08949
P07492
P32247
P30550
P28336
Q8TCW9
Q8NFJ6
Q9HC23
P58294
P30989
O95665
P30990
O43613
O43612
P46093
Q8IYL9
Q15743
Q9UNW8
P05305
P14138
P20800
P25101
P24530
Q5H8A3
Q9GZQ4
Q15077
P41231
O43614
Q9HB89
P48645
P25090
P05067
P55773
P0DJI8
P04083
Q8IVG9
P25103
P20366
Q96P88
P30968
P01148
O43555
O15130
Q9GZQ6
Q9Y5X5
P20382
Q969V1
Q99705
P43657
P55085
P35367
Q99677
P51810
O00398
P46094
Q9UBD3
P47992
P21452
Q5T6X5
P34995
P30556
P01019
P01350
P43088
O00222
Q14416
Q14833
O15303
Q14832
Q14831
P50052
P01241
P41159
P05019
P29120
Q96T53
Q15005
P61009
P67812
Q9BY50
Q9Y6A9
O43927
P32302
Q99527
P01298
P10082
P01303
P50391
Q15761
P25929
P49146
P25025
P10145
P42830
P19875
P09341
P19876
P02775
P80162
P02776
Q8TDS4
P51685
P22362
O00270
Q9NRV9
P25089
P32246
P41597
O15467
Q9BXA5
Q99500
O95977
P21453
Q9H228
O95136
Q16581
P01024
Q99616
P51677
P08173
P08172
P49019
P35372
P41145
P41143
P01213
P01210
Q9NYV8
P59544
P59537
P59551
P59536
Q9NYW0
Q9NYW2
Q9NYW6
P59541
P59538
P59543
P59542
Q9NYV9
P59539
P59533
Q9NYW1
Q7RTR8
P59540
Q9NYW7
P59535
P59534
Q9NYW4
Q9NYV7
Q9NYW3
Q9NYW5
Q14330
O00574
Q9H2A7
P48039
P49286
Q96P68
P07602
O15354
O60883
P35414
Q9ULZ1
Q9NSD7
P25024
P28222
P28566
P30939
P28221
P47898
P08908
Q9BXC0
P13501
P51679
P51681
O43603
P47211
O60755
P22466
Q9BPV8
P48061
P25106
P61073
P21730
P01031
Q13519
P41146
Q15391
P32248
Q99731
O00585
P14416
P35462
P21917
P21554
P34972
Q9Y2T6
P51582
Q8TDS5
Q8NHW4
P13236
P32249
P51686
O15444
P0DMS8
P30542
Q9Y5N1
Q9H3N8
P21462
Q9UBS5
O75899
Q7RTX0
Q7RTX1
Q9Y5Y4
Q8TDU9
Q9Y5Q6
P78423
P49238
O00230
P61278
P30872
P30874
P35346
P32745
P31391
Q8TE23
P46092
Q9NRJ3
Q9Y4X3
P43115
P51684
P78556
P49682
Q07325
P02778
O14625
Q8N729
Q8NG41
P48146
P48145
Q8IVA1
P81274
Q9Y4H4
Q86YR5
P0C0L4
P0C0L5
P06681
P00751
P27918
P51124
P00746
P01861
P01857
P01860
P01859
P02745
P02747
P02746
P00736
P09871
O00187
P48740
Q15485
O75636
P11226
O00602
Q9BWP8
Q9Y6Z7
P02741
P09917
P20292
Q16873
P16050
O15296
P09769
Q14114
P04114
Q9HCN6
P08123
P02452
P60953
P15153
P84095
Q92888
Q9BPZ7
Q6R327
P85299
Q96RU7
Q5T1C6
O00141
P30304
Q01094
O00716
Q13156
Q9H211
O75496
Q14209
P46527
P30279
P30281
P24385
Q00534
P11802
P49918
P38936
P06400
P42771
P55273
P42772
P42773
P00519
P24864
Q15329
Q5TKA1
Q96GY3
Q6MZP7
Q52LA3
Q13627
P04818
P00374
Q9UKT4
P31350
O75461
P04183
Q14674
O95997
Q9NTI5
Q29RF7
Q9BUF5
Q13885
P68371
Q9H4B7
Q13509
Q9BVA1
Q3ZCM7
P04350
A6NNZ2
Q9NY65
Q9H853
A6NHL2
Q6PEY2
P68363
Q71U36
Q9BQE3
P68366
Q13748
Q7Z5K2
Q96FF9
Q9UQE7
Q8WVM7
Q8N3U4
Q14683
O60216
Q9BY41
Q86Y07
Q99986
Q86XL3
P63151
O75531
P20700
P02545
P42167
Q9Y2U8
Q8NC56
P50402
P68400
P19784
P67870
Q9BPX3
Q9NTJ3
Q15003
Q15021
O95347
Q5FWF5
Q56NI9
Q9Y6X3
Q6KC79
O60879
P05771
Q05655
Q05513
O95476
Q8N9A8
P30305
Q6PGQ7
O14965
P23258
Q5BJF6
Q9UPN4
Q8TCU4
Q8NHV4
Q9HC77
O95613
Q14203
Q13561
P41208
O95684
Q15154
Q9UPV0
Q5JTW2
P07437
Q8TEP8
O75665
P48730
Q9P209
Q9Y2I6
Q9H6D7
Q68CZ6
Q9NVX0
Q99871
Q96CS2
Q9BT25
O94927
Q7Z4H7
P51955
P49674
O43805
O43303
Q9BV73
Q8NHQ1
Q7Z7A1
P61163
Q9BYV8
Q86XR8
A8K8P3
O75935
Q96MT8
Q66GS9
O94986
P31323
P17612
Q86SQ7
O15078
O00444
Q8TAP6
Q96SN8
Q96IF1
P10244
Q08050
Q8TD19
Q8TDX7
Q9HC98
Q08379
Q9BQQ3
Q9H0U4
P62820
O60763
Q9H2G9
Q9H8Y8
P61019
P42695
Q6IBW4
Q86XI2
P68431
P84243
Q71DI3
Q9UPP1
Q9NQR1
Q8NEM0
Q01105
P62877
Q9UJT9
Q96ME1
Q09472
Q96CV9
P61006
P62140
O14974
O60237
Q9UIC8
Q9Y5P8
Q9Y570
Q9ULW0
O75330
Q9UIM3
P08238
Q96PM9
P21127
Q9UQ88
Q9UGJ1
Q96RT8
Q08AG7
Q9Y5B8
Q6P582
Q6NZ67
Q96CW5
Q9NRH3
Q9BSJ2
Q96RT7
Q8WV24
Q8TDN4
Q13309
P61024
O96020
P57723
P01106
P61244
P84022
Q8NER5
P36896
P27037
Q13705
P08476
P09529
P37173
P01137
O95405
P36897
P62942
P27539
Q96S42
P51864
P13385
P0CG37
O00292
O75610
Q8N907
O95813
P29122
Q15406
P46531
Q06330
Q13573
Q13495
Q8IZL2
Q92585
Q96JK9
Q92830
Q92831
Q92793
O75376
Q9Y618
O60907
Q9BZK7
Q9UBN7
Q96DB2
P56524
Q9UKV0
Q969S8
P49810
P49768
Q9NZ42
Q92542
Q96BI3
Q8WW43
Q9Y219
O00548
Q9NR61
P78504
O76050
Q96AX9
A8MQ27
Q86YT6
Q9UM47
Q99466
Q04721
Q15363
Q93084
O14983
P16615
Q9UBV2
P20340
Q8NBL1
Q9H488
P78545
P41743
Q11206
Q9Y274
Q11203
P15291
O00587
Q9Y644
Q8NES3
Q9NQB0
Q9HCS4
Q9UJU2
P35222
Q13761
P36402
Q96L91
Q9UM11
P49841
O95235
Q02241
Q14980
Q96GX5
O43768
P56211
Q66LE6
P00390
P35754
P78417
Q9H4Y5
P11169
P11166
P49815
Q9NX09
Q9UI32
P58005
P58004
Q9Y6P5
Q06830
P30044
P32119
P00441
O14618
Q16881
P09669
P14854
O00483
P00403
P12074
P15954
P10606
P13073
O14548
P20674
P24311
P00395
P00414
P10176
P99999
Q8N8Q8
Q96I36
Q9P0S2
Q5RI15
Q9Y6N1
O43819
Q9BSH4
O75880
Q15526
P42704
P47985
P00156
Q9UDW1
O14949
P22695
P08574
P07919
P14927
P31930
O14957
O43920
O75380
P49821
P56181
Q9UI09
O43181
P28331
P19404
P03905
P03915
P03886
Q16795
O75489
O00217
O75251
O75306
O95169
Q9P0J0
O96000
P17568
O95299
O43677
O95178
O43674
Q9Y6M9
Q86Y39
O43678
O95182
P51970
O15239
O95167
O95298
O75438
O14561
Q16718
O43676
P56556
O95168
Q9NX14
O95139
P03891
P03923
P03897
Q96MF6
Q9H8M1
Q16836
P30084
P49748
Q16698
Q13423
P48735
Q92947
P16219
Q6P461
Q53FZ2
Q16134
P38117
P13804
O94925
Q9H2H9
P15104
P43004
P43003
Q96QD8
Q9H3D4
Q7LG56
P18283
Q92574
Q15831
Q7RTN6
Q9C0K7
Q9H9S4
Q9Y376
Q8N183
Q8TB37
Q7L592
Q9BU61
Q9P032
Q9NPL8
Q8IUX1
Q9BQ95
Q9Y375
Q9H845
Q5TEU4
Q330K2
P48047
P48201
P00846
P56385
P56134
P03928
P05496
O75964
P18859
O75947
P24539
Q06055
P06576
P36542
P30049
P56381
P25705
Q99766
P05141
P12236
P30085
P00568
P55263
P30566
P30520
Q8N142
P31939
P22234
P22102
O15067
Q06203
P11908
P21108
P60891
O95258
O95847
P25874
P55851
P55916
P42765
Q8N6N7
P07108
P23786
O43772
P50416
Q92523
O76082
Q9BV79
Q96CM8
Q9BR61
Q709F0
Q8IVS2
Q9Y305
P49753
Q8N1Q8
Q6JQN1
Q6ZUV0
O00154
Q8WXI4
Q8WYK0
Q9NPJ3
Q86TX2
Q9UKL6
Q9H6R3
P55809
Q9BYC2
Q02338
P35914
P54868
Q8TB92
Q86V21
Q9BUT1
P30048
Q99757
P04179
Q9NNW7
Q8TED1
Q96SL4
Q96HE7
P07237
O94778
P08294
Q04656
O00244
P50583
P29474
P35228
P29475
Q15080
P14598
P19878
P13498
P04839
Q9NPH5
Q96PH1
P22352
P09211
P30041
P59796
O75715
P07203
P04040
P47989
P00491
P00813
Q9Y2T3
P49902
P23109
Q01432
Q01433
P07741
P49915
P12268
P20839
P00492
O43598
P14920
P21549
Q9UJM8
Q9UBQ7
Q86XE5
P30038
Q9UF12
O43708
Q9NR77
P49840
Q92934
Q96B36
Q9UHC7
P55211
P98177
O43524
P16220
P22736
Q9UBS0
P46695
O60346
Q6ZVD8
Q93009
P29590
P98170
P46934
Q92995
Q5T2D3
O00308
Q9UNE7
P14373
P42685
O95271
Q9H2K2
Q9NTX7
Q70Z35
O75608
Q8IVQ6
Q03135
Q14643
Q14573
Q14571
O43865
Q86YL7
Q9P126
O95866
Q15147
Q96BZ4
Q9BRC7
P08637
P12314
P12318
P35968
P15692
P49767
O43915
P49765
P49763
Q86YW0
P11488
P19087
P09471
P41221
O96014
Q9ULV1
Q13467
O60353
Q9NPG1
Q14332
Q5T9L3
P09544
Q9UBV4
Q93098
O14905
Q9H1J5
Q9GZT5
Q93097
O14904
O00744
P56705
P56706
Q9Y6F9
P56703
O00755
P04628
Q9H1J7
P56704
Q9Y3A6
Q9H237
Q8N3E9
O75038
Q9P212
Q4KWH8
P51178
Q13572
P32019
P23677
Q96DU7
P27987
Q9UNW1
Q96SN7
Q96D31
Q13586
P48995
Q14028
P29973
Q02846
P51841
Q9UMX6
P43080
O95843
P35270
Q03393
P30793
P30047
Q13237
Q8WWM9
O94760
O95865
Q9Y314
Q8IVI9
O00401
P50570
O14727
Q16611
Q07812
P55957
P10144
Q14790
O14763
O00220
P50591
Q13158
P48023
P25445
Q12933
Q15628
Q13546
O15519
Q9UK80
Q13107
Q6GQQ9
O75604
Q9NQC7
P21580
P01375
P19438
O95429
O15350
Q13625
Q96KQ4
P30419
P12235
P55210
P42574
Q9NR28
Q96LC9
P48454
P63098
P10415
O43521
Q13794
Q9BXH1
Q07817
P40763
P42226
P05112
P24394
Q9BRT9
Q9BRX5
Q14691
Q9Y248
P08047
O15054
P01100
P15036
P14921
P41134
P17676
P51812
Q15418
Q15349
Q13164
Q13163
P35813
Q9UI17
P49419
Q8NE62
Q93088
P23526
P21964
Q00266
P31153
Q9NZL9
P40261
P51580
P05177
Q9UL12
P04181
Q9BXI2
Q9Y619
P05089
P04424
Q9HBL8
P00966
P00480
P31327
Q8N159
Q9UBR1
Q14117
Q12882
P54886
O43272
P32322
Q04609
Q9Y3Q0
Q9HBA9
Q16773
Q96C36
Q8TD30
Q86U10
P49448
P00367
P08243
Q9GZT4
P78330
Q9Y617
O43175
Q9NRX5
Q96SA4
A6NH21
Q13530
Q86VE9
Q53H96
Q6ZQY3
Q8N9F0
P45381
Q8IXN7
Q9ULI2
P52758
Q96GA7
P20132
Q8IZJ6
O75600
P46597
Q16613
P20711
P17752
Q8IWU9
P11086
P09172
Q05940
P07101
Q6PHW0
P07202
Q9NRD9
Q9NRD8
Q92911
P55073
Q92813
P49895
Q9HCC0
Q96RQ3
P26440
P54687
Q13825
P34896
Q9NVH6
P49189
O75936
O14874
Q8N3J5
Q99611
Q96T21
P62888
P62899
P62910
P49207
P42766
P18077
Q9Y3U8
P61927
P61513
P63173
P36578
P62945
P46777
Q02878
P18124
P62424
P62917
P32969
Q96EH5
P62891
P05388
P05386
P05387
Q969Q0
P83881
P62906
P62913
P30050
P26373
Q9UNX3
P61254
P40429
P50914
P61313
P18621
Q07020
Q02543
Q6P5R6
P35268
P84098
P46778
P62829
P62750
Q96L21
P27635
P83731
Q92901
P39023
P61353
P46776
P46779
P47914
P62241
P46781
P46783
P08865
P62280
P25398
P62277
P62263
P62841
P62249
P08708
P62269
P39019
P62244
P15880
P60866
P63220
P62266
Q71UM5
P62847
P62851
P62854
Q8TD47
P62701
P22090
P62857
P62273
P23396
P62861
P61247
P46782
P62753
P62081
P57772
Q9HD40
Q8IV42
P49591
O43252
O95340
Q96I15
P32929
P35520
P50135
Q14749
P14868
P07814
Q9P2J5
P54136
O43324
