Reaction,PubMed,Year
R-HSA-5687121,20849292,2011
R-HSA-5687673,21816818,2011
R-HSA-5687675,21816818,2011
R-HSA-5688837,20940148,2011
R-HSA-5689085,20940148,2011
R-HSA-5689111,20940148,2011
R-HSA-5689973,22085928,2011
R-HSA-5690988,21282463,2011
R-HSA-5691001,21282463,2011
R-HSA-5691006,21388382,2011
R-HSA-5693564,21804533,2011
R-HSA-5693566,21293379,2011
R-HSA-5693580,21804533,2011
R-HSA-5694137,21876188,2011
R-HSA-5694417,21478858,2011
R-HSA-5694421,21532587,2011
R-HSA-5694427,21878990,2011
R-HSA-5694428,22013193,2011
R-HSA-5694435,21878990,2011
R-HSA-5694435,21525241,2011
R-HSA-5694436,21878990,2011
R-HSA-5694436,21525241,2011
R-HSA-5694439,21532587,2011
R-HSA-5694441,21532587,2011
R-HSA-5694485,21926997,2011
R-HSA-5695980,21237683,2011
R-HSA-5695989,21237683,2011
R-HSA-5696356,21841309,2011
R-HSA-5696490,21715184,2011
R-HSA-5696810,21450806,2011
R-HSA-5696815,21593607,2011
R-HSA-5696815,21559454,2011
R-HSA-5696816,21311021,2011
R-HSA-5696947,21362556,2011
R-HSA-5697009,21596315,2011
R-HSA-606326,21768289,2011
R-HSA-6781779,21962518,2011
R-HSA-6781779,22216260,2011
R-HSA-6781797,21849505,2011
R-HSA-6781833,22118460,2011
R-HSA-6781899,21659512,2011
R-HSA-6781922,21571647,2011
R-HSA-6782004,21070792,2011
R-HSA-6782208,21282463,2011
R-HSA-6782224,21282463,2011
R-HSA-6782443,21131277,2011
R-HSA-6782820,21239494,2011
R-HSA-6782943,22118460,2011
R-HSA-6783455,20972222,2011
R-HSA-6784402,22040654,2011
R-HSA-6784423,21998747,2011
R-HSA-6784620,21719679,2011
R-HSA-6785213,21447484,2011
R-HSA-6785361,21764741,2011
R-HSA-6785594,21764741,2011
R-HSA-6785636,21840311,2011
R-HSA-6785732,21464321,2011
R-HSA-6788650,22195972,2011
R-HSA-6793057,21531335,2011
R-HSA-6793275,21877119,2011
R-HSA-6793591,22152680,2011
R-HSA-6794346,21282647,2011
R-HSA-6797090,22012619,2011
R-HSA-6797100,22012619,2011
R-HSA-6797606,22012619,2011
R-HSA-6797616,22012619,2011
R-HSA-6797810,21940441,2011
R-HSA-6798257,21262467,2011
R-HSA-6800149,21193388,2011
R-HSA-6800198,22087277,2011
R-HSA-6800198,21875933,2011
R-HSA-6801328,21163947,2011
R-HSA-6801462,21163947,2011
R-HSA-6802908,21993244,2011
R-HSA-6802908,22043453,2011
R-HSA-6802908,22292133,2011
R-HSA-6802908,21514245,2011
R-HSA-6802914,21779496,2011
R-HSA-6802924,22043453,2011
R-HSA-6802925,21779496,2011
R-HSA-6802927,21424530,2011
R-HSA-6802930,21639808,2011
R-HSA-6802930,22113612,2011
R-HSA-6802932,21424530,2011
R-HSA-6802933,21424530,2011
R-HSA-6802934,21424530,2011
R-HSA-6802935,21424530,2011
R-HSA-6802942,21779496,2011
R-HSA-6803403,20817677,2011
R-HSA-6803761,21073341,2011
R-HSA-6803771,21073341,2011
R-HSA-6803789,21073341,2011
R-HSA-6804100,21871094,2011
R-HSA-6804468,21098080,2011
R-HSA-6804741,21986495,2011
R-HSA-6804741,21730132,2011
R-HSA-6804741,21730163,2011
R-HSA-6804879,21986495,2011
R-HSA-6804942,21986495,2011
R-HSA-6804955,21986495,2011
R-HSA-6805035,21317932,2011
R-HSA-6805122,20959462,2011
R-HSA-6805126,20959462,2011
R-HSA-6805730,21625555,2011
R-HSA-6806647,21367861,2011
R-HSA-6806966,21994945,2011
R-HSA-6806967,21994945,2011
R-HSA-6807134,21532586,2011
R-HSA-6807864,22013193,2011
R-HSA-6807866,22013193,2011
R-HSA-6807868,22013193,2011
R-HSA-6807872,22013193,2011
R-HSA-6807872,21844168,2011
R-HSA-6807875,22094269,2011
R-HSA-6807875,21219331,2011
R-HSA-6807877,20637885,2011
R-HSA-6808487,21238436,2011
R-HSA-6808496,21238436,2011
R-HSA-6809011,22013193,2011
R-HSA-6809521,21787330,2011
R-HSA-6810235,22231121,2011
R-HSA-6811411,22013193,2011
R-HSA-6811412,22013193,2011
R-HSA-6811412,21844168,2011
R-HSA-6811414,22013193,2011
R-HSA-6811415,22013193,2011
R-HSA-6811417,22094269,2011
R-HSA-6811417,21219331,2011
R-HSA-6811418,20637885,2011
R-HSA-6811423,21550981,2011
R-HSA-6811423,22013193,2011
R-HSA-6811429,21183348,2011
R-HSA-6811431,21807881,2011
R-HSA-6811431,21421921,2011
R-HSA-6811431,21436057,2011
R-HSA-6811431,21183348,2011
R-HSA-6811433,21807881,2011
R-HSA-6814088,21436057,2011
R-HSA-6814091,21421921,2011
R-HSA-6814091,21436057,2011
R-HSA-6814387,21654840,2011
R-HSA-6814670,21421921,2011
R-HSA-6814675,21421921,2011
R-HSA-71010,21138732,2011
R-HSA-71303,20923965,2011
R-HSA-72143,21526149,2011
R-HSA-74743,21884975,2011
R-HSA-8847534,21421921,2011
R-HSA-8847537,21421921,2011
R-HSA-8847544,22013193,2011
R-HSA-8848658,21670566,2011
R-HSA-8849157,21947206,2011
R-HSA-8849345,21173190,2011
R-HSA-8850786,21439340,2011
R-HSA-8850797,21439340,2011
R-HSA-8850831,20940292,2011
R-HSA-8850846,21586362,2011
R-HSA-8851356,22169232,2011
R-HSA-8851679,21796212,2011
R-HSA-8853320,21355848,2011
R-HSA-8853419,21347367,2011
R-HSA-8853429,21807936,2011
R-HSA-8853444,21807936,2011
R-HSA-8854173,21458671,2011
R-HSA-8854588,21383079,2011
R-HSA-8854612,21383079,2011
R-HSA-8854736,21389326,2011
R-HSA-8855111,21273557,2011
R-HSA-8855825,21297635,2011
R-HSA-8856157,21441454,2011
R-HSA-8856808,21499258,2011
R-HSA-8856808,21779028,2011
R-HSA-8857686,22106267,2011
R-HSA-8857692,22002720,2011
R-HSA-8857928,21844202,2011
R-HSA-8862090,21241660,2011
R-HSA-8862280,21779028,2011
R-HSA-8862280,21613550,2011
R-HSA-8863721,21102408,2011
R-HSA-8863804,21376233,2011
R-HSA-8863858,22153078,2011
R-HSA-8863914,22153078,2011
R-HSA-8864029,21376233,2011
R-HSA-8864036,21376233,2011
R-HSA-8865237,21131967,2011
R-HSA-8865482,22012064,2011
R-HSA-8865491,22012064,2011
R-HSA-8865498,22012064,2011
R-HSA-8866321,21776394,2011
R-HSA-8866601,22056990,2011
R-HSA-8866601,22069334,2011
R-HSA-8867613,22118466,2011
R-HSA-8867754,21779028,2011
R-HSA-8867754,21445324,2011
R-HSA-8867756,21779028,2011
R-HSA-8867876,21220512,2011
R-HSA-8868230,21779028,2011
R-HSA-8868230,21841790,2011
R-HSA-8868230,21445324,2011
R-HSA-8868236,21779028,2011
R-HSA-8868236,21927001,2011
R-HSA-8868236,21927000,2011
R-HSA-8868236,21445324,2011
R-HSA-8868648,21779028,2011
R-HSA-8868648,21613550,2011
R-HSA-8868651,21779028,2011
R-HSA-8868651,21613550,2011
R-HSA-8868651,22099461,2011
R-HSA-8868651,21445324,2011
R-HSA-8868651,21316588,2011
R-HSA-8868659,21779028,2011
R-HSA-8868659,21445324,2011
R-HSA-8868660,21278753,2011
R-HSA-8868660,21482805,2011
R-HSA-8868661,21927001,2011
R-HSA-8868661,21962517,2011
R-HSA-8868661,21927000,2011
R-HSA-8869206,21882811,2011
R-HSA-8869606,21504897,2011
R-HSA-8869607,21504897,2011
R-HSA-8869627,21504897,2011
R-HSA-8869633,21504897,2011
R-HSA-8870332,21204784,2011
R-HSA-8870352,21097500,2011
R-HSA-8870354,21097500,2011
R-HSA-8870732,21193412,2011
R-HSA-8871194,21445324,2011
R-HSA-8871196,21779028,2011
R-HSA-8871196,21883765,2011
R-HSA-8871196,21613550,2011
R-HSA-8871196,21445324,2011
R-HSA-8874080,20802513,2011
R-HSA-8874082,20802513,2011
R-HSA-8874194,21767813,2011
R-HSA-8874212,21767813,2011
R-HSA-8874435,21515882,2011
R-HSA-8874470,21924498,2011
R-HSA-8875318,21776405,2011
R-HSA-8875320,21586568,2011
R-HSA-8875320,21445324,2011
R-HSA-8876190,21216617,2011
R-HSA-8876190,21273506,2011
R-HSA-8876191,21421921,2011
R-HSA-8876193,21421921,2011
R-HSA-8876193,21183348,2011
R-HSA-8876446,21718402,2011
R-HSA-8876454,21718402,2011
R-HSA-8877308,21554507,2011
R-HSA-8877311,21586568,2011
R-HSA-8877451,21683469,2011
R-HSA-8877451,20851765,2011
R-HSA-8877475,22013193,2011
R-HSA-8877475,21532587,2011
R-HSA-8877612,21458671,2011
R-HSA-8877612,21330364,2011
R-HSA-8877612,22065758,2011
R-HSA-8877612,21706022,2011
R-HSA-8877760,21187289,2011
R-HSA-8878193,21637926,2011
R-HSA-8878815,21987576,2011
R-HSA-8934819,21997417,2011
R-HSA-8938022,21725049,2011
R-HSA-8938053,21723253,2011
R-HSA-8938150,21252065,2011
R-HSA-8938176,21129147,2011
R-HSA-8940032,21931630,2011
R-HSA-8940998,21965679,2011
R-HSA-8942099,21329877,2011
R-HSA-8942208,21558561,2011
R-HSA-8942607,20952511,2011
R-HSA-8942607,21423214,2011
R-HSA-8942607,21715330,2011
R-HSA-8943279,21712391,2011
R-HSA-8943811,21289308,2011
R-HSA-8943817,21289308,2011
R-HSA-8943959,21441952,2011
R-HSA-8944632,22000013,2011
R-HSA-8945709,22000013,2011
R-HSA-8948582,22000013,2011
R-HSA-8948583,22000013,2011
R-HSA-8948594,22000013,2011
R-HSA-8948602,22000013,2011
R-HSA-8948612,22000013,2011
R-HSA-8948621,22000013,2011
R-HSA-8948623,22000013,2011
R-HSA-8948641,22000013,2011
R-HSA-8948651,22000013,2011
R-HSA-8949178,21685888,2011
R-HSA-8949178,21685886,2011
R-HSA-8949580,21836051,2011
R-HSA-8950766,21631431,2011
R-HSA-8951595,22153078,2011
R-HSA-8952039,21940857,2011
R-HSA-8952618,21863050,2011
R-HSA-8952620,21863050,2011
R-HSA-8952620,21940857,2011
R-HSA-8953917,21554508,2011
R-HSA-8953946,21554508,2011
R-HSA-8955241,21463634,2011
R-HSA-8955241,21863050,2011
R-HSA-8955245,21463634,2011
R-HSA-8955245,21863050,2011
R-HSA-8955285,21778237,2011
R-HSA-8955289,21778237,2011
R-HSA-8956458,21699903,2011
R-HSA-8956568,21571218,2011
R-HSA-8959571,20712405,2011
R-HSA-8963734,21439476,2011
R-HSA-8982163,20966397,2011
R-HSA-8985799,21600986,2011
R-HSA-8985812,21600986,2011
R-HSA-9007447,21596310,2011
R-HSA-9007464,21596310,2011
R-HSA-9007467,21596310,2011
R-HSA-9009065,21878914,2011
R-HSA-9009065,21934649,2011
R-HSA-9009065,21151129,2011
R-HSA-9009065,22056668,2011
R-HSA-9009371,22704330,2011
R-HSA-9009371,22056668,2011
R-HSA-9009541,22056668,2011
R-HSA-9011595,20884751,2011
R-HSA-9011949,21445275,2011
R-HSA-9011952,21445275,2011
R-HSA-9011997,21835891,2011
R-HSA-9011997,21940756,2011
R-HSA-9013889,21737329,2011
R-HSA-9013889,21737330,2011
R-HSA-9013895,21737330,2011
R-HSA-9013963,22123964,2011
R-HSA-9013963,21737330,2011
R-HSA-9014342,21931591,2011
R-HSA-9014641,20306345,2011
R-HSA-9018494,21878914,2011
R-HSA-9018494,21934649,2011
R-HSA-9018494,21151129,2011
R-HSA-9018494,22056668,2011
R-HSA-9018499,22056668,2011
R-HSA-9018503,21573489,2011
R-HSA-9018862,21206090,2011
R-HSA-9018880,21206090,2011
R-HSA-9020257,21867913,2011
R-HSA-9020262,21867913,2011
R-HSA-9023909,21552258,2011
R-HSA-9023912,21552258,2011
R-HSA-9027302,21112969,2011
R-HSA-9027302,21839062,2011
R-HSA-9033232,22057399,2011
R-HSA-9033233,21976670,2011
R-HSA-9033233,22002062,2011
R-HSA-9033236,21976670,2011
R-HSA-9033485,21554508,2011
R-HSA-9033515,22002062,2011
R-HSA-9033520,22002062,2011
R-HSA-9033524,22002062,2011
R-HSA-9033527,21554508,2011
R-HSA-9033529,22002062,2011
R-HSA-9033530,22002062,2011
R-HSA-917696,21757351,2011
R-HSA-927832,21419344,2011
R-HSA-927889,20817927,2011
R-HSA-937079,20966070,2011
R-HSA-975098,20966070,2011
R-HSA-983703,21822214,2011
R-HSA-983707,21469132,2011
R-NUL-2473498,21652699,2011
R-NUL-3814821,21055468,2011
R-NUL-8853328,21355848,2011
R-NUL-8865513,22012064,2011
R-NUL-8865525,22012064,2011
R-HSA-109860,22177953,2012
R-HSA-109862,22177953,2012
R-HSA-110159,22962365,2012
R-HSA-110172,22848106,2012
R-HSA-110218,22962365,2012
R-HSA-110371,22952233,2012
R-HSA-111804,22847445,2012
R-HSA-114548,22661716,2012
R-HSA-1222325,22232695,2012
R-HSA-1222641,22232695,2012
R-HSA-1222685,22701042,2012
R-HSA-1222722,22232695,2012
R-HSA-1234163,22286099,2012
R-HSA-1234183,22286099,2012
R-HSA-1237160,22464254,2012
R-HSA-1458875,22653731,2012
R-HSA-1504188,22411803,2012
R-HSA-1562604,22101841,2012
R-HSA-1564164,22382088,2012
R-HSA-156661,22959432,2012
R-HSA-157629,22658936,2012
R-HSA-158484,22732409,2012
R-HSA-158750,23193360,2012
R-HSA-159101,22893130,2012
R-HSA-163214,21958598,2012
R-HSA-163214,22902835,2012
R-HSA-1678923,22223641,2012
R-HSA-176054,22522127,2012
R-HSA-1834939,22579474,2012
R-HSA-1834939,22394562,2012
R-HSA-1834951,22691496,2012
R-HSA-1855216,22119861,2012
R-HSA-1964496,22745133,2012
R-HSA-200406,22871568,2012
R-HSA-201712,22617422,2012
R-HSA-201712,22186018,2012
R-HSA-203862,23063653,2012
R-HSA-212263,22323599,2012
R-HSA-2168881,22492620,2012
R-HSA-2168885,22922649,2012
R-HSA-2168888,22492620,2012
R-HSA-2172172,22658936,2012
R-HSA-2172172,22658935,2012
R-HSA-2179291,22344298,2012
R-HSA-2179293,22344298,2012
R-HSA-2186643,22275377,2012
R-HSA-2201293,22158869,2012
R-HSA-2395512,22101253,2012
R-HSA-2395849,22556419,2012
R-HSA-2395869,22556419,2012
R-HSA-2395873,22556419,2012
R-HSA-2395876,22556419,2012
R-HSA-2395879,22556419,2012
R-HSA-2395965,22556419,2012
R-HSA-2396002,22619329,2012
R-HSA-2396002,22394562,2012
R-HSA-2396007,22394562,2012
R-HSA-2400009,22802530,2012
R-HSA-2400009,21368164,2012
R-HSA-2400009,22588880,2012
R-HSA-2400009,22188813,2012
R-HSA-2426158,22634312,2012
R-HSA-2430533,22354989,2012
R-HSA-2453863,22665496,2012
R-HSA-2453876,22665496,2012
R-HSA-2467809,22885700,2012
R-HSA-2468039,22885700,2012
R-HSA-2468039,22101327,2012
R-HSA-2473152,22101327,2012
R-HSA-2545203,22885700,2012
R-HSA-2545253,22885700,2012
R-HSA-2559414,22454496,2012
R-HSA-2559639,22842973,2012
R-HSA-2562526,22365832,2012
R-HSA-2562594,22365832,2012
R-HSA-2581474,22658984,2012
R-HSA-266350,22363685,2012
R-HSA-2684901,22946059,2012
R-HSA-2684901,21984732,2012
R-HSA-2730835,22798961,2012
R-HSA-2855077,22238349,2012
R-HSA-2972948,22178155,2012
R-HSA-2972949,22402664,2012
R-HSA-2972952,22855527,2012
R-HSA-2972977,22015605,2012
R-HSA-2993447,22123817,2012
R-HSA-2993799,22123817,2012
R-HSA-2993802,22123817,2012
R-HSA-2993814,22123817,2012
R-HSA-2993898,22770216,2012
R-HSA-2995376,22770216,2012
R-HSA-2995388,22770216,2012
R-HSA-2995389,22770216,2012
R-HSA-3000103,22631584,2012
R-HSA-3002811,22641346,2012
R-HSA-3002811,22365832,2012
R-HSA-3108212,22751501,2012
R-HSA-3134800,22728658,2012
R-HSA-3134800,22579474,2012
R-HSA-3134804,22745133,2012
R-HSA-3134821,23251783,2012
R-HSA-3134822,23222971,2012
R-HSA-3134822,23142775,2012
R-HSA-3134904,23035229,2012
R-HSA-3134946,23222971,2012
R-HSA-3139027,22762019,2012
R-HSA-3149432,22553496,2012
R-HSA-3149440,22553496,2012
R-HSA-3149454,22762019,2012
R-HSA-3149494,22832074,2012
R-HSA-3159232,22762019,2012
R-HSA-3204311,22279051,2012
R-HSA-3209151,22336108,2012
R-HSA-3222259,22864287,2012
R-HSA-3222533,22020331,2012
R-HSA-3229089,22325352,2012
R-HSA-3238694,22653731,2012
R-HSA-3238694,22108505,2012
R-HSA-3238694,22784633,2012
R-HSA-3238694,22888000,2012
R-HSA-3247839,23148298,2012
R-HSA-3247840,22108505,2012
R-HSA-3249386,22388039,2012
R-HSA-3249390,22619329,2012
R-HSA-3249390,22394562,2012
R-HSA-3249392,22388039,2012
R-HSA-3299753,22869735,2012
R-HSA-3322001,22248338,2012
R-HSA-3322003,22248338,2012
R-HSA-3322005,22248338,2012
R-HSA-3322009,22248338,2012
R-HSA-3322014,22248338,2012
R-HSA-3322016,22248338,2012
R-HSA-3322019,22248338,2012
R-HSA-3322025,22248338,2012
R-HSA-3322041,22248338,2012
R-HSA-3322057,22248338,2012
R-HSA-3322429,22304967,2012
R-HSA-3322431,22304967,2012
R-HSA-3322434,22304967,2012
R-HSA-3371385,22479555,2012
R-HSA-3371567,22465953,2012
R-HSA-3371567,22735644,2012
R-HSA-3640858,22440753,2012
R-HSA-3640858,23144924,2012
R-HSA-3640862,22440753,2012
R-HSA-3697860,22869735,2012
R-HSA-372342,22628558,2012
R-HSA-3769370,22986341,2012
R-HSA-3769370,22951645,2012
R-HSA-3779381,21967640,2012
R-HSA-3779381,22910329,2012
R-HSA-3779381,22493009,2012
R-HSA-3788705,22178396,2012
R-HSA-3788708,22178396,2012
R-HSA-3788724,22178396,2012
R-HSA-3788725,22178396,2012
R-HSA-3788745,22178396,2012
R-HSA-3788748,22178396,2012
R-HSA-3858491,23140633,2012
R-HSA-3900047,22713328,2012
R-HSA-3965446,23151663,2012
R-HSA-4084505,22493504,2012
R-HSA-4085217,22692205,2012
R-HSA-4086132,22134916,2012
R-HSA-4088162,23240008,2012
R-HSA-4088218,22539938,2012
R-HSA-4088264,22884367,2012
R-HSA-4088306,22391450,2012
R-HSA-4088307,22391450,2012
R-HSA-4167511,22123817,2012
R-HSA-426464,23063653,2012
R-HSA-427383,22684280,2012
R-HSA-429449,22267732,2012
R-HSA-4331331,22766503,2012
R-HSA-4411367,22201888,2012
R-HSA-4419948,22986494,2012
R-HSA-4419948,22134922,2012
R-HSA-4419979,22240719,2012
R-HSA-4420140,22689825,2012
R-HSA-4420206,22689825,2012
R-HSA-442726,22592532,2012
R-HSA-446191,22742743,2012
R-HSA-448661,21716315,2012
R-HSA-4546387,22564762,2012
R-HSA-4551555,23144463,2012
R-HSA-4551555,22773843,2012
R-HSA-4551655,22402492,2012
R-HSA-4551661,22508508,2012
R-HSA-4551724,22508508,2012
R-HSA-4568737,22634325,2012
R-HSA-4570499,22825850,2012
R-HSA-4570499,23092970,2012
R-HSA-4570553,22661230,2012
R-HSA-4570553,22635276,2012
R-HSA-4570554,22635276,2012
R-HSA-4608862,23140627,2012
R-HSA-4615910,22457066,2012
R-HSA-4616015,22493095,2012
R-HSA-4641205,22575959,2012
R-HSA-4641206,22575959,2012
R-HSA-4641246,22575959,2012
R-HSA-4641249,22575959,2012
R-HSA-4641253,22575959,2012
R-HSA-4724284,22615488,2012
R-HSA-480204,22988117,2012
R-HSA-480204,23178592,2012
R-HSA-500366,22210884,2012
R-HSA-5082405,22768106,2012
R-HSA-5140741,22101459,2012
R-HSA-5173192,22588082,2012
R-HSA-5213462,22817896,2012
R-HSA-5218891,22265413,2012
R-HSA-5218891,22421439,2012
R-HSA-5218906,22265413,2012
R-HSA-5218952,22231400,2012
R-HSA-5220959,22327402,2012
R-HSA-5221061,22327402,2012
R-HSA-5221061,22962365,2012
R-HSA-5223304,22986494,2012
R-HSA-5223313,22922874,2012
R-HSA-5225602,22231400,2012
R-HSA-5225649,22231400,2012
R-HSA-5229343,22101459,2012
R-HSA-5244669,22986494,2012
R-HSA-5246506,23027864,2012
R-HSA-5246693,22761442,2012
R-HSA-5250986,22454523,2012
R-HSA-5251942,22541429,2012
R-HSA-5252041,22541429,2012
R-HSA-5263628,22421042,2012
R-HSA-5323526,23074275,2012
R-HSA-5323545,22773843,2012
R-HSA-5333051,22940245,2012
R-HSA-5333671,23112050,2012
R-HSA-5334099,23022729,2012
R-HSA-5334160,22348533,2012
R-HSA-5336454,22119785,2012
R-HSA-5340130,22649030,2012
R-HSA-5340560,22784633,2012
R-HSA-5340560,22108505,2012
R-HSA-5340560,22888000,2012
R-HSA-5340560,22653731,2012
R-HSA-5357429,22327215,2012
R-HSA-5357432,22327215,2012
R-HSA-5357479,22327215,2012
R-HSA-5357928,22435550,2012
R-HSA-5357928,22297296,2012
R-HSA-5358343,23112049,2012
R-HSA-5358475,23169644,2012
R-HSA-5358513,22179786,2012
R-HSA-5358579,23065663,2012
R-HSA-5358912,22277660,2012
R-HSA-5362422,22609552,2012
R-HSA-5362422,22902404,2012
R-HSA-5362422,22677548,2012
R-HSA-5362427,22467855,2012
R-HSA-5362518,21621639,2012
R-HSA-5362551,22609552,2012
R-HSA-5362551,22902404,2012
R-HSA-5362551,22677548,2012
R-HSA-5362793,23118222,2012
R-HSA-5368588,22643886,2012
R-HSA-5389848,22172991,2012
R-HSA-5419264,22569235,2012
R-HSA-5422942,22871568,2012
R-HSA-5432849,22489132,2012
R-HSA-5576895,22514276,2012
R-HSA-5577213,22054663,2012
R-HSA-5578712,22064859,2012
R-HSA-5578717,23063121,2012
R-HSA-5578742,22064859,2012
R-HSA-5578742,22445173,2012
R-HSA-5578742,22722852,2012
R-HSA-5578742,22961379,2012
R-HSA-5578744,22064859,2012
R-HSA-5578777,22427649,2012
R-HSA-5602080,22618708,2012
R-HSA-5607721,22718757,2012
R-HSA-5607740,22265677,2012
R-HSA-5610727,23209152,2012
R-HSA-5610749,23209152,2012
R-HSA-5617138,22223806,2012
R-HSA-5617179,22972900,2012
R-HSA-5617182,22707725,2012
R-HSA-5617815,23351793,2012
R-HSA-5617816,22653444,2012
R-HSA-5617820,22118932,2012
R-HSA-5617829,22118932,2012
R-HSA-5618099,22433123,2012
R-HSA-5618107,22318716,2012
R-HSA-5620914,22389062,2012
R-HSA-5620914,22983554,2012
R-HSA-5620918,22983554,2012
R-HSA-5620921,22983554,2012
R-HSA-5621367,23053572,2012
R-HSA-5621371,23053572,2012
R-HSA-5623508,22389062,2012
R-HSA-5623519,22433857,2012
R-HSA-5623519,22983554,2012
R-HSA-5623521,22983554,2012
R-HSA-5623524,22420621,2012
R-HSA-5623524,22433857,2012
R-HSA-5624125,23351793,2012
R-HSA-5624125,22500027,2012
R-HSA-5624126,22389062,2012
R-HSA-5624130,22960633,2012
R-HSA-5624131,22884633,2012
R-HSA-5624949,22922713,2012
R-HSA-5624952,22118932,2012
R-HSA-5624953,23150559,2012
R-HSA-5624956,23150559,2012
R-HSA-5626220,23253480,2012
R-HSA-5626223,23253480,2012
R-HSA-5626227,23141541,2012
R-HSA-5626228,23141531,2012
R-HSA-5626228,23141541,2012
R-HSA-5626549,22944912,2012
R-HSA-5626681,22653444,2012
R-HSA-5626681,22179047,2012
R-HSA-5626699,23141541,2012
R-HSA-5631941,22363791,2012
R-HSA-5632649,21842183,2012
R-HSA-5632649,22326621,2012
R-HSA-5632652,22326621,2012
R-HSA-5632653,22326621,2012
R-HSA-5632679,22986504,2012
R-HSA-5632679,22981989,2012
R-HSA-5633051,22981989,2012
R-HSA-5634100,22871568,2012
R-HSA-5634802,22939622,2012
R-HSA-5635839,22391301,2012
R-HSA-5635842,22391301,2012
R-HSA-5638004,22389062,2012
R-HSA-5638004,22884633,2012
R-HSA-5638006,22389062,2012
R-HSA-5638006,22884633,2012
R-HSA-5638007,22389062,2012
R-HSA-5638007,22884633,2012
R-HSA-5638009,23253480,2012
R-HSA-5638012,23150559,2012
R-HSA-5638014,22653444,2012
R-HSA-5638014,22433857,2012
R-HSA-5638016,22884633,2012
R-HSA-5652009,23000965,2012
R-HSA-5652151,23143872,2012
R-HSA-5652151,22859296,2012
R-HSA-5653838,23000965,2012
R-HSA-5653936,22980980,2012
R-HSA-5654510,22802525,2012
R-HSA-5654511,22432025,2012
R-HSA-5654985,23042607,2012
R-HSA-5654985,23042605,2012
R-HSA-5654985,22902628,2012
R-HSA-5654986,22681887,2012
R-HSA-5654986,23042605,2012
R-HSA-5654986,22902628,2012
R-HSA-5654989,23042607,2012
R-HSA-5654989,23042605,2012
R-HSA-5655835,23143872,2012
R-HSA-5655835,22859295,2012
R-HSA-5655835,22700975,2012
R-HSA-5655892,22721435,2012
R-HSA-5655892,22772988,2012
R-HSA-5655965,23143872,2012
R-HSA-5655965,22859295,2012
R-HSA-5655965,22700975,2012
R-HSA-5658438,22751498,2012
R-HSA-5658438,22802525,2012
R-HSA-5660662,22267217,2012
R-HSA-5660663,22267217,2012
R-HSA-5660665,22267217,2012
R-HSA-5661115,22615488,2012
R-HSA-5661161,22131221,2012
R-HSA-5661217,22823575,2012
R-HSA-5661217,22982309,2012
R-HSA-5661219,22982309,2012
R-HSA-5661219,22242602,2012
R-HSA-5665727,22608513,2012
R-HSA-5665748,22790947,2012
R-HSA-5665751,22608513,2012
R-HSA-5665761,22790947,2012
R-HSA-5665767,22275430,2012
R-HSA-5665767,22094460,2012
R-HSA-5669024,22197273,2012
R-HSA-5669035,22664871,2012
R-HSA-5671972,22293177,2012
R-HSA-5672972,22569528,2012
R-HSA-5672972,22177953,2012
R-HSA-5672973,22569528,2012
R-HSA-5672978,22177953,2012
R-HSA-5674018,23105109,2012
R-HSA-5674385,22569528,2012
R-HSA-5675373,22569528,2012
R-HSA-5675376,22569528,2012
R-HSA-5678992,22318583,2012
R-HSA-5679000,22318583,2012
R-HSA-5681981,22170151,2012
R-HSA-5682010,22682742,2012
R-HSA-5682588,22589545,2012
R-HSA-5682607,22508508,2012
R-HSA-5682629,22589545,2012
R-HSA-5682690,22682742,2012
R-HSA-5682858,22589545,2012
R-HSA-5682858,22980979,2012
R-HSA-5682863,22589545,2012
R-HSA-5682863,22980979,2012
R-HSA-5682896,22170151,2012
R-HSA-5682992,22373579,2012
R-HSA-5683077,22373579,2012
R-HSA-5683588,22682742,2012
R-HSA-5683593,22170151,2012
R-HSA-5683967,22908299,2012
R-HSA-5684052,22661230,2012
R-HSA-5684052,22635276,2012
R-HSA-5684071,22661230,2012
R-HSA-5684071,22661229,2012
R-HSA-5684071,22635276,2012
R-HSA-5684081,22231403,2012
R-HSA-5684096,22231403,2012
R-HSA-5684275,22988300,2012
R-HSA-5684882,22977173,2012
R-HSA-5684887,22977173,2012
R-HSA-5685156,22977173,2012
R-HSA-5685985,22024395,2012
R-HSA-5685985,22792074,2012
R-HSA-5685994,22021381,2012
R-HSA-5685994,22792074,2012
R-HSA-5686440,22645308,2012
R-HSA-5687079,22800433,2012
R-HSA-5687079,22279049,2012
R-HSA-5687090,22800433,2012
R-HSA-5687090,22505454,2012
R-HSA-5687097,22505454,2012
R-HSA-5687099,22800433,2012
R-HSA-5687099,22505454,2012
R-HSA-5687101,22800433,2012
R-HSA-5687121,22800433,2012
R-HSA-5687121,22279049,2012
R-HSA-5689000,22813719,2012
R-HSA-5689861,23038248,2012
R-HSA-5690043,22465940,2012
R-HSA-5690046,22465940,2012
R-HSA-5690066,22586271,2012
R-HSA-5690066,22465940,2012
R-HSA-5690066,22871024,2012
R-HSA-5690517,22465940,2012
R-HSA-5690843,22124327,2012
R-HSA-5690996,22081108,2012
R-HSA-5692232,23162467,2012
R-HSA-5692261,22633490,2012
R-HSA-5692480,23196729,2012
R-HSA-5692480,22186024,2012
R-HSA-5692768,22508986,2012
R-HSA-5692770,22508986,2012
