Reaction,PubMed,Year
R-HSA-1237325,16994616,1934
R-HSA-1247668,16994616,1934
R-HSA-5676912,20259080,1947
R-HSA-71287,20238607,1947
R-HSA-450984,18914071,1948
R-HSA-5662669,18920770,1948
R-HSA-5662706,18920770,1948
R-HSA-5672019,18920770,1948
R-HSA-70449,18910717,1948
R-HSA-70449,18910716,1948
R-HSA-9013198,18872649,1948
R-HSA-9013471,18872649,1948
R-HSA-374331,18127230,1949
R-HSA-450984,14832224,1951
R-HSA-70342,13093749,1953
R-HSA-70349,13093749,1953
R-HSA-71541,13115432,1953
R-HSA-71588,13115432,1953
R-HSA-73569,13115431,1953
R-HSA-893583,13069505,1953
R-HSA-893596,13069505,1953
R-HSA-893597,13069505,1953
R-HSA-893609,13069505,1953
R-HSA-168895,13174769,1954
R-HSA-482619,13211603,1954
R-HSA-482621,13211603,1954
R-HSA-70997,13181903,1954
R-HSA-71775,13181903,1954
R-HSA-2168885,13342742,1956
R-HSA-77256,13295248,1956
R-HSA-77263,13295225,1956
R-HSA-77274,13295225,1956
R-HSA-77299,13295225,1956
R-HSA-77314,13295248,1956
R-HSA-77319,13295225,1956
R-HSA-77325,13295248,1956
R-HSA-77327,13295225,1956
R-HSA-77333,13295248,1956
R-HSA-77338,13295225,1956
R-HSA-77344,13295248,1956
R-HSA-77345,13295225,1956
R-HSA-2168885,13472068,1957
R-HSA-379464,13416264,1957
R-HSA-508473,13416257,1957
R-HSA-70885,13416257,1957
R-HSA-197186,13563527,1958
R-HSA-392129,13549488,1958
R-HSA-70471,13538944,1958
R-HSA-70475,13538944,1958
R-HSA-8981606,13584010,1958
R-HSA-8981622,13584010,1958
R-HSA-5655955,13651131,1959
R-HSA-5652172,14401390,1960
R-HSA-5652195,14401391,1960
R-HSA-6784224,13681368,1960
R-HSA-6784399,13681370,1960
R-HSA-6807052,14404284,1960
R-HSA-6807053,14404284,1960
R-HSA-6807055,14404284,1960
R-HSA-6807064,14404284,1960
R-HSA-265301,14463577,1961
R-HSA-388605,14463577,1961
R-HSA-5662473,14007506,1961
R-HSA-71031,13752080,1961
R-HSA-71020,13934211,1962
R-HSA-158609,13981612,1963
R-HSA-71682,14086726,1963
R-HSA-6784393,14170323,1964
R-HSA-6784423,14193832,1964
R-HSA-159567,5862532,1965
R-HSA-163215,5840415,1965
R-HSA-163215,5857365,1965
R-HSA-166753,14280442,1965
R-HSA-264679,5865378,1965
R-HSA-71239,14275130,1965
R-HSA-169270,4288886,1966
R-HSA-191366,5918048,1966
R-HSA-2161659,5903721,1966
R-HSA-418309,5961668,1966
R-HSA-446221,5946626,1966
R-HSA-1237325,16992238,1967
R-HSA-1650808,16591531,1967
R-HSA-166792,6019133,1967
R-HSA-166795,6019133,1967
R-HSA-2022412,4289389,1967
R-HSA-2467761,6033942,1967
R-HSA-71732,6022858,1967
R-HSA-1237325,5656372,1968
R-HSA-1237325,4975618,1968
R-HSA-1247668,4975618,1968
R-HSA-2002466,5246001,1968
R-HSA-2243931,5723342,1968
R-HSA-2395257,5723342,1968
R-HSA-2395340,5246001,1968
R-HSA-2404135,5675424,1968
R-HSA-2404139,5675424,1968
R-HSA-6798335,5687724,1968
R-HSA-70377,5666113,1968
R-HSA-74101,5315589,1968
R-HSA-158399,4178758,1969
R-HSA-1605624,5822067,1969
R-HSA-1606312,5822067,1969
R-HSA-1630306,5822067,1969
R-HSA-2090079,5822067,1969
R-HSA-2466846,5763079,1969
R-HSA-2467761,5792328,1969
R-HSA-3299691,5389100,1969
R-HSA-5655955,5810867,1969
R-HSA-70286,5348606,1969
R-HSA-70342,5353106,1969
R-HSA-70342,5777313,1969
R-HSA-110144,5484814,1970
R-HSA-110145,5484814,1970
R-HSA-139970,4195988,1970
R-HSA-2046095,5411545,1970
R-HSA-5653878,11947697,1970
R-HSA-5653886,11947697,1970
R-HSA-5661240,4392213,1970
R-HSA-70286,5427280,1970
R-HSA-71541,5461220,1970
R-HSA-71588,5461220,1970
R-HSA-8852809,4098172,1970
R-HSA-9036727,5264799,1970
R-HSA-111215,4328836,1971
R-HSA-1475022,4994926,1971
R-HSA-1475026,4994926,1971
R-HSA-1475435,4994926,1971
R-HSA-1475436,4994926,1971
R-HSA-188985,5104075,1971
R-HSA-2022412,4330891,1971
R-HSA-2022412,4322712,1971
R-HSA-2168885,5135507,1971
R-HSA-2168885,4327491,1971
R-HSA-372342,11945601,1971
R-HSA-379395,4398930,1971
R-HSA-5336417,5545092,1971
R-HSA-5336421,4326212,1971
R-HSA-73580,4328836,1971
R-HSA-1237325,4647257,1972
R-HSA-139970,5048998,1972
R-HSA-159179,4639028,1972
R-HSA-163625,11946536,1972
R-HSA-174757,5057882,1972
R-HSA-189381,4553030,1972
R-HSA-2395768,5057882,1972
R-HSA-264695,4335615,1972
R-HSA-264695,4340992,1972
R-HSA-429786,4339164,1972
R-HSA-429798,4339164,1972
R-HSA-5336417,5022429,1972
R-HSA-6798335,4555506,1972
R-HSA-71707,4504607,1972
R-HSA-71850,5009693,1972
R-HSA-8981606,5032105,1972
R-HSA-8981622,5032105,1972
R-HSA-111285,4348202,1973
R-HSA-111285,4726295,1973
R-HSA-111289,4348202,1973
R-HSA-111289,4726295,1973
R-HSA-1237325,4514311,1973
R-HSA-1247668,4514311,1973
R-HSA-1247668,4203704,1973
R-HSA-140355,4776443,1973
R-HSA-140359,4514999,1973
R-HSA-158357,4703226,1973
R-HSA-164832,4517936,1973
R-HSA-164834,4517936,1973
R-HSA-164840,4517936,1973
R-HSA-174660,4345202,1973
R-HSA-188985,4737205,1973
R-HSA-197186,4349867,1973
R-HSA-198440,4687397,1973
R-HSA-2022412,4360430,1973
R-HSA-2046095,9704073,1973
R-HSA-2309773,4514999,1973
R-HSA-2309787,4776443,1973
R-HSA-2395784,4345202,1973
R-HSA-2466085,4772407,1973
R-HSA-2632521,4772407,1973
R-HSA-264679,4360812,1973
R-HSA-376851,4687397,1973
R-HSA-5693724,4768551,1973
R-HSA-70349,4688871,1973
R-HSA-73573,4684686,1973
R-HSA-73577,4684686,1973
R-HSA-73815,4348202,1973
R-HSA-73815,4726295,1973
R-HSA-74059,4359491,1973
R-HSA-74947,4772407,1973
R-HSA-8874745,4721607,1973
R-HSA-140355,4521806,1974
R-HSA-1604722,4216367,1974
R-HSA-1614546,4441366,1974
R-HSA-168870,4472498,1974
R-HSA-2309787,4521806,1974
R-HSA-372342,4822737,1974
R-HSA-429786,4817756,1974
R-HSA-429798,4817756,1974
R-HSA-5662692,4853153,1974
R-HSA-71654,4827367,1974
R-HSA-71660,4413246,1974
R-HSA-71707,4748759,1974
R-HSA-71732,4130389,1974
R-HSA-74059,4361997,1974
R-HSA-74059,4366891,1974
R-HSA-983696,4589993,1974
R-HSA-110133,177353,1975
R-HSA-1475022,234739,1975
R-HSA-1475026,234739,1975
R-HSA-1475435,234739,1975
R-HSA-1475436,234739,1975
R-HSA-164651,239860,1975
R-HSA-1655443,236774,1975
R-HSA-173745,809512,1975
R-HSA-189053,807575,1975
R-HSA-189069,807575,1975
R-HSA-1980056,803282,1975
R-HSA-2002401,171650,1975
R-HSA-2395314,1237296,1975
R-HSA-3341294,60,1975
R-HSA-378956,1191677,1975
R-HSA-443894,1059088,1975
R-HSA-450975,1052766,1975
R-HSA-5336421,164179,1975
R-HSA-5653878,806951,1975
R-HSA-5653886,806951,1975
R-HSA-5696074,1168700,1975
R-HSA-70342,805723,1975
R-HSA-70971,1052766,1975
R-HSA-71676,807573,1975
R-HSA-72671,1095581,1975
R-HSA-72672,1095581,1975
R-HSA-73569,165196,1975
R-HSA-73788,177353,1975
R-HSA-8944214,171650,1975
R-HSA-8944215,171650,1975
R-HSA-8944216,171650,1975
R-HSA-8944218,171650,1975
R-HSA-8944219,171650,1975
R-HSA-8944220,171650,1975
R-HSA-8944223,171650,1975
R-HSA-8944225,171650,1975
R-HSA-8944227,171650,1975
R-HSA-8944229,171650,1975
R-HSA-8944230,171650,1975
R-HSA-8944232,171650,1975
R-HSA-8944233,171650,1975
R-HSA-8944236,171650,1975
R-HSA-8944240,171650,1975
R-HSA-8944242,171650,1975
R-HSA-8944246,171650,1975
R-HSA-8944247,171650,1975
R-HSA-8944250,171650,1975
R-HSA-8944254,171650,1975
R-HSA-8944255,171650,1975
R-HSA-8944257,171650,1975
R-HSA-8944261,171650,1975
R-HSA-8944262,171650,1975
R-HSA-8944263,171650,1975
R-HSA-8944265,171650,1975
R-HSA-8944266,171650,1975
R-HSA-983696,1081164,1975
R-HSA-983696,803528,1975
R-HSA-109759,1063125,1976
R-HSA-1237325,1395,1976
R-HSA-1247668,1395,1976
R-HSA-158313,1066663,1976
R-HSA-158893,134998,1976
R-HSA-159566,931988,1976
R-HSA-159574,931988,1976
R-HSA-164651,186667,1976
R-HSA-168870,978183,1976
R-HSA-173626,1249422,1976
R-HSA-173631,814163,1976
R-HSA-173754,978134,1976
R-HSA-174551,950465,1976
R-HSA-174551,978134,1976
R-HSA-177160,931988,1976
R-HSA-2168885,1252417,1976
R-HSA-2168886,1008494,1976
R-HSA-2168887,971416,1976
R-HSA-3341294,10982,1976
R-HSA-70449,183598,1976
R-HSA-70482,183598,1976
R-HSA-71682,947404,1976
R-HSA-71707,9982,1976
R-HSA-71850,1278465,1976
R-HSA-72669,1104615,1976
R-HSA-73632,1063125,1976
R-HSA-8943279,9080,1976
R-HSA-976768,1067618,1976
R-HSA-977363,1067618,1976
R-HSA-977605,1067618,1976
R-HSA-981621,978134,1976
R-HSA-981728,1067618,1976
R-HSA-109903,195585,1977
R-HSA-1237325,14958,1977
R-HSA-158300,893417,1977
R-HSA-158300,588558,1977
R-HSA-158313,874082,1977
R-HSA-163214,15223,1977
R-HSA-166792,70787,1977
R-HSA-168334,833924,1977
R-HSA-209815,67547,1977
R-HSA-209840,67547,1977
R-HSA-209925,67547,1977
R-HSA-209973,67547,1977
R-HSA-2408536,14705,1977
R-HSA-2408541,14705,1977
R-HSA-389463,873923,1977
R-HSA-5433072,19463,1977
R-HSA-71723,18196,1977
R-HSA-73599,195585,1977
R-HSA-73635,18469,1977
R-HSA-75126,18469,1977
R-HSA-8862300,13816,1977
R-HSA-8943279,19463,1977
R-HSA-8954327,195585,1977
R-HSA-976768,301546,1977
R-HSA-976801,301546,1977
R-HSA-977363,301546,1977
R-HSA-981539,268620,1977
R-HSA-110133,211390,1978
R-HSA-110141,211388,1978
R-HSA-157849,592399,1978
R-HSA-157849,641056,1978
R-HSA-158251,28321,1978
R-HSA-158333,681330,1978
R-HSA-1606789,738706,1978
R-HSA-173740,279011,1978
R-HSA-173745,279011,1978
R-HSA-173745,82604,1978
R-HSA-1793207,738706,1978
R-HSA-183122,279011,1978
R-HSA-183126,279011,1978
R-HSA-189421,666752,1978
R-HSA-189467,31872,1978
R-HSA-2002401,710450,1978
R-HSA-2022073,710450,1978
R-HSA-2395223,641035,1978
R-HSA-5655955,627544,1978
R-HSA-71249,627563,1978
R-HSA-71707,270680,1978
R-HSA-71732,656444,1978
R-HSA-72619,592399,1978
R-HSA-72619,641056,1978
R-HSA-72621,592399,1978
R-HSA-72621,641056,1978
R-HSA-72672,592398,1978
R-HSA-72676,592399,1978
R-HSA-72676,641056,1978
R-HSA-72691,592399,1978
R-HSA-72691,641056,1978
R-HSA-73788,211390,1978
R-HSA-74220,211388,1978
R-HSA-8944214,710450,1978
R-HSA-8944215,710450,1978
R-HSA-8944216,710450,1978
R-HSA-8944218,710450,1978
R-HSA-8944219,710450,1978
R-HSA-8944220,710450,1978
R-HSA-8944223,710450,1978
R-HSA-8944225,710450,1978
R-HSA-8944227,710450,1978
R-HSA-8944229,710450,1978
R-HSA-8944230,710450,1978
R-HSA-8944232,710450,1978
R-HSA-8944233,710450,1978
R-HSA-8944236,710450,1978
R-HSA-8944240,710450,1978
R-HSA-8944242,710450,1978
R-HSA-8944246,710450,1978
R-HSA-8944247,710450,1978
R-HSA-8944250,710450,1978
R-HSA-8944254,710450,1978
R-HSA-8944255,710450,1978
R-HSA-8944257,710450,1978
R-HSA-8944261,710450,1978
R-HSA-8944262,710450,1978
R-HSA-8944263,710450,1978
R-HSA-8944265,710450,1978
R-HSA-8944266,710450,1978
R-HSA-977626,670886,1978
R-HSA-981658,702059,1978
R-HSA-1008248,218813,1979
R-HSA-109624,227870,1979
R-HSA-141040,468991,1979
R-HSA-1475022,120192,1979
R-HSA-1475026,120192,1979
R-HSA-158311,500690,1979
R-HSA-158354,500690,1979
R-HSA-1605595,527942,1979
R-HSA-171087,221835,1979
R-HSA-171106,221835,1979
R-HSA-171122,221835,1979
R-HSA-171141,221835,1979
R-HSA-2395340,41816,1979
R-HSA-3000109,759210,1979
R-HSA-445797,156362,1979
R-HSA-514604,218932,1979
R-HSA-5336417,221484,1979
R-HSA-6784399,500817,1979
R-HSA-6809263,486181,1979
R-HSA-6809264,486181,1979
R-HSA-70589,429360,1979
R-HSA-70600,429360,1979
R-HSA-71691,224930,1979
R-HSA-71707,427099,1979
R-HSA-72619,429297,1979
R-HSA-72676,429297,1979
R-HSA-72691,429297,1979
R-HSA-73548,40615,1979
R-HSA-73815,762062,1979
R-HSA-74213,457664,1979
R-HSA-75125,40615,1979
R-HSA-76354,497175,1979
R-HSA-8852266,761607,1979
R-HSA-8852481,760802,1979
R-HSA-9021306,761607,1979
R-HSA-976734,118839,1979
R-HSA-977375,293688,1979
R-HSA-977629,293688,1979
R-HSA-981658,293746,1979
R-HSA-110133,6248551,1980
R-HSA-112033,6771276,1980
R-HSA-112034,6771276,1980
R-HSA-140842,7356959,1980
R-HSA-158313,7391081,1980
R-HSA-158721,6448849,1980
R-HSA-158722,6448849,1980
R-HSA-159358,6770210,1980
R-HSA-1604722,6263256,1980
R-HSA-189406,7354069,1980
R-HSA-192417,7350913,1980
R-HSA-192430,7350912,1980
R-HSA-192781,6246509,1980
R-HSA-199803,7396409,1980
R-HSA-2022405,6269175,1980
R-HSA-2065355,6269175,1980
R-HSA-2168885,7378053,1980
R-HSA-2173778,6255257,1980
R-HSA-2485182,6930647,1980
R-HSA-378975,6774759,1980
R-HSA-4419978,7374371,1980
R-HSA-446200,6243292,1980
R-HSA-5336417,7462325,1980
R-HSA-5336421,7430147,1980
R-HSA-5336421,7000782,1980
R-HSA-5662662,6766744,1980
R-HSA-5696810,6930639,1980
R-HSA-6784224,6250440,1980
R-HSA-6807214,6967872,1980
R-HSA-69074,7378348,1980
R-HSA-70467,6444721,1980
R-HSA-70486,7391027,1980
R-HSA-70486,6771269,1980
R-HSA-70555,6249820,1980
R-HSA-70577,518841,1980
R-HSA-70745,6928646,1980
R-HSA-70773,7356336,1980
R-HSA-71031,6765947,1980
R-HSA-71303,7396409,1980
R-HSA-71850,7391027,1980
R-HSA-71850,6771269,1980
R-HSA-72635,291969,1980
R-HSA-72676,6901506,1980
R-HSA-73564,6893554,1980
R-HSA-73567,6893554,1980
R-HSA-73569,6105839,1980
R-HSA-73788,6248551,1980
R-HSA-74242,6771276,1980
R-HSA-74249,6771276,1980
R-HSA-8855954,6156677,1980
R-HSA-8949178,7399049,1980
R-HSA-8955712,7452228,1980
R-HSA-977615,7391570,1980
R-HSA-981621,6906228,1980
R-HSA-981713,7391573,1980
R-HSA-112265,7284378,1981
R-HSA-112266,7284378,1981
R-HSA-1237160,6785752,1981
R-HSA-141200,6788990,1981
R-HSA-1454822,6270089,1981
R-HSA-1474197,6270089,1981
R-HSA-1474213,6270089,1981
R-HSA-1564142,6258630,1981
R-HSA-159179,6796486,1981
R-HSA-1630304,7213753,1981
R-HSA-168280,6269803,1981
R-HSA-168280,6261960,1981
R-HSA-168301,7241649,1981
R-HSA-168326,6261960,1981
R-HSA-173739,6912277,1981
R-HSA-192781,6945577,1981
R-HSA-193097,6264249,1981
R-HSA-1981104,6809411,1981
R-HSA-2022405,6270633,1981
R-HSA-2065355,6270633,1981
R-HSA-2161651,7005231,1981
R-HSA-2168885,7263686,1981
R-HSA-2168897,7287740,1981
R-HSA-2250301,null,1981
R-HSA-2395324,null,1981
R-HSA-2408532,7305945,1981
R-HSA-2408543,6456763,1981
R-HSA-2408546,16661782,1981
R-HSA-2408546,16661668,1981
R-HSA-2408559,6456763,1981
R-HSA-2485182,6264430,1981
R-HSA-3299680,7021796,1981
R-HSA-3299691,7021796,1981
R-HSA-350745,6457647,1981
R-HSA-351323,6457647,1981
R-HSA-378952,7215288,1981
R-HSA-388596,6274691,1981
R-HSA-4085021,7252518,1981
R-HSA-4085028,7252518,1981
R-HSA-420489,6950381,1981
R-HSA-426043,7295321,1981
R-HSA-481007,6457647,1981
R-HSA-6809263,6798973,1981
R-HSA-6809264,6798973,1981
R-HSA-70467,6451249,1981
R-HSA-72621,7000367,1981
R-HSA-74882,6264430,1981
R-HSA-76472,7217086,1981
R-HSA-981665,6454142,1981
R-HSA-109624,6281270,1982
R-HSA-110144,6182143,1982
R-HSA-110145,6182143,1982
R-HSA-140736,6980899,1982
R-HSA-140777,6980899,1982
R-HSA-1475022,6819139,1982
R-HSA-1475026,6819139,1982
R-HSA-1475435,6819139,1982
R-HSA-1475436,6819139,1982
R-HSA-158750,7199524,1982
R-HSA-158781,7199524,1982
R-HSA-158784,7199524,1982
R-HSA-1602368,7060561,1982
R-HSA-1602374,7060561,1982
R-HSA-1602377,7060561,1982
R-HSA-1602398,7060561,1982
R-HSA-1602417,7060561,1982
R-HSA-1602446,7060561,1982
R-HSA-173725,6177822,1982
R-HSA-2022383,6807977,1982
R-HSA-2022411,6807977,1982
R-HSA-2046085,7061494,1982
R-HSA-2046098,7061494,1982
R-HSA-2161946,6816802,1982
R-HSA-2161959,6816802,1982
R-HSA-2161999,6816802,1982
R-HSA-2395322,6129847,1982
R-HSA-266046,6122208,1982
R-HSA-3299682,6961438,1982
R-HSA-3299682,7172448,1982
R-HSA-3341294,6286671,1982
R-HSA-374298,6281660,1982
R-HSA-374298,7057924,1982
R-HSA-3785684,7075587,1982
R-HSA-380002,7118399,1982
R-HSA-428990,6810878,1982
R-HSA-5651739,6278323,1982
R-HSA-5694494,7061490,1982
R-HSA-70420,7150652,1982
R-HSA-70654,6819292,1982
R-HSA-73892,6765195,1982
R-HSA-74101,6288450,1982
R-HSA-8852128,6277905,1982
R-HSA-8852131,6277905,1982
R-HSA-8852132,6277905,1982
R-HSA-8852133,6277905,1982
R-HSA-8852134,6277905,1982
R-HSA-8852136,6277905,1982
R-HSA-8855954,7072193,1982
R-HSA-977602,6214588,1982
R-HSA-977615,6214588,1982
R-HSA-1247668,6417382,1983
R-HSA-141186,6408492,1983
R-HSA-1475022,6407977,1983
R-HSA-1475026,6407977,1983
R-HSA-1475435,6407977,1983
R-HSA-1475436,6407977,1983
R-HSA-157849,6853548,1983
R-HSA-158313,6604055,1983
R-HSA-159179,6654901,1983
R-HSA-159358,6139755,1983
R-HSA-1606839,6417417,1983
R-HSA-1614460,6307276,1983
R-HSA-1614461,6307276,1983
R-HSA-167097,7151173,1983
R-HSA-168334,6616622,1983
R-HSA-177275,6296685,1983
R-HSA-189425,6822570,1983
R-HSA-190182,6822570,1983
R-HSA-211966,6220203,1983
R-HSA-2161949,6406490,1983
R-HSA-2168886,6849882,1983
R-HSA-2168887,6849882,1983
R-HSA-2318623,6193777,1983
R-HSA-266012,6293969,1983
R-HSA-266328,6619141,1983
R-HSA-266350,6619141,1983
R-HSA-3076905,6883721,1983
R-HSA-379382,6408492,1983
R-HSA-4167509,6883721,1983
R-HSA-420243,6192430,1983
R-HSA-5652195,6870831,1983
R-HSA-70449,7144574,1983
R-HSA-70482,7144574,1983
R-HSA-71249,6361812,1983
R-HSA-72635,6853548,1983
R-HSA-74101,6679757,1983
R-HSA-74101,6342691,1983
R-HSA-74215,6300847,1983
R-HSA-75949,7151173,1983
R-HSA-8852128,6305978,1983
R-HSA-8852129,6305978,1983
R-HSA-8852130,6305978,1983
R-HSA-8852131,6305978,1983
R-HSA-8852132,6305978,1983
R-HSA-8852133,6305978,1983
R-HSA-8852134,6305978,1983
R-HSA-8852136,6305978,1983
R-HSA-9028260,6578214,1983
R-HSA-9028273,6578214,1983
R-HSA-917814,6309857,1983
R-HSA-976743,6219696,1983
R-HSA-976810,6219696,1983
R-HSA-977371,6219696,1983
R-HSA-977626,6222381,1983
R-HSA-997381,6311826,1983
R-HSA-1475022,6433979,1984
R-HSA-1475026,6433979,1984
R-HSA-1475435,6433979,1984
R-HSA-1475436,6433979,1984
R-HSA-1564169,6694361,1984
R-HSA-156923,6568109,1984
R-HSA-158118,6438527,1984
R-HSA-158340,6203908,1984
R-HSA-158781,6433976,1984
R-HSA-164509,6096719,1984
R-HSA-164509,6083454,1984
R-HSA-173754,6707020,1984
R-HSA-174425,6693436,1984
R-HSA-177275,6501302,1984
R-HSA-180038,6087160,1984
R-HSA-188985,6466686,1984
R-HSA-197963,6323448,1984
R-HSA-197972,6323448,1984
R-HSA-201787,6330098,1984
R-HSA-2161917,6089195,1984
R-HSA-2161917,6422933,1984
R-HSA-2168897,6480598,1984
R-HSA-2173778,6088540,1984
R-HSA-2327909,6439184,1984
R-HSA-2454118,6589631,1984
R-HSA-266072,6490615,1984
R-HSA-3266557,6607952,1984
R-HSA-388863,6373251,1984
R-HSA-388863,6589611,1984
R-HSA-391372,6090951,1984
R-HSA-419841,6589631,1984
R-HSA-419843,6148938,1984
R-HSA-420127,6609312,1984
R-HSA-420274,6745415,1984
R-HSA-5211224,6328915,1984
R-HSA-5591086,6323392,1984
R-HSA-5607023,6334516,1984
R-HSA-5693977,6469978,1984
R-HSA-68913,6693436,1984
R-HSA-68950,6094569,1984
R-HSA-70454,6434534,1984
R-HSA-70481,6434534,1984
R-HSA-70560,6372096,1984
R-HSA-70938,6434529,1984
R-HSA-70940,6434529,1984
R-HSA-71261,6497835,1984
R-HSA-71496,6696436,1984
R-HSA-72143,6206566,1984
R-HSA-72143,6088074,1984
R-HSA-74101,6512705,1984
R-HSA-74101,6589631,1984
R-HSA-8852874,6230668,1984
R-HSA-8868658,6146630,1984
R-HSA-8868659,6146630,1984
R-HSA-8868660,6146630,1984
R-HSA-8939204,6201744,1984
R-HSA-917814,6141558,1984
R-HSA-977619,6238120,1984
R-HSA-977626,6334079,1984
R-HSA-983696,6335036,1984
R-HSA-109624,2999129,1985
R-HSA-114671,3872140,1985
R-HSA-1247668,3938604,1985
R-HSA-140599,2866798,1985
R-HSA-140847,2866798,1985
R-HSA-141202,4016087,1985
R-HSA-1462003,2997278,1985
R-HSA-158311,4054110,1985
R-HSA-158313,3886654,1985
R-HSA-158340,2579948,1985
R-HSA-158357,2578463,1985
R-HSA-158399,2579948,1985
R-HSA-1614460,3938630,1985
R-HSA-1614461,3938630,1985
R-HSA-189053,3897250,1985
R-HSA-189062,3897250,1985
R-HSA-189069,3897250,1985
R-HSA-189102,3897250,1985
R-HSA-191101,3897250,1985
R-HSA-191108,3897250,1985
R-HSA-191116,3897250,1985
R-HSA-199803,2581946,1985
R-HSA-2002440,3905801,1985
R-HSA-200644,3871768,1985
R-HSA-200661,3871768,1985
R-HSA-200711,3871768,1985
R-HSA-200718,3871768,1985
R-HSA-200740,3871768,1985
R-HSA-2161614,3862115,1985
R-HSA-2161962,2998743,1985
R-HSA-2168887,4074707,1985
R-HSA-2168897,3891754,1985
R-HSA-2327733,3872795,1985
R-HSA-2395302,3992061,1985
R-HSA-2426450,3997977,1985
R-HSA-2426471,2412224,1985
R-HSA-2485182,3933561,1985
R-HSA-2514867,2578616,1985
R-HSA-266072,2995393,1985
R-HSA-388468,2991279,1985
R-HSA-388468,4065330,1985
R-HSA-388503,2991279,1985
R-HSA-388503,4065330,1985
R-HSA-388529,3856870,1985
R-HSA-392263,2991279,1985
R-HSA-392263,4065330,1985
R-HSA-419197,3839510,1985
R-HSA-420127,2985435,1985
R-HSA-420233,3899557,1985
R-HSA-430096,3155520,1985
R-HSA-5340124,4018271,1985
R-HSA-5423664,3931076,1985
R-HSA-5578883,3863104,1985
R-HSA-5659861,3897250,1985
R-HSA-5668978,3839510,1985
R-HSA-5676926,3933547,1985
R-HSA-6805546,2414304,1985
R-HSA-70596,4052435,1985
R-HSA-70613,4052435,1985
R-HSA-71287,3997888,1985
R-HSA-71296,3932573,1985
R-HSA-71299,3994686,1985
R-HSA-71299,3932573,1985
R-HSA-71303,2581946,1985
R-HSA-71707,6395883,1985
R-HSA-71723,4065146,1985
R-HSA-72185,2408761,1985
R-HSA-73573,2995985,1985
R-HSA-8940134,4066659,1985
R-HSA-8951850,2981667,1985
R-HSA-9018877,2995393,1985
R-HSA-9023159,3896518,1985
R-HSA-9023163,3896518,1985
R-HSA-9023178,3896518,1985
R-HSA-9023196,3896518,1985
R-HSA-976734,2409350,1985
R-HSA-977359,3848661,1985
R-HSA-977371,3848661,1985
R-HSA-1237160,3091600,1986
R-HSA-140777,3527261,1986
R-HSA-140783,3527261,1986
R-HSA-1467457,3457471,1986
R-HSA-1474184,3536512,1986
R-HSA-1475022,3080418,1986
R-HSA-1475026,3080418,1986
R-HSA-1475435,3080418,1986
R-HSA-1475436,3080418,1986
R-HSA-1483121,3718705,1986
R-HSA-1483165,3718705,1986
R-HSA-158118,3524673,1986
R-HSA-158118,3082357,1986
R-HSA-158137,3082357,1986
R-HSA-158145,3017409,1986
R-HSA-158218,3521732,1986
R-HSA-158311,3484703,1986
R-HSA-158357,3756141,1986
R-HSA-158399,3756141,1986
R-HSA-158721,3011081,1986
R-HSA-158722,3011081,1986
R-HSA-158942,3023326,1986
R-HSA-158942,2935528,1986
R-HSA-158959,3023326,1986
R-HSA-158982,2935528,1986
R-HSA-159001,3090045,1986
R-HSA-159179,3082969,1986
R-HSA-1605591,3456607,1986
R-HSA-1605736,3014515,1986
R-HSA-164509,3001934,1986
R-HSA-164509,2428879,1986
R-HSA-168875,3757030,1986
R-HSA-174757,3942763,1986
R-HSA-192830,3023071,1986
R-HSA-193054,3024157,1986
R-HSA-193065,3024157,1986
R-HSA-193101,3024157,1986
R-HSA-193964,3487786,1986
R-HSA-193981,3487786,1986
R-HSA-2022405,3017438,1986
R-HSA-2065355,3017438,1986
R-HSA-2161662,3954355,1986
R-HSA-2161732,3823488,1986
R-HSA-2161732,3461463,1986
R-HSA-2161775,3770188,1986
R-HSA-2161917,3770188,1986
R-HSA-2214324,3082888,1986
R-HSA-2395768,3942763,1986
R-HSA-2396370,2430969,1986
R-HSA-2404134,3714052,1986
R-HSA-2404199,3015966,1986
R-HSA-2404199,3011795,1986
R-HSA-2404200,3011795,1986
R-HSA-2404200,3013881,1986
R-HSA-2404200,3019338,1986
R-HSA-2426471,2420006,1986
R-HSA-2465924,2937147,1986
R-HSA-2465924,3485310,1986
R-HSA-2467761,3792460,1986
R-HSA-2485180,3095147,1986
R-HSA-2514867,2422346,1986
R-HSA-2534087,3006923,1986
R-HSA-2559439,3537192,1986
R-HSA-265296,3006030,1986
R-HSA-266051,3006030,1986
R-HSA-3000074,3782074,1986
R-HSA-3299691,3532102,1986
R-HSA-373813,2423119,1986
R-HSA-379048,3086311,1986
R-HSA-380076,3770210,1986
R-HSA-383363,3770210,1986
R-HSA-419841,2937147,1986
R-HSA-425482,3015590,1986
R-HSA-445699,3780718,1986
R-HSA-445700,3780718,1986
R-HSA-445705,3780718,1986
R-HSA-445753,2946959,1986
R-HSA-445813,3780718,1986
R-HSA-5229283,3453108,1986
R-HSA-5358592,3004351,1986
R-HSA-5362564,3013304,1986
R-HSA-5362564,2935875,1986
R-HSA-5607023,3017409,1986
R-HSA-5655892,3941892,1986
R-HSA-5659861,3800897,1986
R-HSA-5668978,3079756,1986
R-HSA-5693724,3770744,1986
R-HSA-6798345,3536927,1986
R-HSA-6798667,3536927,1986
R-HSA-70494,3529090,1986
R-HSA-70679,3944130,1986
R-HSA-70785,3082934,1986
