"""protein""","""pathwayCount"""
"""Q99558""",13
"""O15116""",3
"""P54826""",4
"""Q71UM5""",23
"""P49796""",4
"""P49005""",41
"""Q00535""",25
"""O15440""",7
"""Q8NGT7""",5
"""Q8NH57""",5
"""Q8IWU9""",4
"""Q9NUQ9""",4
"""Q8NGI7""",5
"""O14756""",6
"""Q5T754""",3
"""P12034""",60
"""O95980""",3
"""P34995""",8
"""P15309""",3
"""Q9P0S2""",9
"""P22059""",7
"""P21741""",4
"""D6R901""",4
"""P15170""",7
"""Q9BT43""",9
"""Q9BSH3""",3
"""P35610""",4
"""Q96N76""",4
"""Q8TB69""",3
"""Q96P68""",6
"""P05305""",7
"""Q01650""",11
"""P04435""",10
"""P62269""",23
"""P80294""",3
"""Q6IPR3""",4
"""Q9UIU0""",7
"""Q4V348""",3
"""Q9NQC7""",14
"""P08243""",3
"""Q9H9L4""",3
"""Q7Z4N2""",4
"""Q9UKI2""",3
"""P15018""",5
"""Q9Y4D1""",7
"""Q7Z7C8""",3
"""Q7Z6M4""",4
"""P35568""",30
"""Q9UKS6""",3
"""Q9UL46""",6
"""Q96MM7""",5
"""P36980""",4
"""Q9Y5L3""",4
"""Q15669""",3
"""Q13144""",5
"""Q2TAC6""",8
"""P53779""",31
"""Q15363""",13
"""Q02223""",4
"""Q14008""",28
"""P56748""",4
"""O15143""",12
"""P08138""",17
"""Q9Y3C6""",4
"""O60493""",7
"""Q9Y2W6""",3
"""A0A0C4DH73""",23
"""Q8N4E7""",2
"""P29459""",5
"""Q8N3Y7""",4
"""Q7L7X3""",16
"""Q9BW61""",3
"""Q8NGL4""",5
"""P10643""",5
"""Q16778""",69
"""P01008""",8
"""O14975""",15
"""Q8NI35""",4
"""Q6PF04""",3
"""P04279""",3
"""P13804""",4
"""P10523""",8
"""Q17R88""",4
"""Q8NI29""",7
"""Q9NVD7""",5
"""O60883""",7
"""A5YM69""",10
"""Q9NRX1""",4
"""Q9NS91""",7
"""Q9UGN4""",5
"""Q96PD5""",3
"""P50052""",7
"""Q8NGB9""",5
"""O43463""",7
"""A6ND48""",5
"""Q92902""",4
"""Q6IPU0""",19
"""Q8IUZ0""",3
"""Q86WA6""",3
"""Q9NZC7""",10
"""Q9UKV3""",4
"""Q9HAS3""",4
"""P50748""",16
"""Q9Y600""",4
"""Q9H8M1""",4
"""Q9H1D0""",4
"""O95782""",39
"""Q9H7T0""",3
"""Q9H1C4""",4
"""P15086""",3
"""Q9H0M0""",16
"""Q96RI0""",10
"""P62857""",23
"""O75387""",4
"""Q14571""",41
"""Q92851""",8
"""Q5NV91""",20
"""Q96FL9""",4
"""P43026""",3
"""Q1EHB4""",4
"""O14492""",6
"""Q5NV85""",20
"""Q16181""",3
"""O75907""",10
"""Q9NR45""",6
"""Q9NQS5""",7
"""P08237""",4
"""Q9H0X9""",5
"""Q9Y4C5""",5
"""Q9UBU7""",11
"""Q96S59""",10
"""Q96RI9""",7
"""Q9Y3L5""",3
"""Q6NT55""",11
"""O43286""",13
"""P56556""",5
"""Q7L8W6""",4
"""P59510""",4
"""Q8N465""",4
"""Q16877""",4
"""Q6PGP7""",3
"""Q8NGS2""",5
"""Q8NH42""",5
"""P30491""",7
"""P01737""",10
"""Q8N9B5""",6
"""O43676""",5
"""Q13561""",27
"""P54760""",4
"""P35070""",26
"""Q8TD46""",3
"""P31751""",77
"""Q9C0J8""",14
"""Q9HAV0""",46
"""P19971""",6
"""Q96HW7""",3
"""P31937""",3
"""Q96AC6""",8
"""Q9NT99""",3
"""P28335""",8
"""Q06520""",4
"""P25054""",14
"""O75310""",4
"""Q9Y6N3""",3
"""P28221""",8
"""Q9GZT5""",6
"""Q9BZQ4""",4
"""Q14790""",38
"""Q8WXK4""",7
"""Q9H2A2""",4
"""P35625""",4
"""Q99933""",4
"""P05976""",2
"""Q6XPS3""",5
"""Q6ZUJ8""",13
"""Q99459""",4
"""Q9HA65""",4
"""Q16394""",5
"""Q8IUC4""",4
"""Q53GT1""",7
"""P43119""",11
"""Q9UKU7""",3
"""P00390""",14
"""Q9Y698""",12
"""Q96ST8""",3
"""Q13825""",3
"""Q6PIU2""",4
"""Q7LBC6""",3
"""Q9Y5M8""",3
"""O95755""",7
"""Q99969""",4
"""Q9H0U3""",8
"""Q6NUK4""",5
"""P55884""",11
"""O95749""",4
"""Q14679""",3
"""P37058""",8
"""O43193""",7
"""P55083""",3
"""O15164""",8
"""Q0IIM8""",5
"""P04264""",5
"""Q9BQ52""",3
"""Q5NV79""",20
"""Q9Y3E7""",9
"""Q8NHH1""",3
"""Q6PH85""",3
"""Q96CD0""",7
"""P05014""",5
"""O60404""",5
"""O43895""",3
"""P13284""",3
"""P49895""",5
"""O43889""",3
"""P22830""",3
"""Q8N387""",9
"""Q9BUU2""",3
"""Q96HP0""",2
"""P21579""",21
"""P02549""",17
"""Q2M3M2""",3
"""Q6J4K2""",5
"""Q8TDS5""",7
"""P12268""",7
"""P41218""",3
"""P43629""",3
"""Q6UXN2""",3
"""P13674""",3
"""Q6UX82""",3
"""Q12809""",6
"""Q9ULR0""",10
"""Q8WZ73""",7
"""P54868""",4
"""Q13363""",4
"""P36402""",15
"""P22694""",63
"""Q9H2U1""",11
"""Q96G74""",8
"""O00144""",4
"""P30989""",7
"""P12829""",2
"""Q15633""",4
"""Q8IX07""",7
"""P09914""",5
"""Q9HAU4""",29
"""P05388""",19
"""Q8NG85""",5
"""O15554""",3
"""Q9HAT8""",21
"""P24298""",3
"""Q9NR30""",4
"""Q7Z4W1""",3
"""P54577""",4
"""P48552""",1
"""Q14592""",3
"""P55327""",5
"""Q2PPJ7""",3
"""Q99741""",19
"""Q13237""",12
"""O95167""",5
"""O95848""",6
"""Q15648""",13
"""Q9P2K6""",7
"""Q2TAA5""",4
"""O43292""",4
"""P02753""",10
"""Q92731""",15
"""O95047""",5
"""Q15528""",2
"""P83731""",19
"""Q8NCK3""",3
"""O43151""",3
"""Q9NY26""",6
"""P10253""",7
"""Q5TCH4""",11
"""P50391""",7
"""Q9BQG0""",4
"""O60503""",34
"""Q9NQ25""",3
"""P14061""",11
"""Q9P0M9""",6
"""Q9NPF5""",3
"""Q5TAX3""",3
"""Q9NP94""",6
"""P02768""",23
"""P02462""",16
"""O43166""",3
"""O43187""",31
"""Q6UN15""",14
"""Q92626""",4
"""Q9NV35""",5
"""P35241""",4
"""P04732""",3
"""Q9BV20""",5
"""Q5XUX1""",10
"""Q86SX6""",2
"""Q5VT66""",3
"""Q9UHC3""",3
"""P50151""",54
"""P00747""",13
"""P51692""",21
"""Q5JT25""",7
"""Q9UHB7""",5
"""A8MXV4""",6
"""P07196""",13
"""O95371""",5
"""Q86XN6""",3
"""Q8WYR1""",13
"""Q13435""",5
"""Q15165""",5
"""P16112""",8
"""Q96AP7""",2
"""P62140""",21
"""Q6ZW31""",3
"""Q09161""",48
"""O00237""",6
"""Q13951""",32
"""Q9HC36""",4
"""P09326""",2
"""Q7Z794""",2
"""Q9UMS4""",10
"""P53816""",8
"""P34896""",7
"""Q9GZK6""",5
"""P29762""",4
"""Q9Y219""",18
"""Q14997""",6
"""A5YKK6""",9
"""P47895""",4
"""P48651""",5
"""Q9H4A9""",7
"""O75486""",3
"""Q7RTV0""",4
"""Q9H469""",7
"""Q13336""",3
"""P48645""",8
"""P00441""",7
"""Q96EB6""",8
"""A2RUC4""",4
"""Q16280""",4
"""Q92830""",34
"""Q92824""",9
"""Q9Y5Z9""",4
"""P11216""",7
"""Q9Y584""",2
"""O14657""",4
"""Q70CQ2""",7
"""Q9Y5B8""",3
"""P01701""",23
"""P02675""",30
"""Q9UBY0""",4
"""P48546""",7
"""Q8TF71""",4
"""Q9BXI3""",5
"""P23975""",4
"""A6NFH5""",4
"""Q2I0M5""",4
"""Q86VE9""",4
"""P22314""",8
"""P04150""",13
"""Q8TDR0""",3
"""Q4U2R8""",5
"""P00966""",4
"""P32881""",5
"""Q9NWW9""",5
"""P07305""",10
"""P51114""",4
"""Q9UBD5""",21
"""Q9BUJ2""",4
"""P52655""",20
"""Q9UBC9""",3
"""Q99471""",5
"""Q8TDU6""",6
"""Q9UHI5""",7
"""Q96JE7""",8
"""Q9Y2B2""",4
"""Q5VYS8""",3
"""Q9HC84""",9
"""Q99543""",4
"""Q96BM9""",3
"""P26038""",4
"""P63279""",31
"""Q9UGI6""",3
"""Q8N907""",3
"""Q30KQ6""",5
"""Q8WXI3""",7
"""Q13243""",11
"""Q49AA0""",3
"""Q8N0Z6""",6
"""Q6P5Z2""",4
"""P36578""",19
"""Q15819""",23
"""Q14289""",11
"""O14684""",5
"""Q8IV77""",4
"""O60602""",6
"""P01920""",10
"""Q9Y6M7""",4
"""P12643""",11
"""Q9Y6B7""",6
"""O15320""",8
"""O60784""",3
"""Q9P0N5""",3
"""Q8N4M1""",8
"""Q9P2M7""",4
"""P02774""",4
"""Q96T91""",7
"""Q92752""",2
"""Q9NRC6""",17
"""Q4VNC0""",3
"""P40879""",4
"""Q6PIZ9""",13
"""O43172""",4
"""O43364""",4
"""A6NND4""",5
"""Q9BY11""",3
"""P59998""",15
"""P22413""",4
"""P05113""",14
"""O14579""",11
"""P05107""",11
"""P20839""",7
"""Q5JSP0""",10
"""O94823""",3
"""P60842""",17
"""O43868""",4
"""Q13753""",15
"""Q86Y91""",8
"""Q00613""",7
"""Q96RL6""",3
"""P53618""",14
"""O94817""",9
"""O75897""",4
"""P40261""",11
"""Q9H0C5""",7
"""Q99570""",25
"""Q9UII4""",11
"""O75106""",3
"""P41146""",7
"""O95677""",4
"""P04066""",9
"""Q96B02""",8
"""Q96R45""",5
"""P31943""",9
"""P17752""",4
"""Q92506""",4
"""P63316""",2
"""O75096""",2
"""A3KFT3""",5
"""P63010""",39
"""Q96CM8""",4
"""O00222""",6
"""P10082""",7
"""Q96CB8""",3
"""Q9GZU1""",6
"""O75616""",6
"""Q9UH77""",7
"""O00408""",8
"""P51686""",8
"""P09493""",3
"""P63165""",39
"""Q14982""",3
"""Q9UHH9""",3
"""O95251""",3
"""Q14181""",25
"""Q7L5N1""",13
"""Q15726""",7
"""Q8N1B4""",4
"""Q9HBT7""",3
"""Q8NHB8""",5
"""P10451""",10
"""Q8N0V4""",2
"""Q9Y5Y4""",8
"""O60701""",5
"""O14777""",16
"""P13612""",7
"""O15533""",6
"""Q8NFH3""",69
"""P51531""",8
"""Q9P283""",4
"""Q8N690""",5
"""O15527""",12
"""Q8N684""",11
"""Q5TYW1""",3
"""Q9P0U3""",5
"""Q92845""",12
"""P22626""",4
"""Q9NYF5""",3
"""Q9NYP9""",4
"""P12757""",8
"""O14678""",4
"""Q86TL0""",2
"""P06732""",4
"""Q6IPT4""",3
"""P42261""",20
"""Q6UW15""",3
"""O75820""",3
"""P11086""",4
"""Q9UIL1""",4
"""Q96RD3""",5
"""P02747""",7
"""Q96R72""",5
"""Q96SU4""",5
"""Q96LX8""",3
"""Q9BRT9""",7
"""P42771""",11
"""Q96J92""",3
"""Q9UBT2""",6
"""Q96S44""",9
"""P06576""",9
"""Q96LB8""",3
"""P42765""",4
"""Q16790""",2
"""Q8IZD4""",3
"""Q8IYN0""",3
"""P30485""",7
"""O00300""",4
"""P13866""",6
"""O75715""",3
"""Q9UHK6""",12
"""Q9Y303""",6
"""Q06124""",98
"""Q9H5K3""",3
"""P36896""",6
"""Q13555""",30
"""Q9Y2N7""",9
"""Q99678""",4
"""Q7Z569""",11
"""Q9H553""",4
"""P35916""",5
"""Q15831""",12
"""Q8N393""",3
"""P54259""",5
"""Q6KB66""",2
"""Q15825""",9
"""Q8NI77""",24
"""Q8NF50""",2
"""Q15024""",7
"""Q9NZZ3""",9
"""P28329""",9
"""Q9Y6A2""",10
"""Q6NVV3""",2
"""Q8NGR6""",5
"""Q9GZS9""",5
"""Q9Y662""",5
"""Q8NGG6""",5
"""Q8N9L9""",7
"""Q9P241""",3
"""Q6NX45""",3
"""O15455""",12
"""P40198""",5
"""P02144""",2
"""Q92917""",4
"""Q9NYZ4""",3
"""Q9BT22""",4
"""Q9NZE8""",6
"""P50583""",3
"""Q9NPG1""",9
"""Q9NYW7""",6
"""Q9UK80""",9
"""Q9UJW0""",11
"""O60664""",8
"""P02654""",6
"""P20023""",4
"""Q9BY32""",4
"""P13569""",18
"""Q96RK1""",5
"""A6NMZ5""",5
"""Q96E14""",22
"""Q5VVX9""",4
"""Q9BQ31""",3
"""Q99081""",8
"""Q13258""",8
"""Q99075""",35
"""Q86UL8""",2
"""O75928""",7
"""Q9UJL9""",3
"""Q9UPR5""",11
"""Q12908""",5
"""Q9UQ35""",4
"""Q9UBM4""",2
"""P51884""",8
"""Q9H772""",3
"""Q9Y210""",14
"""P29372""",8
"""Q9UI40""",4
"""Q8WVM7""",24
"""Q68CJ9""",7
"""Q9UBW8""",13
"""O75808""",2
"""Q9Y3D2""",2
"""O95563""",4
"""P55036""",6
"""Q14493""",11
"""P49146""",7
"""Q13627""",4
"""Q9HCL3""",3
"""Q16602""",7
"""Q96JK9""",23
"""Q15051""",3
"""Q16763""",8
"""Q8IWL1""",2
"""Q8NH63""",5
"""O00429""",3
"""P58166""",4
"""Q8NGJ3""",5
"""O00398""",8
"""Q8N8Y2""",11
"""Q12778""",14
"""Q3SY52""",3
"""P68431""",60
"""P54727""",11
"""Q15612""",5
"""Q92499""",3
"""Q16772""",4
"""Q9HBI1""",4
"""Q9UPT9""",7
"""O00303""",11
"""P51606""",6
"""P53992""",14
"""Q6PEY2""",8
"""P31025""",4
"""P09496""",38
"""P51575""",7
"""Q9UHI8""",6
"""Q8WZ55""",3
"""Q96NJ3""",3
"""D6R9N7""",4
"""Q15735""",8
"""Q9H343""",5
"""Q6NW40""",3
"""Q16595""",4
"""Q9Y2A9""",9
"""Q8N183""",5
"""Q7L590""",11
"""Q8N0W3""",6
"""Q6ZW49""",3
"""Q15615""",5
"""O14786""",14
"""Q8NFU7""",3
"""O14672""",32
"""Q9NR12""",3
"""Q93063""",5
"""Q6PD62""",9
"""Q9Y644""",4
"""P02741""",6
"""O43280""",3
"""P01215""",30
"""O95149""",3
"""Q9BRI3""",6
"""Q6PIL6""",3
"""Q9NXE4""",4
"""A6NMU1""",5
"""Q08ER8""",3
"""Q9UJU2""",15
"""Q9NPD7""",3
"""P0C7I0""",4
"""Q9NP97""",3
"""Q5SSG8""",9
"""P0C0L4""",10
"""Q9BY14""",3
"""Q96LC7""",3
"""O43169""",3
"""P0CG47""",270
"""O95644""",15
"""Q92608""",11
"""Q8TEQ6""",3
"""P11464""",2
"""Q9HCT0""",44
"""Q9BPZ7""",23
"""Q92598""",7
"""P36269""",10
"""Q10589""",3
"""P51788""",3
"""O75604""",16
"""Q9GZS3""",12
"""Q9Y296""",13
"""Q96P56""",3
"""Q13423""",4
"""P49815""",22
"""Q99567""",56
"""Q7Z3T8""",3
"""Q14943""",3
"""Q86WI3""",4
"""Q8N1W2""",3
"""Q8WYP3""",4
"""P18505""",5
"""Q14469""",10
"""Q99426""",3
"""Q330K2""",5
"""Q16553""",3
"""Q6NS38""",4
"""P26583""",5
"""O00194""",11
"""P47914""",19
"""P62308""",14
"""P51689""",8
"""Q8NGS5""",5
"""Q08AM6""",7
"""Q9NUP7""",3
"""Q9UMQ6""",2
"""Q8NGH5""",5
"""P47883""",5
"""Q9Y5K1""",4
"""P98172""",4
"""Q8N9B8""",4
"""Q9NR80""",10
"""Q5RI15""",9
"""P54709""",9
"""Q9BSG1""",3
"""Q9BZE2""",3
"""Q92781""",9
"""P12532""",4
"""P12724""",4
"""Q5VV52""",3
"""Q9NXL2""",10
"""Q6PCB8""",4
"""O14639""",4
"""Q6IQ21""",3
"""Q9P1A6""",3
"""Q9NX62""",4
"""Q9ULK5""",5
"""P52742""",3
"""Q9P0J6""",6
"""P01298""",7
"""P35442""",7
"""A5PLN9""",4
"""P01178""",8
"""Q13813""",27
"""O95551""",3
"""P61106""",16
"""Q5VV67""",3
"""P0CG05""",23
"""P06729""",2
"""P52757""",3
"""O00584""",3
"""Q9UI43""",4
"""Q7LGA3""",5
"""Q7Z3B1""",3
"""Q12772""",5
"""Q9Y3D5""",6
"""P50226""",4
"""Q96R69""",5
"""Q13636""",10
"""Q9UGQ3""",3
"""O94888""",3
"""Q96JC9""",5
"""P29120""",7
"""Q86Y46""",2
"""Q8TD07""",3
"""Q14376""",3
"""Q9HD23""",2
"""Q8NFT2""",3
"""P43487""",8
"""Q05923""",6
"""Q9Y6K0""",6
"""O14843""",7
"""Q9HCE7""",24
"""P08708""",23
"""O15047""",8
"""Q9UNP9""",13
"""Q08211""",33
"""P31151""",5
"""Q8N7K0""",3
"""O43451""",6
"""Q15797""",12
"""Q92911""",8
"""P10412""",10
"""Q9NYW1""",6
"""Q93084""",10
"""Q9Y6K9""",63
"""Q9NYA1""",13
"""P78386""",2
"""Q9NYK5""",6
"""P01871""",7
"""Q9P244""",3
"""Q92734""",8
"""Q96SK3""",3
"""Q9BYG4""",4
"""Q6P589""",4
"""P10916""",2
"""Q9UBS0""",8
"""P33316""",3
"""Q5JNZ3""",3
"""P23921""",3
"""P06756""",26
"""Q9BZM5""",3
"""P51810""",7
"""Q9UBH0""",5
"""Q96MT8""",16
"""Q92889""",12
"""Q96D71""",4
"""O00501""",4
"""Q03164""",9
"""O75891""",4
"""P08912""",8
"""P51965""",46
"""Q96RK4""",4
"""O94805""",8
"""P08246""",10
"""O95665""",7
"""Q9Y473""",3
"""Q9H6R3""",4
"""P35244""",68
"""Q8WV44""",4
"""O75084""",8
"""P36956""",5
"""Q15345""",7
"""Q96R27""",5
"""Q01449""",2
"""Q96JJ7""",4
"""Q8IZV5""",9
"""Q8IZU9""",2
"""Q8NGT1""",5
"""Q8NH51""",5
"""P08069""",6
"""Q8NGG0""",5
"""C9JVI0""",4
"""Q10469""",6
"""Q14964""",9
"""P16885""",23
"""Q05329""",5
"""Q9Y2U8""",10
"""Q13303""",6
"""Q99447""",5
"""Q9Y2J8""",5
"""Q7L5L3""",5
"""Q8N162""",5
"""O14771""",3
"""Q6P9B9""",3
"""Q8IWV8""",4
"""Q8NGJ6""",5
"""Q8TD55""",3
"""Q9BV23""",8
"""Q96HA1""",56
"""Q8NFQ5""",3
"""Q8NFF5""",4
"""Q9NQN1""",5
"""Q8NEZ5""",7
"""Q8N5V2""",14
"""P20338""",13
"""Q9NS73""",3
"""Q9P2R7""",4
"""Q96MW5""",11
"""O43559""",21
"""P15173""",3
"""A8MUK1""",4
"""P23468""",4
"""Q14002""",3
"""Q99942""",12
"""O75474""",6
"""Q9NY97""",9
"""Q9BYC2""",4
"""Q9BS26""",3
"""Q9NZL9""",8
"""Q5VTR2""",4
"""Q96EA4""",16
"""Q86TJ2""",7
"""P80297""",3
"""P80162""",8
"""Q67FW5""",4
"""Q9UKT5""",10
"""Q9H8V3""",10
"""Q7Z5W3""",3
"""Q9UK41""",12
"""Q13948""",4
"""Q9H9A7""",22
"""P51398""",6
"""Q7Z6B7""",7
"""P27348""",22
"""Q01668""",11
"""Q9Y572""",17
"""Q9H832""",8
"""Q14694""",8
"""Q5JV73""",3
"""Q9Y566""",3
"""Q9H0U6""",6
"""Q9UBR4""",4
"""Q9BXM7""",2
"""Q8IYL2""",3
"""Q15303""",30
"""P63252""",15
"""Q5NV67""",20
"""P46087""",4
"""Q12979""",10
"""Q9Y2M5""",7
"""P49908""",4
"""P01704""",23
"""P48357""",2
"""Q9Y275""",5
"""Q13402""",6
"""Q15813""",3
"""P48051""",11
"""Q16787""",16
"""O60568""",3
"""P49763""",5
"""Q15126""",4
"""A0AVK6""",6
"""O14978""",3
"""Q92536""",7
"""P56211""",5
"""Q8NB78""",7
"""Q9HCG8""",4
"""Q9NZN1""",8
"""A6NIX2""",5
"""Q8NHG8""",4
"""Q8NGQ4""",5
"""A8K7I4""",3
"""Q8NGF4""",5
"""Q9BUX1""",5
"""P30281""",13
"""P78371""",16
"""Q8NFZ4""",3
"""Q8NH18""",5
"""Q8NGP8""",5
"""Q8NGE8""",5
"""Q7RTP0""",2
"""Q9H3M0""",3
"""Q96NW4""",4
"""P20292""",8
"""Q86VW1""",5
"""P09382""",4
"""Q92905""",13
"""A8MWA4""",3
"""P35712""",4
"""P12838""",6
"""O95140""",4
"""Q9BRY0""",6
"""Q93099""",4
"""P17542""",5
"""Q9UKA2""",7
"""Q8TBZ8""",3
"""P06126""",3
"""Q9UM54""",10
"""Q8IVL5""",3
"""Q6UVK1""",8
"""Q9ULI4""",8
"""Q9H3M9""",4
"""Q9Y6W5""",11
"""P51170""",3
"""O75396""",17
"""Q30KQ9""",5
"""O94972""",4
"""Q96DN6""",4
"""P55201""",9
"""P36941""",4
"""Q96JT2""",3
"""Q9H244""",12
"""Q14766""",7
"""Q96EV8""",5
"""P55851""",6
"""Q16850""",8
"""P52736""",3
"""Q9H7L9""",11
"""O15131""",5
"""Q9NPE3""",4
"""P28676""",3
"""Q9Y3B4""",5
"""Q96R48""",5
"""Q13615""",7
"""P49790""",56
"""Q07065""",8
"""Q9Y2T3""",4
"""Q99759""",5
"""Q99624""",4
"""Q8N474""",4
"""P01116""",108
"""P01772""",23
"""P62314""",7
"""O43175""",4
"""Q8NGI1""",5
"""Q9BXR5""",6
"""P30411""",8
"""Q8NG31""",19
"""P04054""",10
"""Q9NX09""",5
"""O14936""",11
"""P13761""",10
"""Q9NVM9""",3
"""P14625""",11
"""P49685""",4
"""Q5TA76""",3
"""P10646""",3
"""P03886""",5
"""Q5FYB0""",8
"""Q96AD5""",9
"""P13584""",11
"""B7ZC32""",8
"""P25063""",3
"""P24385""",30
"""Q6UXX9""",4
"""Q9HBH5""",4
"""Q9P031""",2
"""P12109""",12
"""O95863""",5
"""P53794""",4
"""Q96ST2""",5
"""Q86UN3""",3
"""Q9H1K1""",2
"""Q9H4B8""",7
"""Q99963""",14
"""Q13459""",7
"""Q86V97""",7
"""Q86UX7""",4
"""P35520""",6
"""Q00975""",3
"""Q13153""",41
"""Q9BYE3""",3
"""Q15543""",20
"""P19875""",8
"""Q14865""",3
"""Q86WA9""",4
"""Q8WW22""",3
"""O95248""",9
"""Q9UKK6""",4
"""P55263""",4
"""Q9UQQ2""",6
"""Q9Y2Y1""",9
"""Q9Y4X3""",8
"""Q9H853""",6
"""Q8NCH0""",5
"""Q9H1C7""",3
"""O75208""",4
"""Q9Y587""",5
"""Q8N687""",5
"""P55773""",9
"""Q14574""",3
"""P49419""",5
"""Q6P4F7""",3
"""Q15438""",4
"""Q4QY38""",5
"""Q99717""",3
"""Q92521""",4
"""Q8IZS8""",7
"""P63267""",2
"""Q6NZ67""",9
"""O15239""",5
"""Q9NUB1""",4
"""O60262""",54
"""Q6BCY4""",3
"""Q8TE54""",4
"""Q86YW7""",7
"""P21333""",12
"""Q71U36""",25
"""P05413""",4
"""Q86YL7""",3
"""P25963""",47
"""Q86XT2""",12
"""P42768""",11
"""O14744""",12
"""Q8NGR9""",5
"""Q86XI2""",5
"""Q96BN8""",8
"""P30488""",7
"""Q02127""",4
"""Q5Y7A7""",10
"""P06132""",3
"""Q9UHV9""",5
"""Q6UWB1""",5
"""P01589""",15
"""P61981""",37
"""Q9H2K0""",4
"""O75381""",5
"""P17677""",3
"""Q13231""",6
"""Q15642""",6
"""Q9BT25""",16
"""P55290""",4
"""Q96FA3""",21
"""Q96FX8""",3
"""O95347""",7
"""P62917""",19
"""Q86UT5""",4
"""Q9HAJ7""",7
"""Q5MCW4""",3
"""Q9Y6N6""",8
"""Q9Y6A5""",4
"""Q9UKG4""",4
"""P15848""",15
"""P52907""",16
"""Q9NRZ5""",5
"""Q9Y5U5""",4
"""P09958""",39
"""Q96SQ5""",3
"""O94966""",4
"""Q9H1J5""",8
"""P01892""",18
"""Q9Y4I1""",3
"""Q96LT9""",4
"""Q13126""",5
"""P49961""",4
"""O95716""",6
"""Q99816""",12
"""P30510""",7
"""P68871""",10
"""Q92620""",11
"""Q9NVX0""",16
"""Q92614""",6
"""Q92806""",11
"""Q8NC56""",10
"""O15146""",2
"""P05091""",9
"""P01611""",23
"""Q9Y3N9""",5
"""P20827""",3
"""Q9NV70""",4
"""Q6QHF9""",10
"""O60361""",3
"""P23771""",15
"""Q6P2Q9""",5
"""Q15906""",3
"""P35250""",52
"""O60547""",6
"""P16220""",68
"""P42681""",4
"""P41134""",4
"""O75771""",10
"""P04075""",12
"""Q8TES7""",3
"""Q13621""",4
"""Q8TF47""",3
"""O14957""",4
"""P05787""",2
"""Q8NGZ3""",5
"""P12235""",11
"""P07101""",4
"""P52565""",8
"""Q9C0E4""",6
"""A8MXY4""",3
"""P08621""",4
"""Q9H583""",4
"""Q9P2H3""",3
"""O75594""",4
"""Q9H4A3""",3
"""Q13444""",3
"""Q01851""",6
"""P0C646""",5
"""Q92994""",6
"""Q13330""",20
"""P60059""",11
"""P05496""",9
"""Q13324""",6
"""Q15054""",41
"""P36551""",3
"""P16109""",5
"""Q9HBU6""",5
"""Q96FJ2""",37
"""Q9UKJ1""",3
"""Q9GZV9""",73
"""Q8IWA4""",4
"""P07766""",10
"""P09871""",7
"""P53680""",39
"""Q9H172""",3
"""O75489""",5
"""P39019""",23
"""P00450""",9
"""Q7Z7H8""",6
"""Q8WW43""",24
"""Q6ZSS3""",3
"""O75369""",5
"""O96019""",17
"""Q92833""",3
"""Q13219""",2
"""Q6ZV29""",5
"""P48039""",6
"""Q7L1V2""",4
"""O94919""",4
"""O15230""",10
"""P49914""",4
"""Q53H12""",8
"""P01023""",15
"""Q7Z4I7""",3
"""Q9NPC2""",7
"""P48549""",11
"""Q8N5C8""",41
"""Q5SZD4""",7
"""Q9NPB6""",12
"""P17980""",9
"""O43820""",5
"""P21453""",7
"""Q09428""",11
"""P30504""",9
"""O43148""",12
"""Q9BQQ7""",5
"""Q9C000""",5
"""P78563""",5
"""P31358""",3
"""Q658P3""",9
"""P10109""",11
"""Q7Z392""",4
"""P01574""",5
"""P51003""",11
"""O60469""",4
"""Q96PL2""",3
"""Q9UGI0""",4
"""Q00403""",15
"""P35052""",21
"""Q96PK6""",5
"""P18433""",7
"""P10619""",15
"""Q14397""",5
"""Q96H40""",3
"""Q9HCS4""",15
"""Q9HCU5""",9
"""O75078""",2
"""Q15147""",11
"""P63096""",30
"""Q9Y6X1""",4
"""O00204""",4
"""Q7Z7A1""",22
"""P34998""",6
"""P50148""",16
"""Q9Y6M1""",2
"""P08729""",2
"""P51668""",57
"""Q9UGI9""",18
"""P40939""",14
"""Q01959""",8
"""A5D8V6""",12
"""P35613""",14
"""Q13438""",18
"""P48066""",13
"""Q70SY1""",3
"""P42357""",4
"""Q5D862""",3
"""O76011""",2
"""P23327""",4
"""Q9HA47""",4
"""Q9HB19""",5
"""P47898""",8
"""Q9NY61""",5
"""Q9NRD5""",8
"""P00558""",5
"""O60673""",6
"""Q9NQX5""",3
"""Q9NQC1""",3
"""P33151""",9
"""O43181""",5
"""P01308""",21
"""P49862""",2
"""Q9BXH1""",6
"""Q8TF32""",3
"""Q29963""",7
"""P23276""",5
"""P0DN86""",9
"""P23141""",3
"""Q92796""",13
"""P61081""",11
"""O60496""",6
"""Q9UJA3""",22
"""Q5TA82""",3
"""P30566""",4
"""Q96QT4""",4
"""Q96R54""",5
"""Q96HN2""",4
"""Q8TC41""",4
"""P31946""",53
"""P28562""",6
"""Q13501""",15
"""Q8TDQ7""",4
"""P25942""",6
"""Q6GQQ9""",9
"""Q8IZM6""",3
"""Q8NGY1""",5
"""Q9Y2K7""",3
"""P27695""",9
"""Q8NCG7""",8
"""Q9H6Z9""",5
"""P48995""",11
"""P03952""",6
"""P0C0S5""",50
"""P35325""",3
"""Q8NGZ6""",5
"""Q01344""",14
"""Q9C0F3""",3
"""P10696""",3
"""Q8NH06""",5
"""P30455""",7
"""Q9BV73""",16
