Type,Sample,Size,ms,Repetition
UNIPROT,35,4000,803.683,2
UNIPROT,35,4000,806.871,3
UNIPROT,35,4000,865.460,4
UNIPROT,35,4000,815.057,5
UNIPROT,35,6000,871.679,1
UNIPROT,35,6000,869.164,2
UNIPROT,35,6000,870.777,3
UNIPROT,35,6000,933.013,4
UNIPROT,35,6000,876.950,5
UNIPROT,35,8000,936.567,1
UNIPROT,35,8000,931.887,2
UNIPROT,35,8000,1014.961,3
UNIPROT,35,8000,941.162,4
UNIPROT,35,8000,940.010,5
UNIPROT,35,10000,1075.039,1
UNIPROT,35,10000,1009.135,2
UNIPROT,35,10000,1010.332,3
UNIPROT,35,10000,999.327,4
UNIPROT,35,10000,1004.918,5
UNIPROT,35,12000,1062.662,1
UNIPROT,35,12000,1073.589,2
UNIPROT,35,12000,1084.885,3
UNIPROT,35,12000,1070.919,4
UNIPROT,35,12000,1149.366,5
UNIPROT,35,14000,1137.682,1
UNIPROT,35,14000,1121.323,2
UNIPROT,35,14000,1176.824,3
UNIPROT,35,14000,1128.718,4
UNIPROT,35,14000,1148.407,5
UNIPROT,35,16000,1252.092,1
UNIPROT,35,16000,1197.804,2
UNIPROT,35,16000,1203.361,3
UNIPROT,35,16000,1195.103,4
UNIPROT,35,16000,1264.913,5
UNIPROT,35,18000,1278.047,1
UNIPROT,35,18000,1272.673,2
UNIPROT,35,18000,1336.392,3
UNIPROT,35,18000,1266.600,4
UNIPROT,35,18000,1274.665,5
UNIPROT,35,20000,1391.342,1
UNIPROT,35,20000,1350.674,2
UNIPROT,35,20000,1340.275,3
UNIPROT,35,20000,1343.095,4
UNIPROT,35,20000,1340.861,5
UNIPROT,36,1,671.634,1
UNIPROT,36,1,674.595,2
UNIPROT,36,1,661.725,3
UNIPROT,36,1,664.315,4
UNIPROT,36,1,663.634,5
UNIPROT,36,2000,803.390,1
UNIPROT,36,2000,742.282,2
UNIPROT,36,2000,750.991,3
UNIPROT,36,2000,731.084,4
UNIPROT,36,2000,754.042,5
UNIPROT,36,4000,896.160,1
UNIPROT,36,4000,797.832,2
UNIPROT,36,4000,813.017,3
UNIPROT,36,4000,803.807,4
UNIPROT,36,4000,799.789,5
UNIPROT,36,6000,951.158,1
UNIPROT,36,6000,876.535,2
UNIPROT,36,6000,866.572,3
UNIPROT,36,6000,865.357,4
UNIPROT,36,6000,865.514,5
UNIPROT,36,8000,938.266,1
UNIPROT,36,8000,931.309,2
UNIPROT,36,8000,939.490,3
UNIPROT,36,8000,940.243,4
UNIPROT,36,8000,980.725,5
UNIPROT,36,10000,1008.307,1
UNIPROT,36,10000,1015.096,2
UNIPROT,36,10000,1006.727,3
UNIPROT,36,10000,1061.175,4
UNIPROT,36,10000,1001.125,5
UNIPROT,36,12000,1064.110,1
UNIPROT,36,12000,1068.665,2
UNIPROT,36,12000,1144.799,3
UNIPROT,36,12000,1070.750,4
UNIPROT,36,12000,1082.150,5
UNIPROT,36,14000,1185.356,1
UNIPROT,36,14000,1145.915,2
UNIPROT,36,14000,1137.734,3
UNIPROT,36,14000,1142.993,4
UNIPROT,36,14000,1196.799,5
UNIPROT,36,16000,1198.810,1
UNIPROT,36,16000,1198.213,2
UNIPROT,36,16000,1330.884,3
UNIPROT,36,16000,1299.579,4
UNIPROT,36,16000,1218.657,5
UNIPROT,36,18000,1337.081,1
UNIPROT,36,18000,1272.314,2
UNIPROT,36,18000,1278.177,3
UNIPROT,36,18000,1270.570,4
UNIPROT,36,18000,1326.520,5
UNIPROT,36,20000,1338.484,1
UNIPROT,36,20000,1329.289,2
UNIPROT,36,20000,1390.031,3
UNIPROT,36,20000,1326.187,4
UNIPROT,36,20000,1336.504,5
UNIPROT,37,1,671.493,1
UNIPROT,37,1,666.187,2
UNIPROT,37,1,732.372,3
UNIPROT,37,1,664.555,4
UNIPROT,37,1,661.978,5
UNIPROT,37,2000,750.246,1
UNIPROT,37,2000,745.544,2
UNIPROT,37,2000,753.822,3
UNIPROT,37,2000,835.402,4
UNIPROT,37,2000,747.287,5
UNIPROT,37,4000,809.459,1
UNIPROT,37,4000,818.195,2
UNIPROT,37,4000,808.337,3
UNIPROT,37,4000,895.720,4
UNIPROT,37,4000,813.732,5
UNIPROT,37,6000,879.412,1
UNIPROT,37,6000,873.960,2
UNIPROT,37,6000,929.949,3
UNIPROT,37,6000,876.788,4
UNIPROT,37,6000,885.209,5
UNIPROT,37,8000,948.175,1
UNIPROT,37,8000,1019.603,2
UNIPROT,37,8000,950.242,3
UNIPROT,37,8000,948.820,4
UNIPROT,37,8000,959.084,5
UNIPROT,37,10000,1087.107,1
UNIPROT,37,10000,1008.996,2
UNIPROT,37,10000,1029.402,3
UNIPROT,37,10000,1022.020,4
UNIPROT,37,10000,1033.421,5
UNIPROT,37,12000,1082.632,1
UNIPROT,37,12000,1093.393,2
UNIPROT,37,12000,1115.053,3
UNIPROT,37,12000,1154.559,4
UNIPROT,37,12000,1084.692,5
UNIPROT,37,14000,1155.753,1
UNIPROT,37,14000,1143.894,2
UNIPROT,37,14000,1247.569,3
UNIPROT,37,14000,1136.068,4
UNIPROT,37,14000,1151.731,5
UNIPROT,37,16000,1248.108,1
UNIPROT,37,16000,1204.150,2
UNIPROT,37,16000,1211.776,3
UNIPROT,37,16000,1209.123,4
UNIPROT,37,16000,1229.655,5
UNIPROT,37,18000,1274.039,1
UNIPROT,37,18000,1275.944,2
UNIPROT,37,18000,1308.238,3
UNIPROT,37,18000,1266.877,4
UNIPROT,37,18000,1288.889,5
UNIPROT,37,20000,1400.118,1
UNIPROT,37,20000,1334.338,2
UNIPROT,37,20000,1359.584,3
UNIPROT,37,20000,1325.041,4
UNIPROT,37,20000,1439.000,5
UNIPROT,38,1,674.147,1
UNIPROT,38,1,670.832,2
UNIPROT,38,1,666.761,3
UNIPROT,38,1,664.148,4
UNIPROT,38,1,665.733,5
UNIPROT,38,2000,746.039,1
UNIPROT,38,2000,737.746,2
UNIPROT,38,2000,741.189,3
UNIPROT,38,2000,738.651,4
UNIPROT,38,2000,737.546,5
UNIPROT,38,4000,824.265,1
UNIPROT,38,4000,811.493,2
UNIPROT,38,4000,810.091,3
UNIPROT,38,4000,799.041,4
UNIPROT,38,4000,808.167,5
UNIPROT,38,6000,886.821,1
UNIPROT,38,6000,870.068,2
UNIPROT,38,6000,881.349,3
UNIPROT,38,6000,874.965,4
UNIPROT,38,6000,933.748,5
UNIPROT,38,8000,944.623,1
UNIPROT,38,8000,947.721,2
UNIPROT,38,8000,928.366,3
UNIPROT,38,8000,948.231,4
UNIPROT,38,8000,1010.013,5
UNIPROT,38,10000,1006.184,1
UNIPROT,38,10000,1006.148,2
UNIPROT,38,10000,1066.903,3
UNIPROT,38,10000,1006.192,4
UNIPROT,38,10000,1010.091,5
UNIPROT,38,12000,1061.459,1
UNIPROT,38,12000,1102.530,2
UNIPROT,38,12000,1059.194,3
UNIPROT,38,12000,1066.820,4
UNIPROT,38,12000,1077.053,5
UNIPROT,38,14000,1235.624,1
UNIPROT,38,14000,1127.415,2
UNIPROT,38,14000,1140.256,3
UNIPROT,38,14000,1131.213,4
UNIPROT,38,14000,1191.876,5
UNIPROT,38,16000,1199.210,1
UNIPROT,38,16000,1217.293,2
UNIPROT,38,16000,1256.834,3
UNIPROT,38,16000,1206.609,4
UNIPROT,38,16000,1205.860,5
UNIPROT,38,18000,1350.421,1
UNIPROT,38,18000,1265.518,2
UNIPROT,38,18000,1272.177,3
UNIPROT,38,18000,1273.841,4
UNIPROT,38,18000,1348.729,5
UNIPROT,38,20000,1338.559,1
UNIPROT,38,20000,1332.865,2
UNIPROT,38,20000,1357.815,3
UNIPROT,38,20000,1346.448,4
UNIPROT,38,20000,1332.300,5
UNIPROT,39,1,675.943,1
UNIPROT,39,1,716.059,2
UNIPROT,39,1,670.270,3
UNIPROT,39,1,668.767,4
UNIPROT,39,1,661.137,5
UNIPROT,39,2000,749.231,1
UNIPROT,39,2000,742.158,2
UNIPROT,39,2000,804.652,3
UNIPROT,39,2000,746.539,4
UNIPROT,39,2000,741.643,5
UNIPROT,39,4000,801.484,1
UNIPROT,39,4000,809.436,2
UNIPROT,39,4000,863.409,3
UNIPROT,39,4000,808.143,4
UNIPROT,39,4000,798.218,5
UNIPROT,39,6000,871.675,1
UNIPROT,39,6000,864.353,2
UNIPROT,39,6000,921.888,3
UNIPROT,39,6000,868.580,4
UNIPROT,39,6000,860.613,5
UNIPROT,39,8000,935.224,1
UNIPROT,39,8000,972.989,2
UNIPROT,39,8000,930.994,3
UNIPROT,39,8000,931.847,4
UNIPROT,39,8000,931.900,5
UNIPROT,39,10000,1042.423,1
UNIPROT,39,10000,1000.120,2
UNIPROT,39,10000,996.144,3
UNIPROT,39,10000,1035.760,4
UNIPROT,39,10000,1002.861,5
UNIPROT,39,12000,1072.079,1
UNIPROT,39,12000,1061.744,2
UNIPROT,39,12000,1058.216,3
UNIPROT,39,12000,1140.017,4
UNIPROT,39,12000,1070.179,5
UNIPROT,39,14000,1131.473,1
UNIPROT,39,14000,1141.666,2
UNIPROT,39,14000,1215.351,3
UNIPROT,39,14000,1131.699,4
UNIPROT,39,14000,1129.077,5
UNIPROT,39,16000,1317.467,1
UNIPROT,39,16000,1198.836,2
UNIPROT,39,16000,1194.622,3
UNIPROT,39,16000,1199.242,4
UNIPROT,39,16000,1262.848,5
UNIPROT,39,18000,1277.749,1
UNIPROT,39,18000,1277.417,2
UNIPROT,39,18000,1374.232,3
UNIPROT,39,18000,1280.896,4
UNIPROT,39,18000,1268.414,5
UNIPROT,39,20000,1357.925,1
UNIPROT,39,20000,1331.341,2
UNIPROT,39,20000,1352.533,3
UNIPROT,39,20000,1364.052,4
UNIPROT,39,20000,1355.304,5
UNIPROT,40,1,663.436,1
UNIPROT,40,1,692.310,2
UNIPROT,40,1,671.115,3
UNIPROT,40,1,712.948,4
UNIPROT,40,1,662.035,5
UNIPROT,40,2000,746.478,1
UNIPROT,40,2000,746.378,2
UNIPROT,40,2000,743.801,3
UNIPROT,40,2000,763.594,4
UNIPROT,40,2000,818.497,5
UNIPROT,40,4000,807.209,1
UNIPROT,40,4000,816.703,2
UNIPROT,40,4000,1092.997,3
UNIPROT,40,4000,963.400,4
UNIPROT,40,4000,922.800,5
UNIPROT,40,6000,883.283,1
UNIPROT,40,6000,876.449,2
UNIPROT,40,6000,876.618,3
UNIPROT,40,6000,974.922,4
UNIPROT,40,6000,888.043,5
UNIPROT,40,8000,943.665,1
UNIPROT,40,8000,949.265,2
UNIPROT,40,8000,1033.306,3
UNIPROT,40,8000,962.834,4
UNIPROT,40,8000,945.028,5
UNIPROT,40,10000,1072.329,1
UNIPROT,40,10000,1041.860,2
UNIPROT,40,10000,1012.122,3
UNIPROT,40,10000,1020.162,4
UNIPROT,40,10000,1013.008,5
UNIPROT,40,12000,1088.027,1
UNIPROT,40,12000,1078.860,2
UNIPROT,40,12000,1074.297,3
UNIPROT,40,12000,1078.144,4
UNIPROT,40,12000,1157.056,5
UNIPROT,40,14000,1138.969,1
UNIPROT,40,14000,1142.040,2
UNIPROT,40,14000,1249.819,3
UNIPROT,40,14000,1142.810,4
UNIPROT,40,14000,1147.968,5
UNIPROT,40,16000,1251.997,1
UNIPROT,40,16000,1210.867,2
UNIPROT,40,16000,1203.751,3
UNIPROT,40,16000,1202.224,4
UNIPROT,40,16000,1258.104,5
UNIPROT,40,18000,1289.146,1
UNIPROT,40,18000,1277.900,2
UNIPROT,40,18000,1398.992,3
UNIPROT,40,18000,1307.677,4
UNIPROT,40,18000,1278.340,5
UNIPROT,40,20000,1453.267,1
UNIPROT,40,20000,1385.507,2
UNIPROT,40,20000,1360.601,3
UNIPROT,40,20000,1402.843,4
UNIPROT,40,20000,1351.890,5
UNIPROT,41,1,713.345,1
UNIPROT,41,1,664.727,2
UNIPROT,41,1,671.349,3
UNIPROT,41,1,805.209,4
UNIPROT,41,1,765.486,5
UNIPROT,41,2000,754.766,1
UNIPROT,41,2000,750.982,2
UNIPROT,41,2000,751.908,3
UNIPROT,41,2000,768.339,4
UNIPROT,41,2000,843.257,5
UNIPROT,41,4000,819.212,1
UNIPROT,41,4000,815.969,2
UNIPROT,41,4000,820.131,3
UNIPROT,41,4000,869.259,4
UNIPROT,41,4000,815.789,5
UNIPROT,41,6000,887.392,1
UNIPROT,41,6000,891.123,2
UNIPROT,41,6000,886.120,3
UNIPROT,41,6000,960.219,4
UNIPROT,41,6000,884.497,5
UNIPROT,41,8000,951.900,1
UNIPROT,41,8000,1062.817,2
UNIPROT,41,8000,959.209,3
UNIPROT,41,8000,952.509,4
UNIPROT,41,8000,938.952,5
UNIPROT,41,10000,1069.904,1
UNIPROT,41,10000,1029.831,2
UNIPROT,41,10000,1016.371,3
UNIPROT,41,10000,1008.496,4
UNIPROT,41,10000,1014.371,5
UNIPROT,41,12000,1082.408,1
UNIPROT,41,12000,1081.727,2
UNIPROT,41,12000,1079.003,3
UNIPROT,41,12000,1153.901,4
UNIPROT,41,12000,1076.261,5
UNIPROT,41,14000,1158.079,1
UNIPROT,41,14000,1212.033,2
UNIPROT,41,14000,1148.301,3
UNIPROT,41,14000,1148.390,4
UNIPROT,41,14000,1153.008,5
UNIPROT,41,16000,1218.517,1
UNIPROT,41,16000,1210.773,2
UNIPROT,41,16000,1214.179,3
UNIPROT,41,16000,1297.578,4
UNIPROT,41,16000,1215.635,5
UNIPROT,41,18000,1297.363,1
UNIPROT,41,18000,1327.172,2
UNIPROT,41,18000,1297.473,3
UNIPROT,41,18000,1291.269,4
UNIPROT,41,18000,1301.487,5
UNIPROT,41,20000,1347.017,1
UNIPROT,41,20000,1347.714,2
UNIPROT,41,20000,1348.954,3
UNIPROT,41,20000,1441.210,4
UNIPROT,41,20000,1343.177,5
UNIPROT,42,1,672.823,1
UNIPROT,42,1,670.131,2
UNIPROT,42,1,716.022,3
UNIPROT,42,1,665.797,4
UNIPROT,42,1,665.097,5
UNIPROT,42,2000,734.559,1
UNIPROT,42,2000,744.004,2
UNIPROT,42,2000,741.948,3
UNIPROT,42,2000,800.099,4
UNIPROT,42,2000,738.572,5
UNIPROT,42,4000,806.818,1
UNIPROT,42,4000,806.859,2
UNIPROT,42,4000,811.657,3
UNIPROT,42,4000,906.752,4
UNIPROT,42,4000,817.906,5
UNIPROT,42,6000,868.015,1
UNIPROT,42,6000,869.939,2
UNIPROT,42,6000,920.683,3
UNIPROT,42,6000,867.177,4
UNIPROT,42,6000,869.225,5
UNIPROT,42,8000,927.425,1
UNIPROT,42,8000,990.166,2
UNIPROT,42,8000,936.251,3
UNIPROT,42,8000,930.230,4
UNIPROT,42,8000,936.308,5
UNIPROT,42,10000,1058.465,1
UNIPROT,42,10000,1010.515,2
UNIPROT,42,10000,1006.781,3
UNIPROT,42,10000,1003.686,4
UNIPROT,42,10000,1020.752,5
UNIPROT,42,12000,1083.048,1
UNIPROT,42,12000,1081.261,2
UNIPROT,42,12000,1074.780,3
UNIPROT,42,12000,1121.175,4
UNIPROT,42,12000,1078.523,5
UNIPROT,42,14000,1138.895,1
UNIPROT,42,14000,1197.586,2
UNIPROT,42,14000,1127.849,3
UNIPROT,42,14000,1144.876,4
UNIPROT,42,14000,1131.503,5
UNIPROT,42,16000,1297.633,1
UNIPROT,42,16000,1221.205,2
UNIPROT,42,16000,1203.717,3
UNIPROT,42,16000,1213.846,4
UNIPROT,42,16000,1302.996,5
UNIPROT,42,18000,1294.012,1
UNIPROT,42,18000,1365.488,2
UNIPROT,42,18000,1277.093,3
UNIPROT,42,18000,1283.051,4
UNIPROT,42,18000,1287.042,5
UNIPROT,42,20000,1360.425,1
UNIPROT,42,20000,1351.758,2
UNIPROT,42,20000,1355.144,3
UNIPROT,42,20000,1358.975,4
UNIPROT,42,20000,1356.411,5
UNIPROT,43,1,801.004,1
UNIPROT,43,1,668.162,2
UNIPROT,43,1,667.228,3
UNIPROT,43,1,669.564,4
UNIPROT,43,1,716.054,5
UNIPROT,43,2000,752.080,1
UNIPROT,43,2000,747.675,2
UNIPROT,43,2000,744.730,3
UNIPROT,43,2000,741.903,4
UNIPROT,43,2000,798.274,5
UNIPROT,43,4000,815.376,1
UNIPROT,43,4000,812.840,2
UNIPROT,43,4000,811.353,3
UNIPROT,43,4000,811.627,4
UNIPROT,43,4000,862.666,5
UNIPROT,43,6000,882.732,1
UNIPROT,43,6000,871.678,2
UNIPROT,43,6000,892.504,3
UNIPROT,43,6000,932.164,4
UNIPROT,43,6000,878.652,5
UNIPROT,43,8000,947.917,1
UNIPROT,43,8000,952.667,2
UNIPROT,43,8000,945.791,3
UNIPROT,43,8000,1019.016,4
UNIPROT,43,8000,958.200,5
UNIPROT,43,10000,1008.455,1
UNIPROT,43,10000,1069.745,2
UNIPROT,43,10000,1013.628,3
UNIPROT,43,10000,1009.519,4
UNIPROT,43,10000,1013.278,5
UNIPROT,43,12000,1097.772,1
UNIPROT,43,12000,1064.002,2
UNIPROT,43,12000,1074.853,3
UNIPROT,43,12000,1076.482,4
UNIPROT,43,12000,1076.921,5
UNIPROT,43,14000,1147.552,1
UNIPROT,43,14000,1133.959,2
UNIPROT,43,14000,1126.269,3
UNIPROT,43,14000,1172.096,4
UNIPROT,43,14000,1134.031,5
UNIPROT,43,16000,1211.463,1
UNIPROT,43,16000,1288.929,2
UNIPROT,43,16000,1194.919,3
UNIPROT,43,16000,1208.084,4
UNIPROT,43,16000,1203.224,5
UNIPROT,43,18000,1272.757,1
UNIPROT,43,18000,1287.302,2
UNIPROT,43,18000,1281.611,3
UNIPROT,43,18000,1343.635,4
UNIPROT,43,18000,1286.318,5
UNIPROT,43,20000,1353.568,1
UNIPROT,43,20000,1403.009,2
UNIPROT,43,20000,1355.422,3
UNIPROT,43,20000,1352.354,4
UNIPROT,43,20000,1347.776,5
UNIPROT,44,1,716.775,1
UNIPROT,44,1,674.448,2
UNIPROT,44,1,671.184,3
UNIPROT,44,1,661.803,4
UNIPROT,44,1,665.850,5
UNIPROT,44,2000,747.596,1
UNIPROT,44,2000,795.356,2
UNIPROT,44,2000,751.079,3
UNIPROT,44,2000,747.603,4
UNIPROT,44,2000,746.560,5
UNIPROT,44,4000,809.985,1
UNIPROT,44,4000,867.802,2
UNIPROT,44,4000,806.193,3
UNIPROT,44,4000,809.182,4
UNIPROT,44,4000,799.272,5
UNIPROT,44,6000,879.357,1
UNIPROT,44,6000,922.591,2
UNIPROT,44,6000,879.990,3
UNIPROT,44,6000,876.647,4
UNIPROT,44,6000,872.658,5
UNIPROT,44,8000,988.647,1
UNIPROT,44,8000,931.478,2
UNIPROT,44,8000,936.881,3
UNIPROT,44,8000,931.703,4
UNIPROT,44,8000,932.916,5
UNIPROT,44,10000,999.909,1
UNIPROT,44,10000,995.496,2
UNIPROT,44,10000,1007.316,3
UNIPROT,44,10000,1002.839,4
UNIPROT,44,10000,1063.976,5
UNIPROT,44,12000,1070.212,1
UNIPROT,44,12000,1065.334,2
UNIPROT,44,12000,1090.922,3
UNIPROT,44,12000,1244.681,4
UNIPROT,44,12000,1058.306,5
UNIPROT,44,14000,1135.003,1
UNIPROT,44,14000,1213.364,2
UNIPROT,44,14000,1144.967,3
UNIPROT,44,14000,1135.882,4
UNIPROT,44,14000,1131.632,5
UNIPROT,44,16000,1203.841,1
UNIPROT,44,16000,1211.288,2
UNIPROT,44,16000,1199.709,3
UNIPROT,44,16000,1194.881,4
UNIPROT,44,16000,1280.274,5
UNIPROT,44,18000,1274.008,1
UNIPROT,44,18000,1347.331,2
UNIPROT,44,18000,1283.822,3
UNIPROT,44,18000,1283.529,4
UNIPROT,44,18000,1278.105,5
UNIPROT,44,20000,1337.920,1
UNIPROT,44,20000,1357.167,2
UNIPROT,44,20000,1360.354,3
UNIPROT,44,20000,1399.450,4
UNIPROT,44,20000,1345.885,5
UNIPROT,45,1,662.659,1
UNIPROT,45,1,671.019,2
UNIPROT,45,1,664.196,3
UNIPROT,45,1,672.477,4
UNIPROT,45,1,752.289,5
UNIPROT,45,2000,759.679,1
UNIPROT,45,2000,739.397,2
UNIPROT,45,2000,747.380,3
UNIPROT,45,2000,748.470,4
UNIPROT,45,2000,739.920,5
UNIPROT,45,4000,819.346,1
UNIPROT,45,4000,806.484,2
UNIPROT,45,4000,807.626,3
UNIPROT,45,4000,810.889,4
UNIPROT,45,4000,864.013,5
UNIPROT,45,6000,871.499,1
UNIPROT,45,6000,865.284,2
UNIPROT,45,6000,873.970,3
UNIPROT,45,6000,871.556,4
UNIPROT,45,6000,970.498,5
UNIPROT,45,8000,931.637,1
UNIPROT,45,8000,933.394,2
UNIPROT,45,8000,927.402,3
UNIPROT,45,8000,976.495,4
UNIPROT,45,8000,929.231,5
UNIPROT,45,10000,992.135,1
UNIPROT,45,10000,992.160,2
UNIPROT,45,10000,1076.467,3
UNIPROT,45,10000,983.368,4
UNIPROT,45,10000,986.429,5
UNIPROT,45,12000,1106.533,1
UNIPROT,45,12000,1046.096,2
UNIPROT,45,12000,1048.531,3
UNIPROT,45,12000,1048.178,4
UNIPROT,45,12000,1050.538,5
UNIPROT,45,14000,1110.266,1
UNIPROT,45,14000,1109.425,2
UNIPROT,45,14000,1114.409,3
UNIPROT,45,14000,1148.570,4
UNIPROT,45,14000,1109.355,5
UNIPROT,45,16000,1181.093,1
UNIPROT,45,16000,1253.773,2
UNIPROT,45,16000,1167.343,3
UNIPROT,45,16000,1166.392,4
UNIPROT,45,16000,1185.348,5
UNIPROT,45,18000,1244.946,1
UNIPROT,45,18000,1239.202,2
UNIPROT,45,18000,1280.557,3
UNIPROT,45,18000,1315.466,4
UNIPROT,45,18000,1252.160,5
UNIPROT,45,20000,1362.627,1
UNIPROT,45,20000,1490.540,2
UNIPROT,45,20000,1346.350,3
UNIPROT,45,20000,1336.217,4
UNIPROT,45,20000,1344.063,5
UNIPROT,46,1,724.550,1
UNIPROT,46,1,672.708,2
UNIPROT,46,1,683.222,3
UNIPROT,46,1,660.442,4
UNIPROT,46,1,668.096,5
UNIPROT,46,2000,732.567,1
UNIPROT,46,2000,795.937,2
UNIPROT,46,2000,735.614,3
UNIPROT,46,2000,751.494,4
UNIPROT,46,2000,740.175,5
UNIPROT,46,4000,805.840,1
UNIPROT,46,4000,864.289,2
UNIPROT,46,4000,811.042,3
UNIPROT,46,4000,803.195,4
UNIPROT,46,4000,793.628,5
UNIPROT,46,6000,877.562,1
UNIPROT,46,6000,915.100,2
UNIPROT,46,6000,874.843,3
UNIPROT,46,6000,872.392,4
UNIPROT,46,6000,871.817,5
UNIPROT,46,8000,998.595,1
UNIPROT,46,8000,934.062,2
UNIPROT,46,8000,945.025,3
UNIPROT,46,8000,946.141,4
UNIPROT,46,8000,946.209,5
UNIPROT,46,10000,1009.320,1
UNIPROT,46,10000,1003.014,2
UNIPROT,46,10000,1011.225,3
UNIPROT,46,10000,1011.809,4
UNIPROT,46,10000,1064.573,5
UNIPROT,46,12000,1064.763,1
UNIPROT,46,12000,1063.061,2
UNIPROT,46,12000,1078.740,3
UNIPROT,46,12000,1152.575,4
UNIPROT,46,12000,1074.773,5
UNIPROT,46,14000,1135.732,1
UNIPROT,46,14000,1187.799,2
UNIPROT,46,14000,1138.434,3
UNIPROT,46,14000,1127.065,4
UNIPROT,46,14000,1131.732,5
UNIPROT,46,16000,1198.591,1
UNIPROT,46,16000,1191.367,2
UNIPROT,46,16000,1195.457,3
UNIPROT,46,16000,1213.910,4
UNIPROT,46,16000,1275.679,5
UNIPROT,46,18000,1265.477,1
UNIPROT,46,18000,1282.733,2
UNIPROT,46,18000,1363.359,3
UNIPROT,46,18000,1269.409,4
UNIPROT,46,18000,1254.901,5
UNIPROT,46,20000,1419.058,1
UNIPROT,46,20000,1333.411,2
UNIPROT,46,20000,1354.409,3
UNIPROT,46,20000,1406.576,4
UNIPROT,46,20000,1349.244,5
UNIPROT,47,1,666.605,1
UNIPROT,47,1,667.331,2
UNIPROT,47,1,659.404,3
UNIPROT,47,1,679.727,4
UNIPROT,47,1,676.651,5
UNIPROT,47,2000,746.710,1
UNIPROT,47,2000,747.726,2
UNIPROT,47,2000,743.737,3
UNIPROT,47,2000,789.938,4
UNIPROT,47,2000,743.096,5
UNIPROT,47,4000,816.094,1
UNIPROT,47,4000,800.406,2
UNIPROT,47,4000,804.190,3
UNIPROT,47,4000,810.966,4
UNIPROT,47,4000,807.205,5
UNIPROT,47,6000,868.081,1
UNIPROT,47,6000,874.191,2
UNIPROT,47,6000,869.668,3
UNIPROT,47,6000,870.576,4
UNIPROT,47,6000,945.504,5
UNIPROT,47,8000,926.178,1
UNIPROT,47,8000,925.506,2
UNIPROT,47,8000,935.511,3
UNIPROT,47,8000,990.680,4
UNIPROT,47,8000,924.385,5
UNIPROT,47,10000,995.614,1
UNIPROT,47,10000,998.866,2
UNIPROT,47,10000,1059.450,3
UNIPROT,47,10000,998.493,4
UNIPROT,47,10000,985.605,5
UNIPROT,47,12000,1078.290,1
UNIPROT,47,12000,1110.287,2
UNIPROT,47,12000,1067.254,3
UNIPROT,47,12000,1065.394,4
UNIPROT,47,12000,1073.447,5
UNIPROT,47,14000,1120.822,1
UNIPROT,47,14000,1127.761,2
UNIPROT,47,14000,1124.223,3
UNIPROT,47,14000,1151.079,4
UNIPROT,47,14000,1230.177,5
UNIPROT,47,16000,1192.286,1
UNIPROT,47,16000,1208.090,2
UNIPROT,47,16000,1258.235,3
UNIPROT,47,16000,1194.273,4
UNIPROT,47,16000,1205.434,5
UNIPROT,47,18000,1336.727,1
UNIPROT,47,18000,1272.653,2
UNIPROT,47,18000,1262.333,3
UNIPROT,47,18000,1284.788,4
UNIPROT,47,18000,1326.395,5
UNIPROT,47,20000,1329.695,1
UNIPROT,47,20000,1338.183,2
UNIPROT,47,20000,1448.354,3
UNIPROT,47,20000,1331.395,4
UNIPROT,47,20000,1355.678,5
UNIPROT,48,1,719.467,1
UNIPROT,48,1,689.634,2
UNIPROT,48,1,667.406,3
UNIPROT,48,1,674.691,4
UNIPROT,48,1,668.750,5
UNIPROT,48,2000,732.948,1
UNIPROT,48,2000,742.735,2
UNIPROT,48,2000,846.546,3
UNIPROT,48,2000,736.837,4
UNIPROT,48,2000,735.253,5
UNIPROT,48,4000,813.088,1
UNIPROT,48,4000,802.197,2
UNIPROT,48,4000,856.785,3
UNIPROT,48,4000,810.327,4
UNIPROT,48,4000,799.080,5
UNIPROT,48,6000,884.971,1
UNIPROT,48,6000,864.640,2
UNIPROT,48,6000,931.037,3
UNIPROT,48,6000,867.288,4
UNIPROT,48,6000,890.302,5
UNIPROT,48,8000,935.498,1
UNIPROT,48,8000,1015.156,2
UNIPROT,48,8000,931.598,3
UNIPROT,48,8000,931.849,4
UNIPROT,48,8000,938.350,5
UNIPROT,48,10000,1083.522,1
UNIPROT,48,10000,1009.890,2
UNIPROT,48,10000,996.256,3
UNIPROT,48,10000,1002.111,4
UNIPROT,48,10000,1046.724,5
UNIPROT,48,12000,1062.512,1
UNIPROT,48,12000,1062.753,2
UNIPROT,48,12000,1071.836,3
UNIPROT,48,12000,1124.262,4
UNIPROT,48,12000,1063.689,5
UNIPROT,48,14000,1134.770,1
UNIPROT,48,14000,1208.850,2
UNIPROT,48,14000,1144.667,3
UNIPROT,48,14000,1144.301,4
UNIPROT,48,14000,1138.413,5
UNIPROT,48,16000,1226.629,1
UNIPROT,48,16000,1215.100,2
UNIPROT,48,16000,1196.960,3
UNIPROT,48,16000,1230.770,4
UNIPROT,48,16000,1302.439,5
UNIPROT,48,18000,1275.708,1
UNIPROT,48,18000,1378.796,2
UNIPROT,48,18000,1302.597,3
UNIPROT,48,18000,1281.074,4
UNIPROT,48,18000,1279.063,5
UNIPROT,48,20000,1347.106,1
UNIPROT,48,20000,1346.569,2
UNIPROT,48,20000,1350.658,3
