Type,Sample,Size,ms,Repetition
PROTEOFORMS,33,18000,1753.433,5
PROTEOFORMS,33,20000,1734.445,1
PROTEOFORMS,33,20000,1784.777,2
PROTEOFORMS,33,20000,1713.884,3
PROTEOFORMS,33,20000,1816.827,4
PROTEOFORMS,33,20000,1721.662,5
PROTEOFORMS,34,1,967.087,1
PROTEOFORMS,34,1,898.216,2
PROTEOFORMS,34,1,899.807,3
PROTEOFORMS,34,1,906.941,4
PROTEOFORMS,34,1,897.538,5
PROTEOFORMS,34,2000,1144.214,1
PROTEOFORMS,34,2000,1072.295,2
PROTEOFORMS,34,2000,1067.502,3
PROTEOFORMS,34,2000,1157.127,4
PROTEOFORMS,34,2000,1071.284,5
PROTEOFORMS,34,4000,1192.556,1
PROTEOFORMS,34,4000,1283.436,2
PROTEOFORMS,34,4000,1186.354,3
PROTEOFORMS,34,4000,1205.296,4
PROTEOFORMS,34,4000,1313.266,5
PROTEOFORMS,34,6000,1412.049,1
PROTEOFORMS,34,6000,1426.632,2
PROTEOFORMS,34,6000,1312.073,3
PROTEOFORMS,34,6000,1295.647,4
PROTEOFORMS,34,6000,1401.853,5
PROTEOFORMS,34,8000,1476.995,1
PROTEOFORMS,34,8000,1389.653,2
PROTEOFORMS,34,8000,1396.359,3
PROTEOFORMS,34,8000,1476.001,4
PROTEOFORMS,34,8000,1391.847,5
PROTEOFORMS,34,10000,1611.342,1
PROTEOFORMS,34,10000,1502.489,2
PROTEOFORMS,34,10000,1567.650,3
PROTEOFORMS,34,10000,1508.394,4
PROTEOFORMS,34,10000,1488.346,5
PROTEOFORMS,34,12000,1591.529,1
PROTEOFORMS,34,12000,1618.923,2
PROTEOFORMS,34,12000,1549.535,3
PROTEOFORMS,34,12000,1647.577,4
PROTEOFORMS,34,12000,1566.777,5
PROTEOFORMS,34,14000,1771.080,1
PROTEOFORMS,34,14000,1653.517,2
PROTEOFORMS,34,14000,1713.873,3
PROTEOFORMS,34,14000,1642.933,4
PROTEOFORMS,34,14000,1751.978,5
PROTEOFORMS,34,16000,1813.615,1
PROTEOFORMS,34,16000,1738.143,2
PROTEOFORMS,34,16000,1830.758,3
PROTEOFORMS,34,16000,1749.244,4
PROTEOFORMS,34,16000,1740.766,5
PROTEOFORMS,34,18000,1734.709,1
PROTEOFORMS,34,18000,1855.834,2
PROTEOFORMS,34,18000,1723.997,3
PROTEOFORMS,34,18000,1808.389,4
PROTEOFORMS,34,18000,1725.360,5
PROTEOFORMS,34,20000,1720.494,1
PROTEOFORMS,34,20000,1792.080,2
PROTEOFORMS,34,20000,1728.658,3
PROTEOFORMS,34,20000,1843.164,4
PROTEOFORMS,34,20000,1762.715,5
PROTEOFORMS,35,1,904.204,1
PROTEOFORMS,35,1,960.411,2
PROTEOFORMS,35,1,894.876,3
PROTEOFORMS,35,1,905.299,4
PROTEOFORMS,35,1,889.393,5
PROTEOFORMS,35,2000,1166.013,1
PROTEOFORMS,35,2000,1087.700,2
PROTEOFORMS,35,2000,1083.805,3
PROTEOFORMS,35,2000,1159.743,4
PROTEOFORMS,35,2000,1080.189,5
PROTEOFORMS,35,4000,1201.189,1
PROTEOFORMS,35,4000,1294.563,2
PROTEOFORMS,35,4000,1206.779,3
PROTEOFORMS,35,4000,1202.474,4
PROTEOFORMS,35,4000,1302.340,5
PROTEOFORMS,35,6000,1299.082,1
PROTEOFORMS,35,6000,1424.650,2
PROTEOFORMS,35,6000,1304.928,3
PROTEOFORMS,35,6000,1290.634,4
PROTEOFORMS,35,6000,1405.790,5
PROTEOFORMS,35,8000,1457.595,1
PROTEOFORMS,35,8000,1390.184,2
PROTEOFORMS,35,8000,1382.451,3
PROTEOFORMS,35,8000,1443.694,4
PROTEOFORMS,35,8000,1396.716,5
PROTEOFORMS,35,10000,1597.587,1
PROTEOFORMS,35,10000,1472.394,2
PROTEOFORMS,35,10000,1601.001,3
PROTEOFORMS,35,10000,1479.132,4
PROTEOFORMS,35,10000,1477.820,5
PROTEOFORMS,35,12000,1582.640,1
PROTEOFORMS,35,12000,1660.558,2
PROTEOFORMS,35,12000,1571.482,3
PROTEOFORMS,35,12000,1670.493,4
PROTEOFORMS,35,12000,1579.911,5
PROTEOFORMS,35,14000,1790.855,1
PROTEOFORMS,35,14000,1670.825,2
PROTEOFORMS,35,14000,1729.469,3
PROTEOFORMS,35,14000,1660.804,4
PROTEOFORMS,35,14000,1724.637,5
PROTEOFORMS,35,16000,1862.639,1
PROTEOFORMS,35,16000,1720.755,2
PROTEOFORMS,35,16000,1800.875,3
PROTEOFORMS,35,16000,1741.999,4
PROTEOFORMS,35,16000,1805.512,5
PROTEOFORMS,35,18000,1831.166,1
PROTEOFORMS,35,18000,1717.503,2
PROTEOFORMS,35,18000,1841.381,3
PROTEOFORMS,35,18000,1731.330,4
PROTEOFORMS,35,18000,1715.396,5
PROTEOFORMS,35,20000,1724.575,1
PROTEOFORMS,35,20000,1869.878,2
PROTEOFORMS,35,20000,1744.976,3
PROTEOFORMS,35,20000,1837.596,4
PROTEOFORMS,35,20000,1720.368,5
PROTEOFORMS,36,1,904.527,1
PROTEOFORMS,36,1,903.510,2
PROTEOFORMS,36,1,899.990,3
PROTEOFORMS,36,1,903.094,4
PROTEOFORMS,36,1,894.366,5
PROTEOFORMS,36,2000,1065.631,1
PROTEOFORMS,36,2000,1071.665,2
PROTEOFORMS,36,2000,1072.957,3
PROTEOFORMS,36,2000,1155.828,4
PROTEOFORMS,36,2000,1070.632,5
PROTEOFORMS,36,4000,1251.070,1
PROTEOFORMS,36,4000,1184.426,2
PROTEOFORMS,36,4000,1199.517,3
PROTEOFORMS,36,4000,1254.068,4
PROTEOFORMS,36,4000,1195.010,5
PROTEOFORMS,36,6000,1387.554,1
PROTEOFORMS,36,6000,1295.374,2
PROTEOFORMS,36,6000,1295.205,3
PROTEOFORMS,36,6000,1404.329,4
PROTEOFORMS,36,6000,1304.448,5
PROTEOFORMS,36,8000,1472.822,1
PROTEOFORMS,36,8000,1417.600,2
PROTEOFORMS,36,8000,1401.437,3
PROTEOFORMS,36,8000,1517.040,4
PROTEOFORMS,36,8000,1408.834,5
PROTEOFORMS,36,10000,1538.060,1
PROTEOFORMS,36,10000,1552.089,2
PROTEOFORMS,36,10000,1571.842,3
PROTEOFORMS,36,10000,1496.238,4
PROTEOFORMS,36,10000,1586.181,5
PROTEOFORMS,36,12000,1580.990,1
PROTEOFORMS,36,12000,1666.406,2
PROTEOFORMS,36,12000,1579.301,3
PROTEOFORMS,36,12000,1664.137,4
PROTEOFORMS,36,12000,1574.259,5
PROTEOFORMS,36,14000,1654.741,1
PROTEOFORMS,36,14000,1645.661,2
PROTEOFORMS,36,14000,1757.015,3
PROTEOFORMS,36,14000,1642.674,4
PROTEOFORMS,36,14000,1730.367,5
PROTEOFORMS,36,16000,1809.011,1
PROTEOFORMS,36,16000,1732.996,2
PROTEOFORMS,36,16000,1835.399,3
PROTEOFORMS,36,16000,1723.820,4
PROTEOFORMS,36,16000,1732.785,5
PROTEOFORMS,36,18000,1727.950,1
PROTEOFORMS,36,18000,1833.065,2
PROTEOFORMS,36,18000,1739.655,3
PROTEOFORMS,36,18000,1789.395,4
PROTEOFORMS,36,18000,1733.642,5
PROTEOFORMS,36,20000,1741.400,1
PROTEOFORMS,36,20000,1830.924,2
PROTEOFORMS,36,20000,1712.538,3
PROTEOFORMS,36,20000,1832.751,4
PROTEOFORMS,36,20000,1758.333,5
PROTEOFORMS,37,1,931.645,1
PROTEOFORMS,37,1,969.990,2
PROTEOFORMS,37,1,898.933,3
PROTEOFORMS,37,1,899.046,4
PROTEOFORMS,37,1,895.784,5
PROTEOFORMS,37,2000,1377.483,1
PROTEOFORMS,37,2000,1078.383,2
PROTEOFORMS,37,2000,1075.744,3
PROTEOFORMS,37,2000,1074.457,4
PROTEOFORMS,37,2000,1152.356,5
PROTEOFORMS,37,4000,1195.035,1
PROTEOFORMS,37,4000,1297.504,2
PROTEOFORMS,37,4000,1203.227,3
PROTEOFORMS,37,4000,1200.145,4
PROTEOFORMS,37,4000,1268.826,5
PROTEOFORMS,37,6000,1301.380,1
PROTEOFORMS,37,6000,1405.186,2
PROTEOFORMS,37,6000,1315.458,3
PROTEOFORMS,37,6000,1317.299,4
PROTEOFORMS,37,6000,1397.076,5
PROTEOFORMS,37,8000,1387.250,1
PROTEOFORMS,37,8000,1460.911,2
PROTEOFORMS,37,8000,1407.604,3
PROTEOFORMS,37,8000,1421.132,4
PROTEOFORMS,37,8000,1524.349,5
PROTEOFORMS,37,10000,1579.773,1
PROTEOFORMS,37,10000,1503.622,2
PROTEOFORMS,37,10000,1485.343,3
PROTEOFORMS,37,10000,1592.524,4
PROTEOFORMS,37,10000,1554.420,5
PROTEOFORMS,37,12000,1595.293,1
PROTEOFORMS,37,12000,1598.305,2
PROTEOFORMS,37,12000,1714.476,3
PROTEOFORMS,37,12000,1592.551,4
PROTEOFORMS,37,12000,1668.432,5
PROTEOFORMS,37,14000,1751.228,1
PROTEOFORMS,37,14000,1656.737,2
PROTEOFORMS,37,14000,1653.618,3
PROTEOFORMS,37,14000,1782.986,4
PROTEOFORMS,37,14000,1660.498,5
PROTEOFORMS,37,16000,1735.322,1
PROTEOFORMS,37,16000,1781.401,2
PROTEOFORMS,37,16000,1739.601,3
PROTEOFORMS,37,16000,1829.016,4
PROTEOFORMS,37,16000,1720.272,5
PROTEOFORMS,37,18000,1731.826,1
PROTEOFORMS,37,18000,1810.201,2
PROTEOFORMS,37,18000,1734.459,3
PROTEOFORMS,37,18000,1826.153,4
PROTEOFORMS,37,18000,1714.397,5
PROTEOFORMS,37,20000,1834.128,1
PROTEOFORMS,37,20000,1721.588,2
PROTEOFORMS,37,20000,1872.163,3
PROTEOFORMS,37,20000,1730.614,4
PROTEOFORMS,37,20000,1815.238,5
PROTEOFORMS,38,1,899.814,1
PROTEOFORMS,38,1,886.672,2
PROTEOFORMS,38,1,958.107,3
PROTEOFORMS,38,1,896.472,4
PROTEOFORMS,38,1,892.229,5
PROTEOFORMS,38,2000,1092.219,1
PROTEOFORMS,38,2000,1187.296,2
PROTEOFORMS,38,2000,1081.511,3
PROTEOFORMS,38,2000,1078.962,4
PROTEOFORMS,38,2000,1168.429,5
PROTEOFORMS,38,4000,1200.806,1
PROTEOFORMS,38,4000,1198.502,2
PROTEOFORMS,38,4000,1309.898,3
PROTEOFORMS,38,4000,1203.417,4
PROTEOFORMS,38,4000,1200.689,5
PROTEOFORMS,38,6000,1312.414,1
PROTEOFORMS,38,6000,1304.852,2
PROTEOFORMS,38,6000,1429.547,3
PROTEOFORMS,38,6000,1299.865,4
PROTEOFORMS,38,6000,1310.172,5
PROTEOFORMS,38,8000,1392.708,1
PROTEOFORMS,38,8000,1483.396,2
PROTEOFORMS,38,8000,1404.124,3
PROTEOFORMS,38,8000,1396.718,4
PROTEOFORMS,38,8000,1451.698,5
PROTEOFORMS,38,10000,1509.925,1
PROTEOFORMS,38,10000,1586.350,2
PROTEOFORMS,38,10000,1497.761,3
PROTEOFORMS,38,10000,1582.022,4
PROTEOFORMS,38,10000,1480.774,5
PROTEOFORMS,38,12000,1703.199,1
PROTEOFORMS,38,12000,1571.726,2
PROTEOFORMS,38,12000,1662.141,3
PROTEOFORMS,38,12000,1569.589,4
PROTEOFORMS,38,12000,1670.791,5
PROTEOFORMS,38,14000,1663.417,1
PROTEOFORMS,38,14000,1799.726,2
PROTEOFORMS,38,14000,1643.442,3
PROTEOFORMS,38,14000,1720.188,4
PROTEOFORMS,38,14000,1636.649,5
PROTEOFORMS,38,16000,1731.606,1
PROTEOFORMS,38,16000,1823.362,2
PROTEOFORMS,38,16000,1713.446,3
PROTEOFORMS,38,16000,1815.747,4
PROTEOFORMS,38,16000,1714.618,5
PROTEOFORMS,38,18000,1728.465,1
PROTEOFORMS,38,18000,1715.322,2
PROTEOFORMS,38,18000,1870.158,3
PROTEOFORMS,38,18000,1734.050,4
PROTEOFORMS,38,18000,1825.220,5
PROTEOFORMS,38,20000,1777.977,1
PROTEOFORMS,38,20000,1715.871,2
PROTEOFORMS,38,20000,1805.617,3
PROTEOFORMS,38,20000,1730.924,4
PROTEOFORMS,38,20000,2899.585,5
PROTEOFORMS,39,1,988.920,1
PROTEOFORMS,39,1,890.043,2
PROTEOFORMS,39,1,893.037,3
PROTEOFORMS,39,1,963.783,4
PROTEOFORMS,39,1,918.703,5
PROTEOFORMS,39,2000,1075.052,1
PROTEOFORMS,39,2000,1152.006,2
PROTEOFORMS,39,2000,1076.044,3
PROTEOFORMS,39,2000,1076.908,4
PROTEOFORMS,39,2000,1069.812,5
PROTEOFORMS,39,4000,1196.064,1
PROTEOFORMS,39,4000,1209.989,2
PROTEOFORMS,39,4000,1274.322,3
PROTEOFORMS,39,4000,1198.259,4
PROTEOFORMS,39,4000,1204.041,5
PROTEOFORMS,39,6000,1303.100,1
PROTEOFORMS,39,6000,1305.951,2
PROTEOFORMS,39,6000,1387.224,3
PROTEOFORMS,39,6000,1307.392,4
PROTEOFORMS,39,6000,1305.539,5
PROTEOFORMS,39,8000,1408.163,1
PROTEOFORMS,39,8000,1403.321,2
PROTEOFORMS,39,8000,1499.799,3
PROTEOFORMS,39,8000,1410.722,4
PROTEOFORMS,39,8000,1496.582,5
PROTEOFORMS,39,10000,1501.891,1
PROTEOFORMS,39,10000,1575.291,2
PROTEOFORMS,39,10000,1481.022,3
PROTEOFORMS,39,10000,1560.912,4
PROTEOFORMS,39,10000,1488.502,5
PROTEOFORMS,39,12000,1659.997,1
PROTEOFORMS,39,12000,1576.233,2
PROTEOFORMS,39,12000,1672.638,3
PROTEOFORMS,39,12000,1565.110,4
PROTEOFORMS,39,12000,1579.035,5
PROTEOFORMS,39,14000,1635.620,1
PROTEOFORMS,39,14000,1720.620,2
PROTEOFORMS,39,14000,1639.260,3
PROTEOFORMS,39,14000,1734.554,4
PROTEOFORMS,39,14000,1651.337,5
PROTEOFORMS,39,16000,1717.245,1
PROTEOFORMS,39,16000,1722.614,2
PROTEOFORMS,39,16000,1829.225,3
PROTEOFORMS,39,16000,1708.611,4
PROTEOFORMS,39,16000,1872.510,5
PROTEOFORMS,39,18000,1788.840,1
PROTEOFORMS,39,18000,1724.097,2
PROTEOFORMS,39,18000,1768.200,3
PROTEOFORMS,39,18000,1703.734,4
PROTEOFORMS,39,18000,1811.232,5
PROTEOFORMS,39,20000,1809.860,1
PROTEOFORMS,39,20000,1727.639,2
PROTEOFORMS,39,20000,1802.260,3
PROTEOFORMS,39,20000,1720.767,4
PROTEOFORMS,39,20000,1727.512,5
PROTEOFORMS,40,1,886.559,1
PROTEOFORMS,40,1,894.317,2
PROTEOFORMS,40,1,903.239,3
PROTEOFORMS,40,1,893.110,4
PROTEOFORMS,40,1,955.069,5
PROTEOFORMS,40,2000,1067.614,1
PROTEOFORMS,40,2000,1071.800,2
PROTEOFORMS,40,2000,1146.285,3
PROTEOFORMS,40,2000,1070.398,4
PROTEOFORMS,40,2000,1070.129,5
PROTEOFORMS,40,4000,1299.233,1
PROTEOFORMS,40,4000,1184.100,2
PROTEOFORMS,40,4000,1194.028,3
PROTEOFORMS,40,4000,1262.437,4
PROTEOFORMS,40,4000,1191.009,5
PROTEOFORMS,40,6000,1374.986,1
PROTEOFORMS,40,6000,1295.573,2
PROTEOFORMS,40,6000,1304.253,3
PROTEOFORMS,40,6000,1379.606,4
PROTEOFORMS,40,6000,1302.644,5
PROTEOFORMS,40,8000,1497.252,1
PROTEOFORMS,40,8000,1418.889,2
PROTEOFORMS,40,8000,1392.815,3
PROTEOFORMS,40,8000,1505.705,4
PROTEOFORMS,40,8000,1396.018,5
PROTEOFORMS,40,10000,1504.239,1
PROTEOFORMS,40,10000,1491.894,2
PROTEOFORMS,40,10000,1574.874,3
PROTEOFORMS,40,10000,1475.896,4
PROTEOFORMS,40,10000,1582.221,5
PROTEOFORMS,40,12000,1571.572,1
PROTEOFORMS,40,12000,1647.190,2
PROTEOFORMS,40,12000,1578.562,3
PROTEOFORMS,40,12000,1641.967,4
PROTEOFORMS,40,12000,1594.243,5
PROTEOFORMS,40,14000,1741.841,1
PROTEOFORMS,40,14000,1645.967,2
PROTEOFORMS,40,14000,1748.133,3
PROTEOFORMS,40,14000,1639.988,4
PROTEOFORMS,40,14000,1653.120,5
PROTEOFORMS,40,16000,1721.859,1
PROTEOFORMS,40,16000,1820.295,2
PROTEOFORMS,40,16000,1732.316,3
PROTEOFORMS,40,16000,1784.869,4
PROTEOFORMS,40,16000,1745.628,5
PROTEOFORMS,40,18000,1718.464,1
PROTEOFORMS,40,18000,1853.896,2
PROTEOFORMS,40,18000,1724.236,3
PROTEOFORMS,40,18000,1712.844,4
PROTEOFORMS,40,18000,1862.164,5
PROTEOFORMS,40,20000,1822.596,1
PROTEOFORMS,40,20000,1722.472,2
PROTEOFORMS,40,20000,1794.951,3
PROTEOFORMS,40,20000,1737.613,4
PROTEOFORMS,40,20000,1800.774,5
PROTEOFORMS,41,1,898.596,1
PROTEOFORMS,41,1,890.877,2
PROTEOFORMS,41,1,891.010,3
PROTEOFORMS,41,1,993.966,4
PROTEOFORMS,41,1,890.611,5
PROTEOFORMS,41,2000,1078.606,1
PROTEOFORMS,41,2000,1165.328,2
PROTEOFORMS,41,2000,1085.288,3
PROTEOFORMS,41,2000,1079.102,4
PROTEOFORMS,41,2000,1079.913,5
PROTEOFORMS,41,4000,1204.188,1
PROTEOFORMS,41,4000,1194.665,2
PROTEOFORMS,41,4000,1279.645,3
PROTEOFORMS,41,4000,1214.864,4
PROTEOFORMS,41,4000,1213.944,5
PROTEOFORMS,41,6000,1306.108,1
PROTEOFORMS,41,6000,1306.609,2
PROTEOFORMS,41,6000,1406.511,3
PROTEOFORMS,41,6000,1306.881,4
PROTEOFORMS,41,6000,1303.501,5
PROTEOFORMS,41,8000,1408.077,1
PROTEOFORMS,41,8000,1400.626,2
PROTEOFORMS,41,8000,1538.021,3
PROTEOFORMS,41,8000,1419.563,4
PROTEOFORMS,41,8000,1492.683,5
PROTEOFORMS,41,10000,1503.441,1
PROTEOFORMS,41,10000,1580.583,2
PROTEOFORMS,41,10000,1487.796,3
PROTEOFORMS,41,10000,1596.810,4
PROTEOFORMS,41,10000,1503.185,5
PROTEOFORMS,41,12000,1651.107,1
PROTEOFORMS,41,12000,1573.705,2
PROTEOFORMS,41,12000,1654.150,3
PROTEOFORMS,41,12000,1604.319,4
PROTEOFORMS,41,12000,1585.964,5
PROTEOFORMS,41,14000,1649.994,1
PROTEOFORMS,41,14000,1744.965,2
PROTEOFORMS,41,14000,1648.134,3
PROTEOFORMS,41,14000,1761.003,4
PROTEOFORMS,41,14000,1652.476,5
PROTEOFORMS,41,16000,1889.614,1
PROTEOFORMS,41,16000,1742.023,2
PROTEOFORMS,41,16000,1781.773,3
PROTEOFORMS,41,16000,1738.667,4
PROTEOFORMS,41,16000,1813.590,5
PROTEOFORMS,41,18000,1875.615,1
PROTEOFORMS,41,18000,1723.551,2
PROTEOFORMS,41,18000,1826.758,3
PROTEOFORMS,41,18000,1742.541,4
PROTEOFORMS,41,18000,1836.566,5
PROTEOFORMS,41,20000,1854.167,1
PROTEOFORMS,41,20000,1730.209,2
PROTEOFORMS,41,20000,1856.809,3
PROTEOFORMS,41,20000,1721.690,4
PROTEOFORMS,41,20000,1714.245,5
PROTEOFORMS,42,1,906.863,1
PROTEOFORMS,42,1,897.907,2
PROTEOFORMS,42,1,897.573,3
PROTEOFORMS,42,1,896.989,4
PROTEOFORMS,42,1,969.612,5
PROTEOFORMS,42,2000,1087.588,1
PROTEOFORMS,42,2000,1071.499,2
PROTEOFORMS,42,2000,1158.147,3
PROTEOFORMS,42,2000,1079.658,4
PROTEOFORMS,42,2000,1076.578,5
PROTEOFORMS,42,4000,1309.667,1
PROTEOFORMS,42,4000,1204.589,2
PROTEOFORMS,42,4000,1187.783,3
PROTEOFORMS,42,4000,1284.134,4
PROTEOFORMS,42,4000,1194.663,5
PROTEOFORMS,42,6000,1378.175,1
PROTEOFORMS,42,6000,1295.161,2
PROTEOFORMS,42,6000,1297.369,3
PROTEOFORMS,42,6000,1376.288,4
PROTEOFORMS,42,6000,1297.760,5
PROTEOFORMS,42,8000,1494.770,1
PROTEOFORMS,42,8000,1410.634,2
PROTEOFORMS,42,8000,1416.471,3
PROTEOFORMS,42,8000,1487.222,4
PROTEOFORMS,42,8000,1402.432,5
PROTEOFORMS,42,10000,1496.590,1
PROTEOFORMS,42,10000,1482.871,2
PROTEOFORMS,42,10000,1568.795,3
PROTEOFORMS,42,10000,1481.330,4
PROTEOFORMS,42,10000,1598.509,5
PROTEOFORMS,42,12000,1568.237,1
PROTEOFORMS,42,12000,1661.755,2
PROTEOFORMS,42,12000,1585.217,3
PROTEOFORMS,42,12000,1665.902,4
PROTEOFORMS,42,12000,1572.442,5
PROTEOFORMS,42,14000,1666.990,1
PROTEOFORMS,42,14000,1641.173,2
PROTEOFORMS,42,14000,1772.069,3
PROTEOFORMS,42,14000,1674.811,4
PROTEOFORMS,42,14000,1741.581,5
PROTEOFORMS,42,16000,1828.116,1
PROTEOFORMS,42,16000,1736.145,2
PROTEOFORMS,42,16000,1837.964,3
PROTEOFORMS,42,16000,1734.052,4
PROTEOFORMS,42,16000,1725.776,5
PROTEOFORMS,42,18000,1720.369,1
PROTEOFORMS,42,18000,1793.740,2
PROTEOFORMS,42,18000,1742.503,3
PROTEOFORMS,42,18000,1797.523,4
PROTEOFORMS,42,18000,1744.000,5
PROTEOFORMS,42,20000,1726.430,1
PROTEOFORMS,42,20000,1838.619,2
PROTEOFORMS,42,20000,1734.252,3
PROTEOFORMS,42,20000,1858.252,4
PROTEOFORMS,42,20000,1742.107,5
PROTEOFORMS,43,1,903.257,1
PROTEOFORMS,43,1,972.159,2
PROTEOFORMS,43,1,903.787,3
PROTEOFORMS,43,1,899.102,4
PROTEOFORMS,43,1,911.915,5
PROTEOFORMS,43,2000,1180.064,1
PROTEOFORMS,43,2000,1085.054,2
PROTEOFORMS,43,2000,1082.128,3
PROTEOFORMS,43,2000,1080.528,4
PROTEOFORMS,43,2000,1155.672,5
PROTEOFORMS,43,4000,1210.635,1
PROTEOFORMS,43,4000,1284.354,2
PROTEOFORMS,43,4000,1193.717,3
PROTEOFORMS,43,4000,1193.746,4
PROTEOFORMS,43,4000,1274.755,5
PROTEOFORMS,43,6000,1299.470,1
PROTEOFORMS,43,6000,1373.582,2
PROTEOFORMS,43,6000,1306.583,3
PROTEOFORMS,43,6000,1312.291,4
PROTEOFORMS,43,6000,1390.207,5
PROTEOFORMS,43,8000,1395.633,1
PROTEOFORMS,43,8000,1466.112,2
PROTEOFORMS,43,8000,1386.495,3
PROTEOFORMS,43,8000,1400.235,4
PROTEOFORMS,43,8000,1518.167,5
PROTEOFORMS,43,10000,1596.847,1
PROTEOFORMS,43,10000,1494.818,2
PROTEOFORMS,43,10000,1484.708,3
PROTEOFORMS,43,10000,1569.184,4
PROTEOFORMS,43,10000,1581.602,5
PROTEOFORMS,43,12000,1580.682,1
PROTEOFORMS,43,12000,1567.760,2
PROTEOFORMS,43,12000,1709.076,3
PROTEOFORMS,43,12000,1582.815,4
PROTEOFORMS,43,12000,1628.714,5
PROTEOFORMS,43,14000,1756.941,1
PROTEOFORMS,43,14000,1648.297,2
PROTEOFORMS,43,14000,1657.453,3
PROTEOFORMS,43,14000,1777.518,4
PROTEOFORMS,43,14000,1658.443,5
PROTEOFORMS,43,16000,1722.380,1
PROTEOFORMS,43,16000,1770.872,2
PROTEOFORMS,43,16000,1739.406,3
PROTEOFORMS,43,16000,1854.781,4
PROTEOFORMS,43,16000,1718.165,5
PROTEOFORMS,43,18000,1718.807,1
PROTEOFORMS,43,18000,1832.304,2
PROTEOFORMS,43,18000,1736.774,3
PROTEOFORMS,43,18000,1719.805,4
PROTEOFORMS,43,18000,1841.532,5
PROTEOFORMS,43,20000,1851.350,1
PROTEOFORMS,43,20000,1714.505,2
PROTEOFORMS,43,20000,1808.021,3
PROTEOFORMS,43,20000,1723.632,4
PROTEOFORMS,43,20000,1791.212,5
PROTEOFORMS,44,1,893.532,1
PROTEOFORMS,44,1,900.796,2
PROTEOFORMS,44,1,899.834,3
PROTEOFORMS,44,1,959.899,4
PROTEOFORMS,44,1,898.848,5
PROTEOFORMS,44,2000,1072.464,1
PROTEOFORMS,44,2000,1149.961,2
PROTEOFORMS,44,2000,1076.427,3
PROTEOFORMS,44,2000,1071.877,4
PROTEOFORMS,44,2000,1081.067,5
PROTEOFORMS,44,4000,1200.936,1
PROTEOFORMS,44,4000,1214.258,2
PROTEOFORMS,44,4000,1268.882,3
PROTEOFORMS,44,4000,1194.718,4
PROTEOFORMS,44,4000,1201.007,5
PROTEOFORMS,44,6000,1308.806,1
PROTEOFORMS,44,6000,1321.220,2
PROTEOFORMS,44,6000,1381.018,3
PROTEOFORMS,44,6000,1309.261,4
PROTEOFORMS,44,6000,1297.374,5
PROTEOFORMS,44,8000,1399.912,1
PROTEOFORMS,44,8000,1406.962,2
PROTEOFORMS,44,8000,1520.292,3
PROTEOFORMS,44,8000,1403.636,4
PROTEOFORMS,44,8000,1479.317,5
PROTEOFORMS,44,10000,1471.459,1
PROTEOFORMS,44,10000,1545.737,2
PROTEOFORMS,44,10000,1493.771,3
PROTEOFORMS,44,10000,1487.859,4
PROTEOFORMS,44,10000,1598.567,5
PROTEOFORMS,44,12000,1632.492,1
PROTEOFORMS,44,12000,1583.386,2
PROTEOFORMS,44,12000,1661.461,3
PROTEOFORMS,44,12000,1583.809,4
PROTEOFORMS,44,12000,1589.444,5
PROTEOFORMS,44,14000,1646.778,1
PROTEOFORMS,44,14000,1763.015,2
PROTEOFORMS,44,14000,1669.767,3
PROTEOFORMS,44,14000,1747.331,4
PROTEOFORMS,44,14000,1661.705,5
PROTEOFORMS,44,16000,1819.495,1
PROTEOFORMS,44,16000,1734.876,2
PROTEOFORMS,44,16000,1771.903,3
PROTEOFORMS,44,16000,1729.145,4
PROTEOFORMS,44,16000,1844.775,5
PROTEOFORMS,44,18000,1840.626,1
PROTEOFORMS,44,18000,1747.373,2
PROTEOFORMS,44,18000,1736.829,3
PROTEOFORMS,44,18000,1863.349,4
PROTEOFORMS,44,18000,1728.294,5
PROTEOFORMS,44,20000,1726.419,1
PROTEOFORMS,44,20000,1820.256,2
PROTEOFORMS,44,20000,1733.365,3
PROTEOFORMS,44,20000,1793.436,4
PROTEOFORMS,44,20000,1730.843,5
PROTEOFORMS,45,1,997.654,1
PROTEOFORMS,45,1,908.321,2
PROTEOFORMS,45,1,905.074,3
PROTEOFORMS,45,1,893.386,4
PROTEOFORMS,45,1,898.609,5
PROTEOFORMS,45,2000,1072.860,1
PROTEOFORMS,45,2000,1079.947,2
PROTEOFORMS,45,2000,1071.280,3
PROTEOFORMS,45,2000,1149.618,4
PROTEOFORMS,45,2000,1072.184,5
PROTEOFORMS,45,4000,1203.424,1
PROTEOFORMS,45,4000,1297.602,2
PROTEOFORMS,45,4000,1192.139,3
PROTEOFORMS,45,4000,1202.803,4
PROTEOFORMS,45,4000,1290.148,5
PROTEOFORMS,45,6000,1301.065,1
PROTEOFORMS,45,6000,1395.306,2
PROTEOFORMS,45,6000,1308.209,3
PROTEOFORMS,45,6000,1300.248,4
PROTEOFORMS,45,6000,1423.517,5
PROTEOFORMS,45,8000,1397.677,1
PROTEOFORMS,45,8000,1511.734,2
PROTEOFORMS,45,8000,1393.297,3
PROTEOFORMS,45,8000,1512.048,4
PROTEOFORMS,45,8000,1400.338,5
PROTEOFORMS,45,10000,1554.801,1
PROTEOFORMS,45,10000,1484.838,2
PROTEOFORMS,45,10000,1562.245,3
PROTEOFORMS,45,10000,1500.407,4
PROTEOFORMS,45,10000,1484.175,5
