"""protein""","""reactionCount"""
"""P00846""",4
"""Q99558""",14
"""P01602""",43
"""O15116""",3
"""P54826""",1
"""Q71UM5""",27
"""P49796""",1
"""P49005""",37
"""Q00535""",23
"""O15440""",2
"""Q8NGT7""",1
"""Q8NH57""",1
"""Q8IWU9""",1
"""Q9NUQ9""",1
"""Q8NGI7""",1
"""O14756""",1
"""Q5T754""",2
"""P12034""",124
"""O95980""",1
"""P34995""",4
"""P15309""",1
"""Q9P0S2""",1
"""P22059""",2
"""P21741""",1
"""D6R901""",2
"""P15170""",7
"""Q9BT43""",18
"""Q9BSH3""",1
"""P35610""",1
"""Q8TB69""",1
"""Q96N76""",1
"""Q96P68""",4
"""P05305""",6
"""Q01650""",2
"""P04435""",17
"""P62269""",27
"""P80294""",2
"""Q6IPR3""",1
"""Q9UIU0""",2
"""Q4V348""",1
"""Q9NQC7""",7
"""P08243""",1
"""Q9H9L4""",1
"""Q7Z4N2""",1
"""Q9UKI2""",1
"""P15018""",2
"""Q9Y4D1""",5
"""Q7Z7C8""",5
"""Q7Z6M4""",1
"""P35568""",22
"""Q9UKS6""",10
"""Q9UL46""",4
"""Q96MM7""",1
"""P36980""",1
"""Q9Y5L3""",1
"""Q15669""",5
"""Q13144""",2
"""Q2TAC6""",3
"""P53779""",4
"""Q15363""",20
"""Q02223""",1
"""Q14008""",35
"""P56748""",1
"""O15143""",5
"""P08138""",36
"""Q9Y3C6""",5
"""O60493""",2
"""Q9Y2W6""",3
"""A0A0C4DH73""",43
"""Q8N4E7""",1
"""P29459""",6
"""Q8N3Y7""",1
"""Q7L7X3""",13
"""Q9BW61""",5
"""Q8NGL4""",1
"""P10643""",8
"""Q16778""",119
"""P01008""",10
"""O14975""",9
"""Q6PF04""",1
"""Q8NI35""",1
"""P04279""",1
"""P13804""",2
"""P10523""",6
"""Q17R88""",1
"""Q8NI29""",9
"""Q9NVD7""",3
"""A5YM69""",3
"""O60883""",4
"""Q9NRX1""",1
"""Q9NS91""",4
"""Q9UGN4""",3
"""Q96PD5""",1
"""P50052""",4
"""Q8NGB9""",1
"""O43463""",4
"""A6ND48""",1
"""Q92902""",1
"""Q6IPU0""",15
"""Q8IUZ0""",1
"""Q86WA6""",1
"""Q9NZC7""",3
"""Q9UKV3""",1
"""Q9HAS3""",1
"""P50748""",13
"""Q9Y600""",1
"""Q9H8M1""",1
"""Q9H1D0""",1
"""O95782""",43
"""Q9H7T0""",2
"""Q9H1C4""",1
"""P15086""",1
"""Q9H0M0""",8
"""Q96RI0""",11
"""P62857""",27
"""O75387""",1
"""Q14571""",7
"""Q92851""",6
"""Q5NV91""",35
"""Q96FL9""",1
"""P43026""",1
"""Q1EHB4""",1
"""O14492""",4
"""Q5NV85""",35
"""Q16181""",2
"""O75907""",3
"""Q9NQS5""",5
"""Q9NR45""",1
"""P08237""",1
"""Q9H0X9""",1
"""Q9Y4C5""",1
"""Q9UBU7""",8
"""Q96S59""",4
"""Q96RI9""",4
"""Q9Y3L5""",1
"""Q6NT55""",8
"""O43286""",5
"""P56556""",7
"""Q7L8W6""",1
"""P59510""",2
"""Q8N465""",1
"""Q16877""",1
"""Q6PGP7""",1
"""Q8NGS2""",1
"""Q8NH42""",1
"""P30491""",16
"""P01737""",17
"""Q8N9B5""",5
"""O43676""",7
"""Q13561""",25
"""P54760""",13
"""P35070""",35
"""Q8TD46""",1
"""P31751""",41
"""Q9C0J8""",14
"""Q9HAV0""",73
"""P19971""",2
"""Q96HW7""",1
"""P31937""",2
"""Q96AC6""",3
"""Q9NT99""",1
"""Q06520""",6
"""P28335""",4
"""P25054""",19
"""O75310""",1
"""Q9Y6N3""",4
"""P28221""",4
"""Q9GZT5""",4
"""Q9BZQ4""",2
"""Q14790""",31
"""Q8WXK4""",8
"""Q9H2A2""",1
"""P35625""",1
"""Q99933""",1
"""P05976""",4
"""Q6XPS3""",1
"""Q6ZUJ8""",3
"""Q99459""",6
"""Q9HA65""",1
"""Q16394""",4
"""Q8IUC4""",2
"""Q53GT1""",6
"""Q9UKU7""",1
"""P43119""",7
"""P00390""",3
"""Q9Y698""",4
"""Q96ST8""",7
"""Q13825""",1
"""Q6PIU2""",1
"""Q7LBC6""",2
"""Q9Y5M8""",2
"""O95755""",3
"""Q99969""",1
"""Q9H0U3""",3
"""Q6NUK4""",1
"""P55884""",8
"""O95749""",2
"""Q14679""",1
"""P37058""",2
"""O43193""",4
"""P55083""",1
"""O15164""",13
"""Q0IIM8""",4
"""P04264""",4
"""Q9BQ52""",1
"""Q9Y3E7""",3
"""Q5NV79""",35
"""Q8NHH1""",1
"""Q6PH85""",11
"""Q96CD0""",9
"""O60404""",1
"""P05014""",13
"""O43895""",1
"""P13284""",1
"""P49895""",1
"""O43889""",3
"""P22830""",1
"""Q8N387""",14
"""Q9BUU2""",1
"""Q96HP0""",1
"""P21579""",31
"""P02549""",16
"""Q2M3M2""",2
"""Q6J4K2""",2
"""Q8TDS5""",4
"""P12268""",3
"""P41218""",2
"""P43629""",1
"""Q6UXN2""",1
"""P13674""",1
"""Q6UX82""",1
"""Q12809""",2
"""Q8WZ73""",1
"""Q9ULR0""",15
"""P54868""",1
"""Q13363""",1
"""P36402""",16
"""Q9H2U1""",3
"""P22694""",27
"""Q96G74""",1
"""O00144""",1
"""P30989""",4
"""P12829""",4
"""Q15633""",2
"""Q8IX07""",9
"""P09914""",1
"""Q9HAU4""",26
"""P05388""",20
"""Q8NG85""",1
"""O15554""",1
"""P24298""",2
"""Q9HAT8""",8
"""Q9NR30""",3
"""Q7Z4W1""",1
"""P54577""",1
"""P48552""",2
"""Q14592""",1
"""P55327""",4
"""Q2PPJ7""",2
"""Q99741""",16
"""Q13237""",6
"""O95167""",7
"""O95848""",1
"""Q15648""",7
"""Q9P2K6""",6
"""Q2TAA5""",1
"""O43292""",1
"""P02753""",4
"""Q92731""",7
"""O95047""",1
"""Q15528""",1
"""P83731""",20
"""Q8NCK3""",1
"""O43151""",3
"""Q9NY26""",1
"""P10253""",4
"""Q5TCH4""",7
"""P50391""",4
"""Q9BQG0""",3
"""O60503""",15
"""Q9NQ25""",1
"""P14061""",2
"""Q9P0M9""",10
"""Q9NPF5""",1
"""Q5TAX3""",1
"""Q9NP94""",1
"""P02768""",9
"""P02462""",17
"""O43166""",2
"""O43187""",21
"""Q6UN15""",14
"""Q92626""",1
"""Q9NV35""",2
"""P35241""",5
"""P04732""",2
"""Q9BV20""",2
"""Q5XUX1""",10
"""Q86SX6""",1
"""Q5VT66""",1
"""Q9UHC3""",2
"""P50151""",69
"""P00747""",24
"""P51692""",22
"""Q5JT25""",3
"""Q9UHB7""",11
"""A8MXV4""",3
"""P07196""",7
"""O95371""",1
"""Q86XN6""",1
"""Q8WYR1""",5
"""Q13435""",11
"""Q15165""",1
"""P16112""",13
"""Q96AP7""",1
"""P62140""",11
"""Q6ZW31""",1
"""Q09161""",56
"""O00237""",2
"""Q13951""",106
"""Q9HC36""",1
"""P09326""",1
"""Q7Z794""",3
"""Q9UMS4""",16
"""P34896""",3
"""P53816""",5
"""Q9GZK6""",1
"""P29762""",2
"""Q9Y219""",21
"""Q14997""",4
"""A5YKK6""",2
"""P47895""",1
"""Q9H4A9""",2
"""P48651""",1
"""O75486""",1
"""Q7RTV0""",6
"""Q9H469""",9
"""Q13336""",1
"""P48645""",7
"""P00441""",8
"""Q96EB6""",7
"""A2RUC4""",1
"""Q16280""",7
"""Q92830""",28
"""Q92824""",2
"""Q9Y5Z9""",1
"""P11216""",6
"""Q9Y584""",4
"""O14657""",1
"""Q70CQ2""",1
"""Q9Y5B8""",1
"""P01701""",43
"""P02675""",47
"""Q9UBY0""",1
"""P48546""",4
"""Q8TF71""",1
"""Q9BXI3""",2
"""P23975""",1
"""A6NFH5""",1
"""Q2I0M5""",3
"""Q86VE9""",1
"""P22314""",10
"""P04150""",4
"""Q8TDR0""",5
"""Q4U2R8""",1
"""P00966""",1
"""P32881""",13
"""Q9NWW9""",1
"""P07305""",3
"""P51114""",5
"""Q9UBD5""",20
"""Q9BUJ2""",7
"""P52655""",29
"""Q9UBC9""",4
"""Q99471""",2
"""Q8TDU6""",4
"""Q9UHI5""",2
"""Q96JE7""",3
"""Q9Y2B2""",1
"""Q5VYS8""",1
"""Q9HC84""",14
"""Q99543""",2
"""Q96BM9""",2
"""P26038""",5
"""P63279""",68
"""Q9UGI6""",1
"""Q8N907""",2
"""Q30KQ6""",1
"""Q8WXI3""",8
"""Q49AA0""",1
"""Q13243""",12
"""Q8N0Z6""",6
"""Q6P5Z2""",3
"""P36578""",20
"""Q15819""",25
"""Q14289""",5
"""O14684""",1
"""Q8IV77""",7
"""O60602""",12
"""P01920""",31
"""Q9Y6M7""",1
"""P12643""",11
"""Q9Y6B7""",6
"""O15320""",3
"""O60784""",2
"""Q9P0N5""",3
"""Q8N4M1""",1
"""Q9P2M7""",8
"""P02774""",6
"""Q96T91""",4
"""Q92752""",2
"""Q9NRC6""",16
"""Q4VNC0""",1
"""P40879""",1
"""Q6PIZ9""",4
"""O43172""",2
"""O43364""",1
"""A6NND4""",1
"""Q9BY11""",10
"""P59998""",14
"""P22413""",1
"""P05113""",21
"""O14579""",11
"""P05107""",10
"""P20839""",4
"""Q5JSP0""",3
"""O94823""",2
"""P60842""",13
"""O43868""",1
"""Q13753""",16
"""Q86Y91""",3
"""Q00613""",20
"""Q96RL6""",1
"""P53618""",14
"""O94817""",14
"""O75897""",2
"""P40261""",3
"""Q9H0C5""",6
"""Q9UII4""",14
"""Q99570""",12
"""O75106""",1
"""P41146""",4
"""O95677""",2
"""P04066""",2
"""Q96B02""",4
"""Q96R45""",1
"""P31943""",9
"""P17752""",1
"""Q92506""",1
"""P63316""",4
"""O75096""",1
"""A3KFT3""",1
"""P63010""",41
"""Q96CM8""",1
"""P10082""",4
"""O00222""",4
"""Q96CB8""",1
"""Q9GZU1""",2
"""O75616""",12
"""Q9UH77""",6
"""O00408""",2
"""P51686""",4
"""P09493""",8
"""P63165""",66
"""Q14982""",1
"""Q9UHH9""",5
"""O95251""",1
"""Q14181""",17
"""Q7L5N1""",5
"""Q15726""",4
"""Q8N1B4""",2
"""Q9HBT7""",1
"""Q8NHB8""",1
"""P10451""",9
"""Q8N0V4""",1
"""Q9Y5Y4""",4
"""O60701""",1
"""O14777""",13
"""P13612""",7
"""O15533""",6
"""Q8NFH3""",48
"""P51531""",4
"""Q9P283""",2
"""Q8N690""",1
"""O15527""",6
"""Q8N684""",10
"""Q5TYW1""",1
"""Q9P0U3""",3
"""Q92845""",9
"""P22626""",8
"""Q9NYF5""",1
"""Q9NYP9""",2
"""O14678""",1
"""P12757""",5
"""Q86TL0""",2
"""P06732""",1
"""Q6IPT4""",1
"""P42261""",23
"""Q6UW15""",1
"""O75820""",1
"""P11086""",1
"""Q9UIL1""",1
"""Q96RD3""",1
"""P02747""",7
"""Q96R72""",1
"""Q96SU4""",1
"""Q96LX8""",1
"""P42771""",2
"""Q9BRT9""",2
"""Q96J92""",1
"""Q9UBT2""",6
"""Q96S44""",2
"""P06576""",8
"""Q96LB8""",1
"""P42765""",1
"""Q16790""",2
"""Q8IYN0""",1
"""Q8IZD4""",1
"""P30485""",16
"""O00300""",1
"""P13866""",2
"""O75715""",1
"""Q9UHK6""",7
"""Q9Y303""",1
"""Q06124""",81
"""Q9H5K3""",1
"""P36896""",8
"""Q13555""",16
"""Q9Y2N7""",9
"""Q99678""",3
"""Q7Z569""",6
"""Q9H553""",2
"""P35916""",1
"""Q8N393""",1
"""Q15831""",6
"""P54259""",1
"""Q6KB66""",3
"""Q15825""",4
"""Q8NI77""",17
"""Q8NF50""",1
"""Q15024""",4
"""Q9NZZ3""",2
"""P28329""",1
"""Q9Y6A2""",1
"""Q6NVV3""",1
"""Q8NGR6""",1
"""Q9GZS9""",1
"""Q9Y662""",1
"""Q8NGG6""",1
"""Q8N9L9""",3
"""Q9P241""",2
"""Q6NX45""",1
"""O15455""",20
"""P40198""",2
"""P02144""",2
"""Q92917""",4
"""Q9NYZ4""",1
"""Q9BT22""",1
"""Q9NZE8""",10
"""P50583""",1
"""Q9NPG1""",11
"""Q9NYW7""",4
"""Q9UK80""",6
"""Q9UJW0""",3
"""O60664""",3
"""P02654""",4
"""P20023""",2
"""P13569""",29
"""Q9BY32""",3
"""Q96RK1""",1
"""A6NMZ5""",1
"""Q96E14""",23
"""Q5VVX9""",3
"""Q9BQ31""",1
"""Q99081""",4
"""Q13258""",4
"""Q99075""",44
"""Q86UL8""",1
"""O75928""",3
"""Q9UJL9""",1
"""Q9UPR5""",1
"""Q12908""",1
"""Q9UQ35""",7
"""Q9UBM4""",3
"""P51884""",10
"""Q9H772""",1
"""Q9Y210""",3
"""P29372""",7
"""Q9UI40""",1
"""Q8WVM7""",21
"""Q68CJ9""",3
"""Q9UBW8""",5
"""O75808""",1
"""Q9Y3D2""",1
"""O95563""",1
"""P55036""",4
"""Q14493""",6
"""P49146""",4
"""Q13627""",1
"""Q9HCL3""",1
"""Q16602""",5
"""Q96JK9""",36
"""Q15051""",8
"""Q16763""",6
"""Q8IWL1""",4
"""Q8NH63""",1
"""O00429""",1
"""P58166""",1
"""Q8NGJ3""",1
"""O00398""",4
"""Q8N8Y2""",4
"""Q12778""",6
"""Q3SY52""",1
"""P68431""",126
"""P54727""",13
"""Q15612""",1
"""Q92499""",1
"""Q16772""",1
"""Q9HBI1""",3
"""Q9UPT9""",2
"""O00303""",8
"""P51606""",1
"""P53992""",21
"""Q6PEY2""",10
"""P31025""",1
"""P09496""",49
"""P51575""",4
"""Q9UHI8""",3
"""Q8WZ55""",1
"""Q96NJ3""",1
"""D6R9N7""",2
"""Q15735""",4
"""Q9H343""",1
"""Q6NW40""",1
"""Q16595""",4
"""Q8N183""",3
"""Q7L590""",9
"""Q8N0W3""",1
"""Q9Y2A9""",2
"""Q6ZW49""",4
"""Q15615""",1
"""O14786""",18
"""Q8NFU7""",3
"""O14672""",14
"""Q9NR12""",1
"""Q93063""",4
"""Q6PD62""",11
"""Q9Y644""",1
"""P02741""",1
"""O43280""",1
"""P01215""",15
"""O95149""",2
"""Q9BRI3""",2
"""Q6PIL6""",1
"""Q9NXE4""",1
"""A6NMU1""",1
"""Q08ER8""",1
"""Q9UJU2""",19
"""Q9NPD7""",1
"""P0C7I0""",2
"""Q9NP97""",4
"""Q5SSG8""",14
"""P0C0L4""",19
"""Q9BY14""",1
"""Q96LC7""",1
"""O43169""",1
"""O95644""",3
"""P0CG47""",288
"""Q92608""",3
"""Q8TEQ6""",5
"""P11464""",1
"""Q9HCT0""",74
"""Q9BPZ7""",3
"""Q92598""",2
"""P36269""",3
"""Q10589""",1
"""P51788""",1
"""O75604""",5
"""Q9GZS3""",12
"""Q9Y296""",6
"""Q96P56""",2
"""Q13423""",1
"""P49815""",10
"""Q99567""",35
"""Q7Z3T8""",3
"""Q14943""",1
"""Q8N1W2""",1
"""Q86WI3""",2
"""Q8WYP3""",1
"""P18505""",2
"""Q14469""",2
"""Q99426""",2
"""Q330K2""",5
"""Q16553""",1
"""Q6NS38""",6
"""P26583""",2
"""O00194""",4
"""P47914""",20
"""P62308""",21
"""P51689""",1
"""Q8NGS5""",1
"""Q08AM6""",7
"""Q9NUP7""",2
"""Q9UMQ6""",1
"""Q8NGH5""",1
"""P47883""",1
"""Q9Y5K1""",1
"""P98172""",13
"""Q8N9B8""",1
"""Q9NR80""",3
"""Q5RI15""",1
"""P54709""",2
"""Q9BSG1""",1
"""Q9BZE2""",1
"""Q92781""",2
"""P12532""",1
"""P12724""",3
"""Q5VV52""",1
"""Q9NXL2""",3
"""Q6PCB8""",1
"""Q6IQ21""",1
"""O14639""",1
"""Q9P1A6""",4
"""Q9NX62""",1
"""Q9ULK5""",6
"""P52742""",1
"""Q9P0J6""",10
"""P01298""",4
"""P35442""",3
"""A5PLN9""",1
"""O95551""",1
"""P01178""",4
"""Q13813""",20
"""P61106""",7
"""Q5VV67""",3
"""P0CG05""",43
"""P06729""",1
"""P52757""",1
"""O00584""",1
"""Q9UI43""",1
"""Q7LGA3""",1
"""Q7Z3B1""",1
"""Q12772""",21
"""Q9Y3D5""",12
"""P50226""",2
"""Q96R69""",1
"""Q13636""",4
"""Q9UGQ3""",1
"""O94888""",2
"""Q96JC9""",11
"""P29120""",4
"""Q86Y46""",3
"""Q8TD07""",1
"""Q14376""",1
"""Q9HD23""",1
"""P43487""",3
"""Q8NFT2""",1
"""Q05923""",1
"""Q9Y6K0""",2
"""Q9HCE7""",24
"""O14843""",4
"""P08708""",27
"""O15047""",11
"""Q08211""",10
"""Q9UNP9""",17
"""Q8N7K0""",1
"""P31151""",2
"""O43451""",4
"""Q15797""",10
"""Q92911""",2
"""P10412""",3
"""Q9NYW1""",4
"""Q93084""",2
"""Q9Y6K9""",32
"""Q9NYA1""",5
"""P78386""",3
"""Q9NYK5""",10
"""P01871""",9
"""Q9P244""",4
"""Q92734""",3
"""Q96SK3""",1
"""Q9BYG4""",1
"""Q6P589""",1
"""P10916""",4
"""Q5JNZ3""",1
"""Q9UBS0""",2
"""P33316""",1
"""P23921""",4
"""P06756""",35
"""Q9BZM5""",1
"""P51810""",4
"""Q9UBH0""",3
"""Q92889""",11
"""Q96MT8""",22
"""Q96D71""",17
"""O00501""",1
"""Q03164""",16
"""O75891""",1
"""P51965""",32
"""P08912""",4
"""Q96RK4""",4
"""P08246""",12
"""O94805""",4
"""Q9Y473""",1
"""O95665""",4
"""Q9H6R3""",1
"""P35244""",81
"""Q8WV44""",3
"""O75084""",6
"""P36956""",26
"""Q15345""",8
"""Q96R27""",1
"""Q01449""",5
"""Q96JJ7""",1
"""Q8IZV5""",2
"""Q8IZU9""",1
"""Q8NGT1""",1
"""Q8NH51""",1
"""P08069""",8
"""Q8NGG0""",1
"""C9JVI0""",2
"""Q10469""",1
"""Q14964""",4
"""P16885""",32
"""Q05329""",3
"""Q9Y2U8""",2
"""Q13303""",3
"""Q99447""",1
"""Q9Y2J8""",3
"""Q7L5L3""",1
"""Q8N162""",1
"""O14771""",1
"""Q6P9B9""",1
"""Q8IWV8""",3
"""Q8NGJ6""",1
"""Q8TD55""",1
"""Q9BV23""",1
"""Q96HA1""",35
"""Q8NFQ5""",1
"""Q8NFF5""",1
"""Q9NQN1""",1
"""Q8NEZ5""",9
"""Q8N5V2""",6
"""P20338""",5
"""Q9NS73""",1
"""Q9P2R7""",1
"""Q96MW5""",6
"""O43559""",33
"""P15173""",2
"""A8MUK1""",2
"""P23468""",6
"""Q14002""",1
"""Q99942""",8
"""O75474""",4
"""Q9BYC2""",1
"""Q9NY97""",2
"""Q9BS26""",1
"""Q9NZL9""",2
"""Q5VTR2""",1
"""Q96EA4""",13
"""Q86TJ2""",2
"""P80297""",2
"""P80162""",5
"""Q67FW5""",1
"""Q9UKT5""",10
"""Q9H8V3""",3
"""Q7Z5W3""",1
"""Q9UK41""",5
"""Q13948""",1
"""Q9H9A7""",23
"""P51398""",12
"""Q7Z6B7""",3
"""P27348""",7
"""Q9Y572""",9
"""Q01668""",3
"""Q9H832""",4
"""Q14694""",5
"""Q5JV73""",2
"""Q9Y566""",4
"""Q9H0U6""",10
"""Q9UBR4""",1
"""Q9BXM7""",5
"""Q8IYL2""",1
"""Q15303""",57
"""Q5NV67""",35
"""P63252""",2
"""P46087""",1
"""Q12979""",4
"""Q9Y2M5""",6
"""P49908""",1
"""P01704""",43
"""Q9Y275""",3
"""P48357""",15
"""Q13402""",1
"""Q15813""",5
"""Q16787""",20
"""P48051""",1
"""O60568""",4
"""A0AVK6""",3
"""P49763""",2
"""Q15126""",1
"""O14978""",1
"""Q92536""",2
"""P56211""",2
"""Q8NB78""",3
"""Q9HCG8""",6
"""Q9NZN1""",3
"""A6NIX2""",5
"""Q8NHG8""",3
"""Q8NGQ4""",1
"""A8K7I4""",4
"""Q8NGF4""",1
"""Q9BUX1""",1
"""P30281""",11
"""P78371""",17
"""Q8NFZ4""",7
"""Q8NH18""",1
"""Q8NGP8""",1
"""Q8NGE8""",1
"""Q7RTP0""",1
"""Q9H3M0""",1
"""Q96NW4""",1
"""P20292""",6
"""Q86VW1""",1
"""P09382""",1
"""A8MWA4""",1
"""Q92905""",5
"""P35712""",1
"""P12838""",6
"""O95140""",5
"""Q9BRY0""",1
"""Q93099""",1
"""P17542""",2
"""Q9UKA2""",9
"""Q8TBZ8""",1
"""P06126""",2
"""Q9UM54""",2
"""Q8IVL5""",2
"""Q6UVK1""",13
"""Q9ULI4""",3
"""Q9H3M9""",1
"""Q9Y6W5""",6
"""P51170""",2
"""O75396""",19
"""Q30KQ9""",1
"""O94972""",3
"""Q96DN6""",1
"""P55201""",5
"""P36941""",3
"""Q96JT2""",1
"""Q9H244""",7
"""Q14766""",3
"""Q96EV8""",1
"""Q16850""",1
"""P55851""",4
"""P52736""",1
"""Q9H7L9""",4
"""O15131""",1
"""Q9NPE3""",1
"""P28676""",1
"""Q9Y3B4""",11
"""Q96R48""",1
"""Q13615""",3
"""P49790""",35
"""Q07065""",5
"""Q9Y2T3""",1
"""Q99759""",1
"""Q99624""",1
"""Q8N474""",3
"""P01116""",87
"""P01772""",44
"""P62314""",17
"""O43175""",1
"""Q8NGI1""",1
"""Q9BXR5""",11
"""P30411""",7
"""Q8NG31""",15
"""P04054""",6
"""Q9NX09""",2
"""O14936""",7
"""P13761""",31
"""Q9NVM9""",1
"""P14625""",4
"""P49685""",3
"""Q5TA76""",2
"""P10646""",1
"""P03886""",6
"""Q5FYB0""",1
"""Q96AD5""",5
"""P13584""",7
"""B7ZC32""",3
"""P25063""",1
"""P24385""",26
"""Q6UXX9""",3
"""Q9HBH5""",1
"""Q9P031""",3
"""P12109""",17
"""O95863""",1
"""P53794""",1
"""Q96ST2""",10
"""Q86UN3""",1
"""Q9H1K1""",1
"""Q9H4B8""",2
"""Q99963""",27
"""Q13459""",3
"""Q86V97""",6
"""Q86UX7""",1
"""P35520""",2
"""Q13153""",35
"""Q00975""",1
"""Q9BYE3""",2
"""Q15543""",27
"""P19875""",4
"""Q14865""",2
"""Q86WA9""",1
"""Q8WW22""",3
"""O95248""",4
"""Q9UKK6""",3
"""P55263""",1
"""Q9UQQ2""",2
"""Q9Y2Y1""",18
"""Q9Y4X3""",4
"""Q9H853""",8
"""Q8NCH0""",1
"""Q9H1C7""",1
"""O75208""",1
"""Q9Y587""",2
"""Q8N687""",1
"""P55773""",7
"""Q14574""",3
"""P49419""",2
"""Q6P4F7""",1
"""Q15438""",2
"""Q99717""",7
"""Q4QY38""",1
"""Q92521""",1
"""Q8IZS8""",2
"""P63267""",4
"""Q6NZ67""",3
"""O15239""",7
"""Q9NUB1""",1
"""O60262""",69
"""Q6BCY4""",1
"""Q8TE54""",1
"""Q71U36""",34
"""Q86YW7""",4
"""P21333""",5
"""P05413""",1
"""P25963""",10
"""Q86YL7""",3
"""Q86XT2""",5
"""P42768""",7
"""O14744""",12
"""Q8NGR9""",1
"""Q86XI2""",6
"""Q96BN8""",3
"""P30488""",16
"""Q02127""",1
"""Q5Y7A7""",31
"""P06132""",2
"""Q9UHV9""",2
"""Q6UWB1""",4
"""P01589""",18
"""P61981""",29
"""Q9H2K0""",3
"""O75381""",8
"""P17677""",1
"""Q13231""",3
"""Q15642""",11
"""Q9BT25""",22
"""P55290""",2
"""Q96FA3""",8
"""Q96FX8""",1
"""Q86UT5""",1
"""O95347""",9
"""P62917""",20
"""Q9HAJ7""",3
"""Q5MCW4""",1
"""Q9Y6N6""",8
"""Q9Y6A5""",1
"""Q9UKG4""",1
"""P52907""",7
"""P15848""",5
"""Q9Y5U5""",1
"""Q9NRZ5""",1
"""P09958""",27
"""Q96SQ5""",1
"""O94966""",2
"""Q9H1J5""",11
"""P01892""",20
"""Q9Y4I1""",1
"""Q96LT9""",5
"""Q13126""",1
"""P49961""",2
"""O95716""",3
"""Q99816""",5
"""P30510""",16
"""P68871""",9
"""Q92620""",11
"""Q92614""",8
"""Q9NVX0""",22
"""Q92806""",1
"""Q8NC56""",2
"""O15146""",1
"""P01611""",43
"""P05091""",2
"""Q9Y3N9""",1
"""P20827""",2
"""Q9NV70""",1
"""Q6QHF9""",4
"""O60361""",1
"""Q6P2Q9""",9
"""P23771""",14
"""Q15906""",1
"""P35250""",62
"""O60547""",1
"""P42681""",5
"""P16220""",13
"""O75771""",9
"""P41134""",2
"""P04075""",6
"""Q8TES7""",7
"""Q13621""",1
"""Q8TF47""",1
"""O14957""",1
"""P05787""",3
"""Q8NGZ3""",1
"""P12235""",7
"""P07101""",1
"""Q9C0E4""",3
"""P52565""",6
"""A8MXY4""",1
"""P08621""",4
"""Q9H583""",1
"""Q9P2H3""",5
"""O75594""",3
"""Q9H4A3""",1
"""Q13444""",2
"""Q01851""",1
"""P0C646""",1
"""Q92994""",10
"""Q13330""",6
"""P60059""",4
"""P05496""",8
"""Q13324""",5
"""Q15054""",37
"""P36551""",1
"""P16109""",3
"""Q9HBU6""",1
"""Q96FJ2""",25
"""Q9UKJ1""",2
"""Q9GZV9""",155
"""Q8IWA4""",5
"""P07766""",17
"""P09871""",7
"""P53680""",41
"""Q9H172""",1
"""O75489""",9
"""P39019""",27
"""P00450""",3
"""Q7Z7H8""",10
"""Q8WW43""",9
"""Q6ZSS3""",1
"""O75369""",1
"""O96019""",7
"""Q92833""",1
"""Q13219""",2
"""Q6ZV29""",1
"""P48039""",4
"""Q7L1V2""",1
"""O94919""",1
"""O15230""",13
"""P49914""",1
"""Q53H12""",6
"""P01023""",5
"""Q7Z4I7""",1
"""Q9NPC2""",2
"""Q8N5C8""",22
"""P48549""",1
"""Q5SZD4""",2
"""Q9NPB6""",9
"""P17980""",6
"""O43820""",1
"""P21453""",4
"""Q09428""",3
"""P30504""",20
"""O43148""",8
"""Q9BQQ7""",1
"""Q9C000""",2
"""P78563""",3
"""P31358""",1
"""P10109""",4
"""Q658P3""",2
"""Q7Z392""",1
"""P01574""",13
"""P51003""",11
"""O60469""",5
"""Q96PL2""",1
"""Q9UGI0""",3
"""Q00403""",23
"""P35052""",24
"""Q96PK6""",1
"""P18433""",8
"""P10619""",6
"""Q14397""",4
"""Q96H40""",1
"""Q9HCS4""",18
"""Q9HCU5""",4
"""O75078""",2
"""Q15147""",6
"""P63096""",26
"""Q9Y6X1""",1
"""O00204""",4
"""Q7Z7A1""",30
"""P50148""",25
"""P34998""",4
"""Q9Y6M1""",1
"""P08729""",3
"""P51668""",41
"""Q9UGI9""",16
"""P40939""",11
"""Q01959""",1
"""A5D8V6""",5
"""P35613""",13
"""Q13438""",16
"""P48066""",2
"""Q70SY1""",2
"""P42357""",1
"""Q5D862""",1
"""O76011""",3
"""P23327""",1
"""Q9HA47""",1
"""Q9HB19""",1
"""P47898""",4
"""Q9NY61""",1
"""Q9NRD5""",4
"""P00558""",2
"""O60673""",9
"""Q9NQX5""",1
"""Q9NQC1""",1
"""O43181""",4
"""P33151""",3
"""P01308""",26
"""P49862""",1
"""Q9BXH1""",3
"""Q8TF32""",1
"""Q29963""",16
"""P23276""",1
"""P0DN86""",1
"""P23141""",1
"""Q92796""",13
"""P61081""",12
"""O60496""",2
"""Q9UJA3""",16
"""Q5TA82""",2
"""P30566""",2
"""Q96QT4""",1
"""Q96R54""",1
"""Q96HN2""",1
"""Q8TC41""",3
"""P31946""",55
"""P28562""",1
"""Q13501""",11
"""Q8TDQ7""",1
"""P25942""",2
"""Q6GQQ9""",5
"""Q8IZM6""",1
"""Q8NGY1""",1
"""Q9Y2K7""",2
"""P27695""",20
"""Q8NCG7""",1
"""Q9H6Z9""",8
"""P48995""",3
"""P0C0S5""",69
"""P03952""",8
"""P35325""",4
"""Q8NGZ6""",1
"""Q01344""",20
"""Q9C0F3""",1
"""P10696""",1
"""Q8NH06""",1
